FoodCode	Seq.num	Start.date	End.date	Main.food.description
25230230	1	01/01/11 00:00:00	12/31/12 00:00:00	95% or more fat-free
25230230	2	01/01/11 00:00:00	12/31/12 00:00:00	Healthy Choice
25230235	1	01/01/11 00:00:00	12/31/12 00:00:00	97 % or more fat-free
25230310	1	01/01/11 00:00:00	12/31/12 00:00:00	chicken or turkey luncheon meat, NFS
25230310	4	01/01/11 00:00:00	12/31/12 00:00:00	smoked
25230310	5	01/01/11 00:00:00	12/31/12 00:00:00	chicken or turkey deli meat, NFS
25230410	1	01/01/11 00:00:00	12/31/12 00:00:00	ham sausage
25230410	2	01/01/11 00:00:00	12/31/12 00:00:00	hamettes
25230530	1	01/01/11 00:00:00	12/31/12 00:00:00	Spam
25230530	2	01/01/11 00:00:00	12/31/12 00:00:00	Treet
25230540	1	01/01/11 00:00:00	12/31/12 00:00:00	Spam Lite
25230550	1	01/01/11 00:00:00	12/31/12 00:00:00	Spam 25% Less Salt
25230560	1	01/01/11 00:00:00	12/31/12 00:00:00	liver cheese
25230560	2	01/01/11 00:00:00	12/31/12 00:00:00	Braunschweiger
25230560	3	01/01/11 00:00:00	12/31/12 00:00:00	liver sausage
25230560	4	01/01/11 00:00:00	12/31/12 00:00:00	liver loaf
25230560	5	01/01/11 00:00:00	12/31/12 00:00:00	liver  pudding
25230560	6	01/01/11 00:00:00	12/31/12 00:00:00	liver bacon
25230560	7	01/01/11 00:00:00	12/31/12 00:00:00	goose bacon
25230560	8	01/01/11 00:00:00	12/31/12 00:00:00	goose liver sausage
25230560	9	01/01/11 00:00:00	12/31/12 00:00:00	liver mush
25230710	1	01/01/11 00:00:00	12/31/12 00:00:00	old fashioned loaf
25230710	2	01/01/11 00:00:00	12/31/12 00:00:00	Dutch loaf
25230710	3	01/01/11 00:00:00	12/31/12 00:00:00	pepperloaf
25230710	4	01/01/11 00:00:00	12/31/12 00:00:00	praski
25230790	1	01/01/11 00:00:00	12/31/12 00:00:00	95% or more fat-free
25230840	1	01/01/11 00:00:00	12/31/12 00:00:00	reduced fat or low fat salami
25230900	1	01/01/11 00:00:00	12/31/12 00:00:00	Butterball 98% Fat Free Smoked Turkey Breast
25230900	3	01/01/11 00:00:00	12/31/12 00:00:00	95% or more fat free
25230900	4	01/01/11 00:00:00	12/31/12 00:00:00	pressed
25230900	5	01/01/11 00:00:00	12/31/12 00:00:00	smoked
25230900	6	01/01/11 00:00:00	12/31/12 00:00:00	turkey or chicken breast from deli
25230900	7	01/01/11 00:00:00	12/31/12 00:00:00	Healthy Choice
25231110	1	01/01/11 00:00:00	12/31/12 00:00:00	smoked
25231110	2	01/01/11 00:00:00	12/31/12 00:00:00	pressed
25231110	3	01/01/11 00:00:00	12/31/12 00:00:00	deli roast beef
26100120	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26100120	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26100120	4	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26100120	5	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26100121	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26100121	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26100121	3	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26100122	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26100122	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26100122	3	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26100123	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26100123	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26100124	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26100124	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26100130	1	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26100130	2	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26100131	1	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26100132	1	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26100140	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26100140	2	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26100140	3	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26100141	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26100141	2	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26100142	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26100142	2	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26100143	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26100144	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26100200	1	01/01/11 00:00:00	12/31/12 00:00:00	Captain D’s; Long John Silver;  Arthur Treacher’s
26103120	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26103120	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26103120	3	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26103121	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26103121	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26103130	1	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26103140	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26105110	1	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105110	2	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105110	4	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26105120	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26105120	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26105120	3	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105120	4	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105120	6	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26105120	7	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26105121	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26105121	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26105121	3	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105121	4	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105121	5	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26105130	1	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26105130	2	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105130	3	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105130	4	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26105131	1	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105131	2	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105131	3	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26105140	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26105140	2	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105140	3	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105140	5	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26105160	1	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105160	2	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105160	4	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26105190	1	01/01/11 00:00:00	12/31/12 00:00:00	bream
26105190	2	01/01/11 00:00:00	12/31/12 00:00:00	buffalofish
26105190	3	01/01/11 00:00:00	12/31/12 00:00:00	sucker
26107110	1	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107120	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26107120	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26107120	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107120	4	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26107120	5	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26107121	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26107121	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26107121	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107121	4	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26107122	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26107122	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26107122	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107122	4	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26107123	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26107123	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26107123	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107124	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed 
26107124	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26107124	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107130	1	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26107130	2	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26107130	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107131	1	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26107131	2	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107132	1	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107132	2	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26107133	1	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107134	1	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107140	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26107140	2	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107140	3	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26107140	4	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26107141	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26107141	2	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26107141	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107142	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26107142	2	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26107142	3	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107143	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26107143	2	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107144	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26107144	2	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26107160	1	01/01/11 00:00:00	12/31/12 00:00:00	bullhead
26109120	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26109120	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26109120	3	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26109120	4	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26109121	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26109121	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26109121	3	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26109122	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26109122	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26109122	3	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26109123	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26109123	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26109124	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26109124	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26109130	1	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26109130	2	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26109131	1	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26109132	1	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26109140	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26109140	2	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26109140	3	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26109141	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26109141	2	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26109142	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26109142	2	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26109143	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26109144	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26111110	1	01/01/11 00:00:00	12/31/12 00:00:00	angelfish
26111110	2	01/01/11 00:00:00	12/31/12 00:00:00	butterflyfish
26111110	3	01/01/11 00:00:00	12/31/12 00:00:00	drumfish
26111110	4	01/01/11 00:00:00	12/31/12 00:00:00	goatfish
26111110	5	01/01/11 00:00:00	12/31/12 00:00:00	kingfish
26111110	6	01/01/11 00:00:00	12/31/12 00:00:00	sea trout
26111110	7	01/01/11 00:00:00	12/31/12 00:00:00	freshwater sheepshead
26111110	8	01/01/11 00:00:00	12/31/12 00:00:00	spadefish
26111110	9	01/01/11 00:00:00	12/31/12 00:00:00	spot
26111110	10	01/01/11 00:00:00	12/31/12 00:00:00	surgeonfish
26111110	11	01/01/11 00:00:00	12/31/12 00:00:00	weakfish
26111110	12	01/01/11 00:00:00	12/31/12 00:00:00	weke
26111110	13	01/01/11 00:00:00	12/31/12 00:00:00	goo
26111110	14	01/01/11 00:00:00	12/31/12 00:00:00	gaspergou
26111120	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26111120	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26111120	3	01/01/11 00:00:00	12/31/12 00:00:00	angelfish
26111120	4	01/01/11 00:00:00	12/31/12 00:00:00	butterflyfish
26111120	5	01/01/11 00:00:00	12/31/12 00:00:00	drumfish
26111120	6	01/01/11 00:00:00	12/31/12 00:00:00	goatfish
26111120	7	01/01/11 00:00:00	12/31/12 00:00:00	kingfish
26111120	8	01/01/11 00:00:00	12/31/12 00:00:00	sea trout
26111120	9	01/01/11 00:00:00	12/31/12 00:00:00	freshwater sheepshead
26111120	10	01/01/11 00:00:00	12/31/12 00:00:00	spadefish
26111120	11	01/01/11 00:00:00	12/31/12 00:00:00	spot
26111120	12	01/01/11 00:00:00	12/31/12 00:00:00	surgeonfish
26111120	13	01/01/11 00:00:00	12/31/12 00:00:00	weakfish
26111120	14	01/01/11 00:00:00	12/31/12 00:00:00	weke
26111120	15	01/01/11 00:00:00	12/31/12 00:00:00	goo
26111120	16	01/01/11 00:00:00	12/31/12 00:00:00	gaspergou
26111120	17	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26111121	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26111121	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26111121	3	01/01/11 00:00:00	12/31/12 00:00:00	angelfish
26111121	4	01/01/11 00:00:00	12/31/12 00:00:00	butterflyfish
26111121	5	01/01/11 00:00:00	12/31/12 00:00:00	drumfish
26111121	6	01/01/11 00:00:00	12/31/12 00:00:00	goatfish
26111121	7	01/01/11 00:00:00	12/31/12 00:00:00	kingfish
26111121	8	01/01/11 00:00:00	12/31/12 00:00:00	sea trout
26111121	9	01/01/11 00:00:00	12/31/12 00:00:00	freshwater sheepshead
26111121	10	01/01/11 00:00:00	12/31/12 00:00:00	spadefish
26111121	11	01/01/11 00:00:00	12/31/12 00:00:00	spot
26111121	12	01/01/11 00:00:00	12/31/12 00:00:00	surgeonfish
26111121	13	01/01/11 00:00:00	12/31/12 00:00:00	weakfish
26111121	14	01/01/11 00:00:00	12/31/12 00:00:00	weke
26111121	15	01/01/11 00:00:00	12/31/12 00:00:00	goo
26111121	16	01/01/11 00:00:00	12/31/12 00:00:00	gaspergou
26111130	1	01/01/11 00:00:00	12/31/12 00:00:00	angelfish
26111130	2	01/01/11 00:00:00	12/31/12 00:00:00	butterflyfish
26111130	3	01/01/11 00:00:00	12/31/12 00:00:00	drumfish
26111130	4	01/01/11 00:00:00	12/31/12 00:00:00	goatfish
26111130	5	01/01/11 00:00:00	12/31/12 00:00:00	kingfish
26111130	6	01/01/11 00:00:00	12/31/12 00:00:00	sea trout
26111130	7	01/01/11 00:00:00	12/31/12 00:00:00	freshwater sheepshead
26111130	8	01/01/11 00:00:00	12/31/12 00:00:00	spadefish
26111130	9	01/01/11 00:00:00	12/31/12 00:00:00	spot
26111130	10	01/01/11 00:00:00	12/31/12 00:00:00	surgeonfish
26111130	11	01/01/11 00:00:00	12/31/12 00:00:00	weakfish
26111130	12	01/01/11 00:00:00	12/31/12 00:00:00	weke
26111130	13	01/01/11 00:00:00	12/31/12 00:00:00	goo
26111130	14	01/01/11 00:00:00	12/31/12 00:00:00	gaspergou
26111130	15	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26111131	1	01/01/11 00:00:00	12/31/12 00:00:00	angelfish
26111131	2	01/01/11 00:00:00	12/31/12 00:00:00	butterflyfish
26111131	3	01/01/11 00:00:00	12/31/12 00:00:00	drumfish
26111131	4	01/01/11 00:00:00	12/31/12 00:00:00	goatfish
26111131	5	01/01/11 00:00:00	12/31/12 00:00:00	kingfish
26111131	6	01/01/11 00:00:00	12/31/12 00:00:00	sea trout
26111131	7	01/01/11 00:00:00	12/31/12 00:00:00	freshwater sheepshead
26111131	8	01/01/11 00:00:00	12/31/12 00:00:00	spadefish
26111131	9	01/01/11 00:00:00	12/31/12 00:00:00	spot
26111131	10	01/01/11 00:00:00	12/31/12 00:00:00	surgeonfish
26111131	11	01/01/11 00:00:00	12/31/12 00:00:00	weakfish
26111131	12	01/01/11 00:00:00	12/31/12 00:00:00	weke
26111131	13	01/01/11 00:00:00	12/31/12 00:00:00	goo
26111131	14	01/01/11 00:00:00	12/31/12 00:00:00	gaspergou
26111140	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26111140	2	01/01/11 00:00:00	12/31/12 00:00:00	angelfish
26111140	3	01/01/11 00:00:00	12/31/12 00:00:00	butterflyfish
26111140	4	01/01/11 00:00:00	12/31/12 00:00:00	drumfish
26111140	5	01/01/11 00:00:00	12/31/12 00:00:00	goatfish
26111140	6	01/01/11 00:00:00	12/31/12 00:00:00	kingfish
26111140	7	01/01/11 00:00:00	12/31/12 00:00:00	sea trout
26111140	8	01/01/11 00:00:00	12/31/12 00:00:00	freshwater sheepshead
26111140	9	01/01/11 00:00:00	12/31/12 00:00:00	spadefish
26111140	10	01/01/11 00:00:00	12/31/12 00:00:00	spot
26111140	11	01/01/11 00:00:00	12/31/12 00:00:00	surgeonfish
26111140	12	01/01/11 00:00:00	12/31/12 00:00:00	weakfish
26111140	13	01/01/11 00:00:00	12/31/12 00:00:00	weke
26111140	14	01/01/11 00:00:00	12/31/12 00:00:00	goo
26111140	15	01/01/11 00:00:00	12/31/12 00:00:00	gaspergou
26111160	1	01/01/11 00:00:00	12/31/12 00:00:00	angelfish
26111160	2	01/01/11 00:00:00	12/31/12 00:00:00	butterflyfish
26111160	3	01/01/11 00:00:00	12/31/12 00:00:00	drumfish
26111160	4	01/01/11 00:00:00	12/31/12 00:00:00	goatfish
26111160	5	01/01/11 00:00:00	12/31/12 00:00:00	kingfish
26111160	6	01/01/11 00:00:00	12/31/12 00:00:00	sea trout
26111160	7	01/01/11 00:00:00	12/31/12 00:00:00	freshwater sheepshead
26111160	8	01/01/11 00:00:00	12/31/12 00:00:00	spadefish
26111160	9	01/01/11 00:00:00	12/31/12 00:00:00	spot
26111160	10	01/01/11 00:00:00	12/31/12 00:00:00	surgeonfish
26111160	11	01/01/11 00:00:00	12/31/12 00:00:00	weakfish
26111160	12	01/01/11 00:00:00	12/31/12 00:00:00	weke
26111160	13	01/01/11 00:00:00	12/31/12 00:00:00	goo
26111160	14	01/01/11 00:00:00	12/31/12 00:00:00	gaspergou
26115000	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115000	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115000	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115000	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115110	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115110	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115110	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115110	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115120	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26115120	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26115120	3	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115120	4	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115120	6	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115120	7	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115120	8	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26115120	9	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26115121	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26115121	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26115121	3	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26115121	4	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115121	5	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115121	6	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115121	7	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115122	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26115122	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26115122	3	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26115122	4	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115122	5	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115122	6	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115122	7	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115123	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26115123	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26115123	3	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115123	4	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115123	5	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115123	6	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115124	1	01/01/11 00:00:00	12/31/12 00:00:00	sauteed
26115124	2	01/01/11 00:00:00	12/31/12 00:00:00	fried with no coating
26115124	3	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115124	4	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115124	5	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115124	6	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115130	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115130	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115130	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115130	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115130	6	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26115130	7	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26115131	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115131	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115131	3	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115131	4	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115131	5	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26115132	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115132	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115132	3	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115132	4	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115132	5	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26115133	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115133	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115133	3	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115133	4	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115134	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115134	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115134	3	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115134	4	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115140	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26115140	2	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115140	3	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115140	5	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115140	6	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115140	7	01/01/11 00:00:00	12/31/12 00:00:00	NS as to fat added in cooking
26115140	8	01/01/11 00:00:00	12/31/12 00:00:00	NS as to type of fat added in cooking
26115141	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26115141	2	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115141	3	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115141	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115141	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115141	6	01/01/11 00:00:00	12/31/12 00:00:00	made with animal fat or meat drippings
26115142	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26115142	2	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115142	3	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115142	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115142	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115142	6	01/01/11 00:00:00	12/31/12 00:00:00	made with shortening
26115143	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26115143	2	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115143	3	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115143	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115143	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115144	1	01/01/11 00:00:00	12/31/12 00:00:00	fried, NS as to coating
26115144	2	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115144	3	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115144	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115144	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115160	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115160	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115160	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115160	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26115190	1	01/01/11 00:00:00	12/31/12 00:00:00	dab
26115190	2	01/01/11 00:00:00	12/31/12 00:00:00	fluke
26115190	3	01/01/11 00:00:00	12/31/12 00:00:00	halibut
26115190	4	01/01/11 00:00:00	12/31/12 00:00:00	sole
26115190	5	01/01/11 00:00:00	12/31/12 00:00:00	turbot
26117110	2	01/01/11 00:00:00	12/31/12 00:00:00	burbot
26117110	3	01/01/11 00:00:00	12/31/12 00:00:00	cusk
