"Food.code"	"Start.date"	"End.date"	"Main.food.description"	"Fortification.identifier"
25220510	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Capicola"	0
25220650	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey or chicken and beef sausage"	0
25220710	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chorizo"	0
25220910	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Head cheese"	0
25221110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Knockwurst"	0
25221210	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mortadella"	0
25221250	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pepperoni"	0
25221310	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Polish sausage"	0
25221350	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Italian sausage"	0
25221400	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sausage (not cold cut), NFS"	0
25221405	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pork sausage"	0
25221406	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pork sausage, reduced fat"	0
25221450	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pork sausage rice links"	0
25221460	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pork and beef sausage"	0
25221500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Salami, NFS"	0
25221510	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Salami, soft, cooked"	0
25221520	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Salami, dry or hard"	0
25221530	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Salami, beef"	0
25221610	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Scrapple, cooked"	0
25221710	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Souse"	0
25221810	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Thuringer"	0
25221830	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey or chicken sausage"	0
25221860	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey or chicken sausage, reduced fat"	0
25221870	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey or chicken and pork sausage"	0
25221880	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey or chicken, pork, and beef sausage, reduced fat"	0
25221910	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Vienna sausage, canned"	0
25221950	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pickled sausage"	0
25230110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Luncheon meat, NFS"	0
25230210	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, sliced, prepackaged or deli, luncheon meat"	0
25230220	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, sliced, low salt, prepackaged or deli, luncheon meat"	0
25230230	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, sliced, extra lean, prepackaged or deli, luncheon meat"	0
25230235	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, sliced, extra lean, lower sodium, prepackaged or deli, luncheon meat"	0
25230310	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chicken or turkey loaf, prepackaged or deli, luncheon meat"	0
25230410	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham loaf, luncheon meat"	0
25230430	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham and cheese loaf"	0
25230450	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey loaf"	0
25230510	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, luncheon meat, chopped, minced, pressed, spiced, not canned"	0
25230520	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, luncheon meat, chopped, minced, pressed, spiced, lowfat, not canned"	0
25230530	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham and pork, luncheon meat, chopped, minced, pressed, spiced, canned"	0
25230540	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, pork and chicken, luncheon meat, chopped, minced, pressed, spiced, canned"	0
25230550	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, pork, and chicken, luncheon meat, chopped, minced, pressed, spiced, canned, reduced sodium"	0
25230560	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Liverwurst"	0
25230610	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Luncheon loaf (olive, pickle, or pimiento)"	0
25230710	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sandwich loaf, luncheon meat"	0
25230790	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey ham, sliced, extra lean, prepackaged or deli, luncheon meat"	0
25230800	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey ham"	0
25230810	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Veal loaf"	0
25230820	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey pastrami"	0
25230840	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey salami"	0
25230900	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey or chicken breast, prepackaged or deli, luncheon meat"	0
25230905	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turkey or chicken breast, low salt, prepackaged or deli, luncheon meat"	0
25231110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beef, sliced, prepackaged or deli, luncheon meat"	0
25231150	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corned beef, pressed"	0
25240000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Meat spread or potted meat, NFS"	0
25240110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chicken salad spread"	0
25240210	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham, deviled or potted"	0
25240220	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ham salad spread"	0
25240310	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Roast beef spread"	0
25240320	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corned beef spread"	0
26100100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, raw"	0
26100110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, cooked, NS as to cooking method"	0
26100120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, baked or broiled, made with oil"	0
26100121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, baked or broiled, made with butter"	0
26100122	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, baked or broiled, made with margarine"	2
26100123	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, baked or broiled, made without fat"	0
26100124	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, baked or broiled, made with cooking spray"	0
26100130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, baked or broiled, made with oil"	2
26100131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, baked or broiled, made with butter"	2
26100132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, baked or broiled, made with margarine"	2
26100133	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, baked or broiled, made without fat"	2
26100134	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, baked or broiled, made with cooking spray"	2
26100140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, fried, made with oil"	0
26100141	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, fried, made with butter"	0
26100142	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, fried, made with margarine"	2
26100143	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, fried, made without fat"	0
26100144	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, coated, fried, made with cooking spray"	0
26100160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, steamed"	0
26100170	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, dried"	0
26100180	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, canned"	0
26100190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, smoked"	0
26100200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish, NS as to type, from fast food"	0
26100260	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish stick, patty or nugget from fast food"	0
26100270	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish stick, patty or nugget from restaurant, home, or other place"	0
26101110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Anchovy, cooked, NS as to cooking method"	0
26101180	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Anchovy, canned"	0
26103110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barracuda, cooked, NS as to cooking method"	0
26103120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barracuda, baked or broiled, fat added in cooking"	0
26103121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barracuda, baked or broiled, fat not added in cooking"	0
26103130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barracuda, coated, baked or broiled, fat added in cooking"	2
26103131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barracuda, coated, baked or broiled, fat not added in cooking"	2
26103140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barracuda, coated, fried"	0
26103160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barracuda, steamed or poached"	0
26105110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, cooked, NS as to cooking method"	0
26105120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, baked or broiled, fat added in cooking"	0
26105121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, baked or broiled, fat not added in cooking"	0
26105130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, coated, baked or broiled, fat added in cooking"	2
26105131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, coated, baked or broiled, fat not added in cooking"	2
26105140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, coated, fried"	0
26105160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, steamed or poached"	0
26105190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carp, smoked"	0
26107110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, cooked, NS as to cooking method"	0
26107120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, baked or broiled, made with oil"	0
26107121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, baked or broiled, made with butter"	0
26107122	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, baked or broiled, made with margarine"	2
26107123	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, baked or broiled, made without fat"	0
26107124	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, baked or broiled, made with cooking spray"	0
26107130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, baked or broiled, made with oil"	2
26107131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, baked or broiled, made with butter"	2
26107132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, baked or broiled, made with margarine"	2
26107133	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, baked or broiled, made without fat"	2
26107134	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, baked or broiled, made with cooking spray"	2
26107140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, fried, made with oil"	0
26107141	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, fried, made with butter"	0
26107142	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, fried, made with margarine"	2
26107143	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, fried, made without fat"	0
26107144	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, coated, fried, made with cooking spray"	0
26107160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Catfish, steamed or poached"	0
26109110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, cooked, NS as to cooking method"	0
26109120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, baked or broiled, made with oil"	0
26109121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, baked or broiled, made with butter"	0
26109122	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, baked or broiled, made with margarine"	2
26109123	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, baked or broiled, made without fat"	0
26109124	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, baked or broiled, made with cooking spray"	0
26109130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, baked or broiled, made with oil"	2
26109131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, baked or broiled, made with butter"	2
26109132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, baked or broiled, made with margarine"	2
26109133	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, baked or broiled, made without fat"	2
26109134	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, baked or broiled, made with cooking spray"	2
26109140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, fried, made with oil"	0
26109141	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, fried, made with butter"	0
26109142	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, fried, made with margarine"	2
26109143	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, fried, made without fat"	0
26109144	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, coated, fried, made with cooking spray"	0
26109160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, steamed or poached"	0
26109170	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, dried, salted"	0
26109180	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, dried, salted, salt removed in water"	0
26109190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cod, smoked"	0
26111110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Croaker, cooked, NS as to cooking method"	0
26111120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Croaker, baked or broiled, fat added in cooking"	0
26111121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Croaker, baked or broiled, fat not added in cooking"	0
26111130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Croaker, coated, baked or broiled, fat added in cooking"	2
26111131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Croaker, coated, baked or broiled, fat not added in cooking"	2
26111140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Croaker, coated, fried"	0
26111160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Croaker, steamed or poached"	0
26113110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Eel, cooked, NS as to cooking method"	0
26113160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Eel, steamed or poached"	0
26113190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Eel, smoked"	0
26115000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, raw"	0
26115110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, cooked, NS as to cooking method"	0
26115120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, baked or broiled, made with oil"	0
26115121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, baked or broiled, made with butter"	0
26115122	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, baked or broiled, made with margarine"	2
26115123	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, baked or broiled, made without fat"	0
26115124	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, baked or broiled, made with cooking spray"	0
26115130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, baked or broiled, made with oil"	2
26115131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, baked or broiled, made with butter"	2
26115132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, baked or broiled, made with margarine"	2
26115133	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, baked or broiled, made without fat"	2
26115134	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, baked or broiled, made with cooking spray"	2
26115140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, fried, made with oil"	0
26115141	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, fried, made with butter"	0
26115142	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, fried, made with margarine"	2
26115143	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, fried, made without fat"	0
26115144	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, coated, fried, made with cooking spray"	0
26115160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, steamed or poached"	0
26115190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flounder, smoked"	0
26117110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, cooked, NS as to cooking method"	0
26117120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, baked or broiled, fat added in cooking"	0
26117121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, baked or broiled, fat not added in cooking"	0
26117130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, coated, baked or broiled, fat added in cooking"	2
26117131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, coated, baked or broiled, fat not added in cooking"	2
26117140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, coated, fried"	0
26117160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, steamed or poached"	0
26117190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Haddock, smoked"	0
26118000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, raw"	0
26118010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, cooked, NS as to cooking method"	0
26118020	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, baked or broiled, made with oil"	0
26118021	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, baked or broiled, made with butter"	0
26118022	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, baked or broiled, made with margarine"	2
26118023	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, baked or broiled, made without fat"	0
26118024	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, baked or broiled, made with cooking spray"	0
26118030	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, baked or broiled, made with oil"	2
26118031	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, baked or broiled, made with butter"	2
26118032	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, baked or broiled, made with margarine"	2
26118033	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, baked or broiled, made without fat"	2
26118034	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, baked or broiled, made with cooking spray"	2
26118040	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, fried, made with oil"	0
26118041	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, fried, made with butter"	0
26118042	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, fried, made with margarine"	2
26118043	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, fried, made without fat"	0
26118044	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, coated, fried, made with cooking spray"	0
26118050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, steamed or poached"	0
26118060	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Halibut, smoked"	0
26119100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, raw"	0
26119110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, cooked, NS as to cooking method"	0
26119120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, baked or broiled, fat added in cooking"	0
26119121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, baked or broiled, fat not added in cooking"	0
26119130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, coated, baked or broiled, fat added in cooking"	2
26119131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, coated, baked or broiled, fat not added in cooking"	2
26119140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, coated, fried"	0
26119160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, pickled, in cream sauce"	0
26119170	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, dried, salted"	0
26119180	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, pickled"	0
26119190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Herring, smoked, kippered"	0
26121100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, raw"	0
26121110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, cooked, NS as to cooking method"	0
26121120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, baked or broiled, fat added in cooking"	0
26121121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, baked or broiled, fat not added in cooking"	0
26121131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, coated, baked or broiled, fat added in cooking"	2
26121132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, coated, baked or broiled, fat not added in cooking"	2
26121140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, coated, fried"	0
26121160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, pickled"	0
26121180	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, canned"	0
26121190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mackerel, smoked"	0
26123100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, raw"	0
26123110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, cooked, NS as to cooking method"	0
26123120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, baked or broiled, fat added in cooking"	0
26123121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, baked or broiled, fat not added in cooking"	0
26123130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, coated, baked or broiled, fat added in cooking"	2
26123131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, coated, baked or broiled, fat not added in cooking"	2
26123140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, coated, fried"	0
26123160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mullet, steamed or poached"	0
26125100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, raw"	0
26125110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, cooked, NS as to cooking method"	0
26125120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, baked or broiled, fat added in cooking"	0
26125121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, baked or broiled, fat not added in cooking"	0
26125130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, coated, baked or broiled, fat added in cooking"	2
26125131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, coated, baked or broiled, fat not added in cooking"	2
26125140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, coated, fried"	0
26125160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ocean perch, steamed or poached"	0
26127110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, cooked, NS as to cooking method"	0
26127120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, baked or broiled, made with oil"	0
26127121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, baked or broiled, made with butter"	0
26127122	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, baked or broiled, made with margarine"	2
26127123	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, baked or broiled, made without fat"	0
26127124	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, baked or broiled, made with cooking spray"	0
26127130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, baked or broiled, made with oil"	2
26127131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, baked or broiled, made with butter"	2
26127132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, baked or broiled, made with margarine"	2
26127133	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, baked or broiled, made without fat"	2
26127134	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, baked or broiled, made with cooking spray"	2
26127140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, fried, made with oil"	0
26127141	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, fried, made with butter"	0
26127142	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, fried, made with margarine"	2
26127143	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, fried, made without fat"	0
26127144	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, coated, fried, made with cooking spray"	0
26127160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Perch, steamed or poached"	0
26129110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pike, cooked, NS as to cooking method"	0
26129120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pike, baked or broiled, fat added in cooking"	0
26129121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pike, baked or broiled, fat not added in cooking"	0
26129130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pike, coated, baked or broiled, fat added in cooking"	2
26129131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pike, coated, baked or broiled, fat not added in cooking"	2
26129140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pike, coated, fried"	0
26129160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pike, steamed or poached"	0
26131100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, raw"	0
26131110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, cooked, NS as to cooking method"	0
26131120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, baked or broiled, fat added in cooking"	0
26131121	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, baked or broiled, fat not added in cooking"	0
26131130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, coated, baked or broiled, fat added in cooking"	2
26131131	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, coated, baked or broiled, fat not added in cooking"	2
26131140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, coated, fried"	0
26131160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, steamed or poached"	0
26131190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pompano, smoked"	0
26133100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Porgy, raw"	0
