"Food.code"	"Start.date"	"End.date"	"Main.food.description"	"Fortification.identifier"
56208550	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oat bran cereal, cooked, made with milk, NS as to fat added in cooking"	2
56209000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rye, cream of, cooked"	0
56210000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Nestum cereal"	1
57000000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cereal, NFS"	1
57000050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi cereal, NS as to ready to eat or cooked"	1
57000100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oat cereal, NFS"	1
57100100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cereal, ready-to-eat, NFS"	1
57101000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"All-Bran"	1
57102000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Alpen"	1
57103000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Alpha-Bits"	1
57103020	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Alpha-bits with marshmallows"	1
57103050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Amaranth Flakes"	1
57103100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Apple Cinnamon Cheerios"	1
57104000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Apple Jacks"	1
57106050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Banana Nut Crunch Cereal (Post)"	1
57106060	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Banana Nut Cheerios"	1
57106100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Basic 4"	1
57106250	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Berry Berry Kix"	1
57106260	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Berry Burst Cheerios"	1
57106530	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Blueberry Morning, Post"	1
57107000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Booberry"	1
57110000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"All-Bran Bran Buds, Kellogg's (formerly Bran Buds)"	1
57111000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Bran Chex"	1
57117000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cap'n Crunch"	1
57117500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cap'n Crunch's Christmas Crunch"	1
57119000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cap'n Crunch's Crunch Berries"	1
57120000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cap'n Crunch's Peanut Butter Crunch"	1
57123000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cheerios"	1
57124000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chex cereal, NFS"	1
57124050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chex Cinnamon"	1
57124100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chocolate Cheerios"	1
57124200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chocolate flavored frosted puffed corn cereal"	1
57124300	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chocolate Lucky Charms"	1
57125000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cinnamon Toast Crunch"	1
57125010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cinnamon Toast Crunch Reduced Sugar"	1
57125900	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Nut Clusters (formerly called Clusters)"	1
57126000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cocoa Krispies"	1
57127000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cocoa Pebbles"	1
57128000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cocoa Puffs"	1
57128005	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cocoa Puffs, reduced sugar"	1
57130000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cookie-Crisp"	1
57131000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Crunchy Corn Bran, Quaker"	1
57132000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn Chex"	1
57134000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn flakes, NFS"	1
57134090	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn flakes, low sodium"	1
57135000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn flakes, Kellogg's"	1
57137000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn Puffs"	1
57139000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Count Chocula"	1
57143000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cracklin' Oat Bran"	1
57143500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cranberry Almond Crunch, Post"	1
57144000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Crisp Crunch"	1
57148000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Crispix"	1
57148500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Crispy Brown Rice Cereal"	1
57151000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Crispy Rice"	1
57201900	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Dora the Explorer Cereal"	1
57206000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Familia"	1
57206700	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fiber One"	1
57206705	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fiber One Caramel Delight"	1
57206710	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fiber One Honey Clusters"	1
57206715	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fiber One Raisin Bran Clusters"	1
57206800	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fiber 7 Flakes, Health Valley"	1
57207000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Bran Flakes, NFS (formerly 40% Bran Flakes, NFS)"	1
57208000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"All-Bran Complete Wheat Flakes, Kellogg's"	1
57209000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Natural Bran Flakes, Post (formerly called 40% Bran Flakes, Post)"	1
57211000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frankenberry"	1
57213000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Froot Loops"	1
57213850	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted Cheerios"	1
57214000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted Mini-Wheats"	1
57214100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted Wheat Bites"	1
57215000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosty O's"	1
57216000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted rice, NFS"	1
57218000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted Rice Krispies, Kellogg's"	1
57219000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fruit & Fibre (fiber), NFS"	1
57221000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fruit & Fibre (fiber) with dates, raisins, and walnuts"	1
57221650	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fruit Harvest cereal, Kellogg's"	1
57221700	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fruit Rings, NFS"	1
57221800	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fruit Whirls"	1
57221810	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fruity Cheerios"	1
57223000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fruity Pebbles"	1
57224000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Golden Grahams"	1
57227000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Granola, NFS"	1
57228000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Granola, homemade"	1
57229000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Granola, lowfat, Kellogg's"	1
57229500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Granola with Raisins, lowfat, Kellogg's"	1
57230000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Grape-Nuts"	1
57231000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Grape-Nuts Flakes"	1
57231100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Grape-Nuts Trail Mix Crunch"	1
57231200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Great Grains, Raisin, Date, and Pecan Whole Grain Cereal, Post"	1
57231250	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Great Grains Double Pecan Whole Grain Cereal, Post"	1
57237100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Bunches of Oats Honey Roasted Cereal"	1
57237200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Bunches of Oats with Vanilla Clusters, Post"	1
57237300	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Bunches of Oats with Almonds, Post"	1
57237310	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Bunches of Oats with Pecan Bunches"	1
57237900	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Bunches of Oats Just Bunches"	1
57238000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honeycomb, plain"	1
57239000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honeycomb, strawberry"	1
57239100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Crunch Corn Flakes, Kellogg's"	1
57240100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Nut Chex"	1
57241000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Nut Cheerios"	1
57241200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Nut Shredded Wheat, Post"	1
57243000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Smacks, Kellogg's (formerly Smacks; Honey Smacks)"	1
57301500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi, Puffed"	1
57301505	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi Autumn Wheat"	1
57301510	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi GOLEAN"	1
57301511	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi GOLEAN Crunch"	1
57301512	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi GOLEAN Crunch Honey Almond Flax"	1
57301520	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi Good Friends"	1
57301530	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi Heart to Heart Honey Toasted Oat "	1
57301535	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi Heart to Heart Oat Flakes and Blueberry Clusters"	1
57301540	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kashi Honey Sunshine"	1
57302100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"King Vitaman"	1
57303100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kix"	1
57303105	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Honey Kix"	1
57304100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Life (plain and cinnamon)"	1
57305100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Lucky Charms"	1
57305150	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted oat cereal with marshmallows"	1
57305160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Blueberry Muffin Tops"	1
57305165	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Cinnamon Toasters"	1
57305170	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Coco-Roos"	1
57305174	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Colossal Crunch"	1
57305175	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Cocoa Dyno-Bites"	1
57305180	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Corn Bursts"	1
57305200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Crispy Rice"	1
57305210	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Frosted Flakes"	1
57305215	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Frosted Mini Spooners"	1
57305300	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Fruity Dyno-Bites"	1
57305400	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Honey Graham Squares"	1
57305500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Honey and Nut Toasty O's"	1
57305600	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Marshmallow Mateys"	1
57306100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Puffed Rice"	1
57306120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Puffed Wheat"	1
57306130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Raisin Bran"	1
57306500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Golden Puffs (formerly Sugar Puffs)"	1
57306700	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-Meal Toasted Oat Cereal"	1
57306800	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Malt-O-meal Tootie Fruities"	1
57307010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Maple Pecan Crunch Cereal, Post"	1
57307500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Millet, puffed"	1
57307600	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mini-Swirlz Cinnamon Bun Cereal, Kellogg's"	1
57308150	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mueslix cereal, NFS"	1
57308190	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Muesli, dried fruit and nuts (formerly Muesli with raisins, dates, and almonds)"	1
57308300	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Multi Bran Chex"	1
57308400	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"MultiGrain Cheerios"	1
57309100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Nature Valley Granola, with fruit and nuts"	1
57316200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Nutty Nuggets, Ralston Purina"	1
57316300	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oat Bran Flakes, Health Valley"	1
57316380	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oat Cluster Cheerios Crunch"	1
57316450	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oatmeal Crisp with Almonds"	1
57316500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oatmeal Crisp, Raisin (formerly Oatmeal Raisin Crisp)"	1
57316710	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oh's, Honey Graham"	1
57319000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"100% Natural Cereal, plain, Quaker"	1
57319500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sun Country 100% Natural Granola, with Almonds"	1
57320500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"100 % Natural Cereal, with oats, honey and raisins, Quaker"	1
57321500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"100 % Natural Wholegrain Cereal with raisins, lowfat, Quaker"	1
57321700	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Optimum, Nature's Path"	1
57321800	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Optimum Slim, Nature's Path"	1
57321900	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Organic Flax Plus, Nature's Path"	1
57323000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sweet Crunch, Quaker (formerly called Popeye)"	1
57325000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Product 19"	1
57326000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Puffins Cereal"	1
57327450	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Quaker Oat Bran Cereal"	1
57327500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Quaker Oatmeal Squares (formerly Quaker Oat Squares)"	1
57328000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Quisp"	1
57329000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Raisin bran, NFS"	1
57330000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Raisin Bran, Kellogg's"	1
57330010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Raisin Bran Crunch, Kellogg's"	1
57331000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Raisin Bran, Post"	1
57332050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Raisin Bran, Total"	1
57332100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Raisin Nut Bran"	1
57335550	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Reese's Peanut Butter Puffs cereal"	1
57336000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice Chex"	1
57337000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice Flakes, NFS"	1
57339000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice Krispies, Kellogg's"	1
57339500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice Krispies Treats Cereal, Kellogg's"	1
57340000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice, puffed"	1
57341000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Shredded Wheat'N Bran"	1
57341200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Smart Start Strong Heart Antioxidants Cereal, Kellogg's"	1
57342010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Smorz, Kellogg's"	1
57344000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K"	1
57344001	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K Blueberry"	1
57344005	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K Chocolatey Delight"	1
57344007	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K Low Fat Granola "	1
57344010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K Red Berries"	1
57344015	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K Fruit & Yogurt"	1
57344020	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K Vanilla Almond"	1
57344025	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Special K Cinnamon Pecan, Kellogg's "	1
57346500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oatmeal Honey Nut Heaven, Quaker (formerly Toasted Oatmeal, Honey Nut)"	1
57347000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn Pops"	1
57348000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted corn flakes, NFS"	1
57349000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Frosted Flakes, Kellogg's"	1
57349020	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Reduced Sugar Frosted Flakes Cereal, Kellogg's"	1
57355000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Golden Crisp (Formerly called Super Golden Crisp)"	1
57401100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Toasted oat cereal"	1
57403100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Toasties, Post"	1
57406100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Total"	1
57406105	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Total Cranberry Crunch"	1
57407100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Trix"	1
57407110	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Trix, reduced sugar"	1
57408100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Uncle Sam Cereal (formerly Uncle Sam's Hi Fiber Cereal)"	1
57409100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Waffle Crisp, Post"	1
57410000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Weetabix Whole Wheat Cereal"	1
57411000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheat Chex"	1
57412000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheat germ, plain"	1
57413000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheat germ, with sugar and honey"	1
57416000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheat, puffed, plain"	1
57416010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheat, puffed, presweetened with sugar"	1
57417000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Shredded Wheat, 100%"	1
57418000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheaties"	1
57419000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Yogurt Burst Cheerios"	1
57601100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheat bran, unprocessed"	0
57602100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oats, raw"	0
57602500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oat bran, uncooked"	0
57603100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice polishings"	0
57603200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice bran, uncooked"	0
57604100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Whole wheat, cracked"	0
57801000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Barley cereal, baby food, dry, instant"	1
57803000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mixed cereal, baby food, dry, instant"	1
57804000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oatmeal cereal, baby food, dry, instant"	1
57805000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice cereal, baby food, dry, instant"	1
57805080	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice cereal with apples, baby food, dry, instant"	1
57805090	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice cereal with mixed fruits, baby food, dry, instant"	1
57805100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice cereal with bananas, baby food, dry, instant"	1
57805500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Brown rice cereal, baby food, dry, instant"	1
57806000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mixed cereal with bananas, baby food, dry, instant"	1
57806050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Multigrain, whole grain cereal, baby food, dry, instant"	1
57806100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oatmeal cereal with bananas, baby food, dry, instant"	1
57806200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oatmeal cereal with fruit, baby food, dry, instant, toddler"	1
57807010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Whole wheat cereal with apples, baby food, dry, instant"	1
57820000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cereal, baby food, jarred, NFS"	1
57820100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice cereal, baby food, jarred, NFS"	1
57822000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mixed cereal with applesauce and bananas, baby food, jarred"	1
57823000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Oatmeal with applesauce and bananas, baby food, jarred"	1
57824000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice cereal with applesauce and bananas, baby food, jarred"	1
57824500	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice cereal with mixed fruit, baby food, jarred"	1
57830100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Gerber Graduates Finger Snacks Cereal, baby food"	1
58100000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito, taco, or quesadilla with egg"	0
58100005	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito, taco, or quesadilla with egg and potato"	0
58100010	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito, taco, or quesadilla with egg and breakfast meat"	0
58100013	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito, taco, or quesadilla with egg and breakfast meat, from fast food"	0
58100015	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito, taco, or quesadilla with egg, potato, and breakfast meat"	0
58100017	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food"	0
58100020	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito, taco, or quesadilla with egg, beans, and breakfast meat"	0
58100100	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat"	0
58100120	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat and beans"	0
58100125	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat and beans, from fast food"	0
58100135	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat and sour cream"	0
58100140	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat, beans, and sour cream"	0
58100145	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat, beans, and sour cream, from fast food"	0
58100160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat, beans, and rice"	0
58100165	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with meat, beans, rice, and sour cream"	0
58100200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with chicken"	0
58100220	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with chicken and beans"	0
58100235	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with chicken and sour cream"	0
58100245	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with chicken, beans, and sour cream"	0
58100255	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with chicken, beans, and rice"	0
58100260	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with chicken, beans, rice, and sour cream"	0
58100300	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with beans and rice, meatless"	0
58100320	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with beans, meatless"	0
58100325	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with beans, meatless, from fast food"	0
58100330	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Burrito with beans, rice, and sour cream, meatless"	0
58100360	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chilaquiles, tortilla casserole with salsa, cheese, and egg"	0
58100370	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chilaquiles, tortilla casserole with salsa and cheese, no egg"	0
58100520	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Enchilada with meat and beans, red-chile or enchilada sauce"	0
58100525	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Enchilada with meat and beans, green-chile or enchilada sauce"	0
58100530	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Enchilada with meat, red-chile or enchilada sauce"	0
58100535	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Enchilada with meat, green-chile or enchilada sauce"	0
58100620	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Enchilada with chicken and beans, red-chile or enchilada sauce"	0
58100625	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Enchilada with chicken and beans, green-chile or enchilada sauce"	0
