"Modification.code"	"Start.date"	"End.date"	"Modification.description"	"Food.code"
201243	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, fortified, chocolate, made with milk W/ SKIM MILK"	11526000
201257	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Eggplant, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75217020
201259	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, green, cooked, from canned, fat added in cooking W/ VEGETABLE SHORTENING"	75205033
201276	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Broccoli, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	72201220
201294	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Red kidney beans, dry, cooked, fat added in cooking W/ MARGARINE, NFS"	41106010
201320	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peppers, green, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75226020
201322	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Squash, summer, cooked, from canned, fat added in cooking W/ BUTTER, NFS"	75233023
201333	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mushrooms, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"	75219021
201398	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, tapioca, made from dry mix, made with milk W/ 2% MILK"	13210520
201411	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sweetpotato, boiled, without peel, fat added in cooking W/ BUTTER, NFS"	73405020
201485	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Spanish rice W/O FAT"	58163410
201503	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Coffee, latte W/ SKIM MILK"	92101900
201516	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Squash, winter type, baked, fat and sugar added in cooking W/ BUTTER, NFS"	73303030
201523	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Brussels sprouts, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"	75209021
201575	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sweetpotato, baked, peel not eaten, fat added in cooking W/ BUTTER, NFS"	73403020
201578	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas, green, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75224031
201579	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rutabaga, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75228020
201586	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk shake, homemade or fountain-type, flavors other than chocolate W/ 2% MILK"	11541120
201590	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sweetpotato, casserole or mashed W/O FAT"	73409000
201611	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Red kidney beans, dry, cooked, fat added in cooking W/ BUTTER, NFS"	41106010
201623	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turnip, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"	75234020
201625	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Lima beans, dry, cooked, fat added in cooking W/ BUTTER, NFS"	41103010
201627	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Custard W/ WHOLE MILK"	13210300
201630	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peppers, red, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75226060
201731	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Squash, summer, cooked, from frozen, fat added in cooking W/ BUTTER, NFS"	75233022
201777	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, chocolate, prepared from dry mix, milk added W/ 1% MILK"	13220120
201845	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, yellow, from canned, cream style, fat added in cooking W/ BUTTER, NFS"	75216193
201857	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Okra, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75220020
201871	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, tapioca, made from home recipe, made with milk W/ 2% MILK"	13210500
201880	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Stewed pink beans with viandas, ham, Puerto Rican style W/O FAT"	41210150
201913	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, cooked, NS as to form, NS as to color, fat added in cooking W/ BUTTER, NFS"	75204980
201914	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, fortified, chocolate, made with milk W/ WHOLE MILK"	11526000
201916	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Custard W/ 2% MILK"	13210300
201917	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Asparagus, cooked, from frozen, fat added in cooking W/ BUTTER, NFS"	75202022
201921	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, tapioca, made from dry mix, made with milk W/ 1% MILK"	13210520
201933	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Asparagus, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"	75202020
201941	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mushrooms, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"	75219020
202025	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, bread W/ 1% MILK"	13210110
202026	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas and carrots, cooked, from frozen, fat added in cooking W/ BUTTER, NFS"	73111222
202027	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, bread W/ 2% MILK"	13210110
202103	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, cooked, from frozen, NS as to color, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75204982
202106	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, flavors other than chocolate, prepared from dry mix, milk added W/ 1% MILK"	13220110
202107	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, green, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75205032
202114	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Spinach, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	72125222
202128	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Greens, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	72118221
202132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas and onions, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75315120
202228	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Custard, Puerto Rican style (Flan) W/ 2% MILK"	13210350
202254	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas and carrots, cooked, from canned, fat added in cooking W/ BUTTER, NFS"	73111223
202265	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Black, brown, or Bayo beans, dry, cooked, fat added in cooking W/ MARGARINE, NFS"	41102010
202280	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, fortified, chocolate, made with milk W/ 2% MILK"	11526000
202284	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, fortified, NS as to flavor, made with milk W/ 2% MILK"	11527000
202295	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cappuccino W/ SKIM MILK"	92161000
202337	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Custard W/ HEAVY CREAM"	13210300
202339	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Snowpea (pea pod), cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"	75231020
202352	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Wheat, cream of, cooked, quick, fat not added in cooking W/ MILK"	56207020
202358	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Squash, summer, and onions, cooked, fat added in cooking W/ BUTTER, NFS"	75316020
202364	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turnip greens, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	72128220
202388	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Okra, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"	75220021
202394	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"White potato, scalloped W/O FAT"	71305010
202409	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Squash, summer, yellow or green, breaded or battered, fried W/ MARGARINE, NFS"	75418010
202485	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, fortified, NS as to flavor, made with milk W/ SKIM MILK"	11527000
202531	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, cooked, from fresh, NS as to color, fat added in cooking W/ BUTTER, NFS"	75216021
202532	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Custard W/ SKIM MILK"	13210300
202533	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, unfortified, NS as to flavor, made with milk W/ WHOLE MILK"	11520000
202600	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, cooked, from canned, NS as to color, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75204983
202637	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Lima beans, dry, cooked, fat added in cooking W/ MARGARINE, NFS"	41103010
202644	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, cooked, from fresh, NS as to color, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75204981
202648	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat added in cooking W/ BUTTER, NFS"	75223023
202663	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, fortified, chocolate, made with milk W/ 1% MILK"	11526000
202672	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"White beans, dry, cooked, fat added in cooking W/ MARGARINE, NFS"	41101110
202743	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, scalloped or pudding W/ BUTTER, NFS"	75411010
202769	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Custard, Puerto Rican style (Flan) W/ WHOLE MILK"	13210350
202778	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turnip greens, cooked, from canned, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	72128223
202781	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carrots, cooked, from fresh, glazed  W/ BUTTER, NFS"	73102241
202783	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Broccoli, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	72201222
202807	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Spinach, cooked, from canned, fat added in cooking W/ BUTTER, NFS"	72125223
202812	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Celery, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75215020
202835	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas and onions, cooked, fat added in cooking W/ BUTTER, NFS"	75315120
202867	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flavored rice and pasta mixture W/O FAT"	58163380
202875	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flavored rice, brown and wild W/O FAT"	58163360
202913	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turnip greens, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	72128222
202938	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Onion, young green, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"	75221061
202978	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk shake, homemade or fountain-type, flavors other than chocolate W/ SKIM MILK"	11541120
202997	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice with beans W/O FAT"	58160110
202999	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, tapioca, made from home recipe, made with milk W/ WHOLE MILK"	13210500
203000	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cactus, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75213120
203013	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Brussels sprouts, cooked, from frozen, fat added in cooking W/ BUTTER, NFS"	75209022
203014	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carrots, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	73102222
203023	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flavored rice mixture W/O FAT"	58163310
203030	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Plantain, fried, NS as to green or ripe W/ MARGARINE, NFS"	71900200
203049	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Stewed potatoes with tomatoes W/O FAT"	71704000
203108	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Coffee, latte W/ 2% MILK"	92101900
203117	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75223022
203161	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sweetpotato, canned in syrup, with fat added in cooking W/ BUTTER, NFS"	73407030
203185	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Kale, cooked, from fresh, fat added in cooking  W/ BUTTER, NFS"	72119221
203257	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Onion, young green, cooked, from fresh, fat added in cooking W/ VEGETABLE SHORTENING"	75221061
203258	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Spinach, cooked, from frozen, fat added in cooking W/ VEGETABLE SHORTENING"	72125222
203262	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish with tomato-based sauce (mixture) W/O FAT"	27150310
203283	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas, green, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"	75224031
203294	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice with beans W/ BUTTER, NFS"	58160110
203319	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Okra, cooked, from frozen, fat added in cooking W/ BUTTER, NFS"	75220022
203351	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cabbage, green, cooked, fat added in cooking W/ VEGETABLE SHORTENING"	75211030
203369	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, cooked, NS as to form, NS as to color, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75204980
203374	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carrots, cooked, from canned, glazed W/O FAT"	73102243
203407	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cauliflower, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75214021
203436	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Ratatouille W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75316050
203488	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Okra, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"	75220020
203489	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carrots, cooked, from fresh, glazed W/O FAT"	73102241
203491	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas, green, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75224032
203505	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cauliflower, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"	75214020
203537	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, chocolate, prepared from dry mix, milk added W/ HALF AND HALF CREAM"	13220120
203619	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, green string, with onions, fat added in cooking W/ BUTTER, NFS"	75302210
203626	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Green or yellow split peas, dry, cooked, fat added in cooking W/ MARGARINE, NFS"	41303010
203651	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, tapioca, made from home recipe, made with milk W/ SKIM MILK"	13210500
203756	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, yellow, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75216120
203761	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Fish with tomato-based sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	27150310
203965	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mung beans, fat added in cooking W/ BUTTER, NFS"	41108010
203988	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture) W/ BUTTER, NFS"	27450410
204009	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cafe con leche prepared with sugar W/ 2% MILK"	11561010
204020	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture) W/ MARGARINE, NFS"	27450410
204047	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Okra, batter-dipped, fried W/ MARGARINE, NFS"	75414500
204076	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice beverage, Mexican, (Horchata) W/ WHOLE MILK"	92611510
204103	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chicken or turkey and rice, no sauce (mixture) W/ BUTTER, NFS"	27243000
204188	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turnip greens, cooked, from canned, fat added in cooking W/ BUTTER, NFS"	72128223
204189	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mustard greens, cooked, from canned, fat added in cooking W/ BUTTER, NFS"	72122223
204265	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Rice beverage, Mexican, (Horchata) W/ MILK"	92611510
204270	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Refried beans W/ MARGARINE, NFS"	41205010
204421	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking W/ BUTTER, NFS"	75311023
204467	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Broccoli casserole (broccoli, noodles, and cream sauce) W/ BUTTER, NFS"	72202010
204503	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Refried beans W/ BUTTER, NFS"	41205010
204518	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pudding, tapioca, made from dry mix, made with milk W/ LIGHT CREAM"	13210520
204521	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pepper steak W/ BUTTER, NFS"	27416150
204522	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, yellow, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75216122
204525	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Stewed potatoes with tomatoes W/ BUTTER, NFS"	71704000
204569	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, yellow and white, cooked, from fresh, fat added in cooking W/ BUTTER, NFS"	75216181
204588	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk fruit drink W/ WHOLE MILK"	11551050
204620	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cassava (yuca blanca), cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	71930120
204650	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, cooked, from fresh, NS as to color, fat added in cooking W/ BUTTER, NFS"	75204981
204660	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Salmon cake or patty W/ BUTTER, NFS"	27250070
204665	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Crab cake W/O FAT"	27250040
204723	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beef and noodles, no sauce (mixture) W/ BUTTER, NFS"	27212000
204789	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, green, and potatoes, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75302510
204791	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chicken or turkey with cream sauce (mixture) W/ BUTTER, NFS"	27143000
204859	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Flavored rice mixture with cheese W/O FAT"	58163330
204911	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sweetpotato, casserole or mashed W/ BUTTER, NFS"	73409000
204919	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mushrooms, cooked, from canned, fat added in cooking W/ BUTTER, NFS"	75219023
204949	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Squash, winter type, baked, fat added in cooking, no sugar added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	73303020
204956	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture) W/O FAT"	27420400
204964	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75311022
204982	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chicken or turkey, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture) W/ BUTTER, NFS"	27345450
204986	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Chickpeas, dry, cooked, fat added in cooking W/ BUTTER, NFS"	41302010
205016	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	27320040
205042	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Cabbage, green, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75211030
205043	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, green, cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75205033
205047	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carrots, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	73102221
205050	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Carrots, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	73102222
205057	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sauerkraut, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75230020
205060	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Collards, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	72107221
205076	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Tomato and onion, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	74504120
205079	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turnip greens, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	72128220
205085	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk, malted, unfortified, natural flavor, made with milk W/ WHOLE MILK"	11522000
205086	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, white, cooked, from canned, fat added in cooking W/ BUTTER, NFS"	75216223
205105	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75223021
205111	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Green peppers and onions, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75307000
205125	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75317010
205129	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, green, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75205031
205130	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, green, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75205030
205132	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mushrooms, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75219021
205133	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Parsnips, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75222020
205139	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Onions, mature, cooked or sauteed, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75221021
205150	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Peppers, green, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75226020
205157	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Milk shake, homemade or fountain-type, chocolate W/ 1% MILK"	11541110
205160	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Turnip, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75234021
205177	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, green, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75205032
205192	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Grits, cooked, corn or hominy, regular, fat added in cooking W/ MILK"	56201020
205193	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Spinach, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	72125222
205197	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Beans, string, green, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS"	75205030
205200	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn with peppers, red or green, cooked, fat added in cooking W/ BUTTER, NFS"	75303020
205237	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Crab cake W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	27250040
205238	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Corn, cooked, from frozen, NS as to color, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)"	75216022
205239	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Mustard greens, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	72122221
205251	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Sausage, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce W/O FAT"	27320080
205254	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Broccoli, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	72201222
205255	"01/01/11 00:00:00"	"12/31/12 00:00:00"	"Celery, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS"	75215020
