FoodCode	ModCode	Main.food.description
75234022	0	Turnips, frozen, cooked (with salt and fat)
75234023	0	Turnips, canned, cooked (with fat added)
75235000	0	Water chestnut
75235750	0	Winter melon, cooked (with salt, no fat added) 
75236000	0	Yeast
75236500	0	Yeast extract spread (vegemite, marmite)
75299900	900000	Cabbage, Chinese (Won Bok, Pe-tsai), cooked (no salt or fat added)
75299900	900000	Napa Cabbage, cooked (no salt or fat added)
75299999	0	Napa Cabbage, raw
75299999	0	Cabbage, Chinese (Won Bok, Pe-tsai), raw
75301110	0	Succotash (lima beans and corn), cooked (with salt, no fat added) 
75301120	0	Succotash (lima beans and corn), cooked (with salt and margarine)
75301120	101241	Succotash (lima beans and corn), cooked (with salt and butter)
75301120	205850	Succotash (lima beans and corn), cooked (with salt and vegetable oil)
75302010	0	String beans, with tomatoes, cooked (with salt, no fat added)
75302010	0	Green beans, with tomatoes, cooked (with salt, no fat added)
75302020	0	Green beans, with onions, cooked (with salt, no fat added)
75302020	0	String beans, with onions, cooked (with salt, no fat added)
75302030	0	String beans, with chickpeas, cooked (with salt, no fat added)
75302030	0	Green beans, with chickpeas, cooked (with salt, no fat added)
75302040	0	String beans, with almonds, cooked (with salt, no fat added)
75302040	0	Green beans, with almonds, cooked (with salt, no fat added)
75302045	0	Green beans, with almonds, cooked (with salt and margarine)
75302045	0	String beans, with almonds, cooked (with salt and margarine)
75302050	0	Green beans, and potatoes, cooked (with salt, no fat added)
75302050	0	String beans, and potatoes, cooked (with salt, no fat added)
75302060	0	String beans, with pinto beans, cooked (with salt, no fat added)
75302060	0	Green beans, with pinto beans, cooked (with salt, no fat added)
75302080	0	Bean salad, yellow or green string beans
75302210	0	Green beans, with onions, cooked (with salt and fat)
75302210	0	String beans, with onions, cooked(with salt and fat)
75302510	0	String beans, and potatoes, cooked (with salt and fat)
75302510	0	Green beans, and potatoes, cooked (with salt and fat)
75303010	0	Corn with peppers (Mexicorn), cooked (with salt, no fat added)
75303020	0	Corn with peppers (Mexicorn), cooked (with salt and fat)
75307000	0	Green peppers and onions, cooked (with salt and margarine)
75307000	100955	Green peppers and onions, cooked (with salt and vegetable oil)  
75307000	101226	Green peppers and onions, cooked (with salt and butter)         
75307000	205592	Green peppers and onions, cooked (with salt, no fat added) 
75311012	0	Mixed vegetables (corn, lima beans, peas, green beans, carrots), frozen, cooked (with salt, no fat added) 
75311012	900000	Mixed vegetables (corn, lima beans, peas, green beans, carrots), frozen, cooked (no salt or fat added) 
75311013	0	Mixed vegetables (corn, lima beans, peas, green beans, carrots), canned, cooked without fat
75311022	0	Mixed vegetables (corn, lima beans, peas, green beans, carrots), frozen, cooked (with salt and margarine) 
75311022	100619	Mixed vegetables (corn, lima beans, peas, green beans, carrots), frozen, cooked (with salt and butter)
75311022	204964	Mixed vegetables (corn, lima beans, peas, green beans, carrots), frozen, cooked (with salt and vegetable oil) 
75311023	0	Mixed vegetables (corn, lima beans, peas, green beans, carrots), canned, cooked with margarine
75311023	204421	Mixed vegetables (corn, lima beans, peas, green beans, carrots), canned, cooked with butter
75311023	206211	Mixed vegetables (corn, lima beans, peas, green beans, carrots), canned, cooked with vegetable oil 
75311110	0	Mixed vegetables (corn, lima beans, peas, green beans, carrots), canned, low sodium, cooked without fat
75311120	0	Mixed vegetables (corn, lima beans, peas, green beans, carrots), canned, low sodium, cooked with margarine
75311120	206134	Mixed vegetables (corn, lima beans, peas, green beans, carrots), canned, low sodium, cooked with vegetable oil 
75315110	0	Peas and onions, cooked (with salt, no fat added) 
75315120	0	Peas and onions, cooked (with salt and margarine) 
75315120	202132	Peas and onions, cooked (with salt and vegetable oil)
75315120	202835	Peas and onions, cooked (with salt and butter)
75315210	0	Peas and mushrooms, cooked (with salt, no fat added) 
75315215	0	Peas and mushrooms, cooked (with salt and margarine) 
75316000	0	Squash, yellow, with onions (with salt, no fat added)
75316020	0	Squash, yellow, with onions (with salt and fat)
75316050	0	Ratatouille, cooked with olive oil 
75316050	203436	Ratatouille, cooked with vegetable oil 
75316050	206095	Ratatouille, cooked without fat
75317010	0	Vegetables, stew type (potatoes, carrots, onions, celery), cooked with fat
75317010	101288	Vegetables, stew type, (potatoes, carrots, onions, celery), cooked with vegetable oil
75317010	206766	Vegetables, stew type, (potatoes, carrots, onions, celery), cooked with butter
75317020	0	Vegetables, stew type, (potatoes, carrots, onions, celery), cooked without fat
75340010	0	Vegetable blends (medley), Asian style, cooked without fat
75340020	0	Vegetable blends (medley), Asian style, cooked with margarine
75340020	200421	Vegetable blends (medley), Asian style, cooked with vegetable oil
75340110	0	Vegetable blends (medley), cooked without fat
75340120	0	Vegetable blends (medley), cooked with margarine
75340120	200695	Vegetable blends (medley), cooked with butter
75340120	201702	Vegetable blends (medley), cooked with vegetable oil 
75340160	0	Vegetable-pasta combo, with cream or cheese sauce, cooked with margarine
75340160	206975	Vegetable-pasta combo, with cream or cheese sauce, cooked with butter
75340160	207000	Vegetable-pasta combo, with cream or cheese sauce, cooked without fat
75340200	0	Jai, Monk's Food (mushrooms, lily roots, bean curd, water chestnuts)
75340300	0	Pinacbet (eggplant with tomatoes, bitter melon, etc.)
75365000	0	Vegetable mixture, dried
75400500	0	Artichokes, stuffed
75401011	0	Asparagus, fresh, creamed or with cheese sauce
75401012	0	Asparagus, frozen, creamed or with cheese sauce
75401013	0	Asparagus, canned, creamed or with cheese sauce
75402011	0	Lima beans, fresh, creamed or with cheese sauce
75402012	0	Lima beans, frozen, creamed or with cheese sauce
75402013	0	Lima beans, canned, creamed or with cheese sauce
75402021	0	Lima beans, fresh, with mushroom sauce
75402022	0	Lima beans, frozen, with mushroom sauce
75402023	0	Lima beans, canned, with mushroom sauce
75403011	0	Beans, green (string), fresh, creamed or with cheese sauce
75403011	0	Green beans, fresh, creamed or with cheese sauce
75403011	0	String beans, fresh, creamed or with cheese sauce
75403012	0	String beans, frozen, creamed or with cheese sauce
75403012	0	Green beans, frozen, creamed or with cheese sauce
75403013	0	Green beans, canned, creamed or with cheese sauce
75403013	0	String beans, canned, creamed or with cheese sauce
75403021	0	String beans, fresh, cooked with mushroom sauce
75403021	0	Green beans, fresh, cooked with mushroom sauce
75403022	0	Green beans, frozen, cooked with mushroom sauce
75403022	0	String beans, frozen, cooked with mushroom sauce
75403023	0	String beans, canned, cooked with mushroom sauce
75403023	0	Green beans, canned, cooked with mushroom sauce
75403200	0	Green beans, cooked, Szechuan-style, with vegetable oil
75403200	0	String beans, cooked, Szechuan-style, with vegetable oil
75404011	0	String beans, yellow, fresh, creamed or with cheese sauce
75404012	0	String beans, yellow, frozen, creamed or with cheese sauce
75404013	0	String beans, yellow, canned, creamed or with cheese sauce
75405010	0	Beets with Harvard sauce
75405010	206390	Beets with Harvard sauce (no fat added) 
75406011	0	Brussels sprouts, from fresh, creamed
75406012	0	Brussels sprouts, from frozen, creamed
75407010	0	Cabbage, creamed
75409011	0	Cauliflower, creamed
75409012	0	Cauliflower, frozen, creamed
75409013	0	Cauliflower, canned, creamed
75409020	101356	Cauliflower, batter-dipped, fried with vegetable oil
75410010	0	Celery, creamed
75410500	0	Chiles rellenos, cheese-filled (stuffed chili peppers)
75410530	0	Chiles rellenos, filled with meat and cheese (stuffed chili peppers)
75410550	0	Jalapeno pepper, stuffed with cheese, breaded or battered, fried
75411010	0	Corn, scalloped or pudding
75411020	0	Corn fritter
75411031	0	Corn, cooked, with cream sauce made with milk
75412010	0	Eggplant, batter-dipped, fried
75412030	0	Eggplant dip
75412060	0	Eggplant parmesan casserole
75412070	0	Eggplant, with cheese and tomato sauce
75413010	0	Kohlrabi, creamed
75414011	0	Mushrooms, creamed
75414012	0	Mushrooms, frozen, creamed
75414013	0	Mushrooms, canned, creamed
75414020	0	Mushrooms, stuffed
75414030	207073	Mushrooms, batter-dipped, fried in vegetable oil
75414500	206972	Okra, batter-dipped, fried in vegetable oil
75415011	0	Onions, creamed
75415011	0	Onion, creamed
75415021	0	Onion rings, fresh, batter-dipped, baked or fried
75415022	0	Onion rings, frozen, batter-dipped, baked or fried
75416010	0	Parsnips, creamed
75416500	0	Pea salad, with mayonnaise
75416500	202865	Pea salad, with fat free mayonnaise-type dressing (Miracle Whip Free)
75416500	207206	Pea salad, with mayonnaise-type dressing (Miracle Whip)
75416600	0	Pea salad, with mayonnaise and cheese
75417011	0	Peas, fresh, creamed
75417012	0	Peas, frozen, creamed
75417013	0	Peas, canned, creamed
75418000	0	Squash, yellow, breaded or battered, baked
75418000	0	Zucchini, breaded or battered, baked
75418010	0	Zucchini, breaded or battered, fried
75418010	0	Squash, yellow, breaded or battered, fried
75418020	0	Squash, yellow, casserole with tomato and cheese
75418020	0	Zucchini, casserole with tomato and cheese
75418030	0	Zucchini, with rice and tomato sauce
75418030	0	Squash, yellow, with rice and tomato sauce
75418040	0	Squash, yellow, casserole, with cheese sauce
75418040	0	Zucchini, casserole, with cheese sauce
75418051	0	Zucchini, fresh, creamed
75418051	0	Squash, yellow, fresh, creamed
75418052	0	Squash, yellow, frozen, creamed
75418052	0	Zucchini, frozen, creamed
75418053	0	Zucchini, canned, creamed
75418053	0	Squash, yellow, canned, creamed
75418060	0	Squash, yellow, souffle
75418060	0	Zucchini, souffle
75418101	0	Turnips, creamed
75418101	0	Turnip, creamed
75418102	0	Turnips, frozen, creamed
75418103	0	Turnips, canned, creamed
75418220	0	Christophine (chayote), creamed, Puerto Rican style
75439010	0	Vegetable stew without meat
75439500	0	Chop suey, meatless, no noodles
75440100	0	Vegetable blends (medley), cooked with soy-based sauce
75440170	0	Vegetable sticks, breaded, fried 
75440200	0	Vegetable tempura, fried in partially hydrogenated vegetable oil 
75440400	0	Pakoras (Indian vegetable and chickpea fritters)
75440500	0	Vegetable blends (medley), cooked with cheese sauce
75440600	0	Vegetable curry
75450500	0	Vegetable blends (medley), cooked with cream sauce
75460700	0	Vegetable blends (medley) with pasta
75460800	0	Vegetable blends (medley) with pasta and butter sauce
75460900	0	Vegetable chow mein (chop suey), with chow mein noodles
75500110	0	Beans, string (green), pickled
75500210	0	Beets, pickled
75500510	0	Celery, pickled
75501010	0	Corn relish
75502010	0	Cauliflower, pickled
75502500	0	Cabbage, fresh, pickled, Japanese style
75502510	0	Cabbage, red, pickled
75502520	0	Cabbage, Kimchi (Kim Chee) style
75502550	0	Cabbage, mustard, salted
75503010	0	Pickle, dill
75503010	0	Pickles, dill
75503020	0	Pickle, relish
75503020	0	Pickles, relish
75503030	0	Pickles, sour
75503030	0	Pickle, sour
75503040	0	Pickle, sweet
75503040	0	Pickles, sweet
75503080	0	Eggplant, pickled
75503090	0	Horseradish
75503100	0	Mustard pickles
75503110	0	Pickle, dill, reduced salt
75503110	0	Pickles, dill, reduced salt
75503140	0	Pickle, sweet, reduced salt
75503140	0	Pickles, sweet, reduced salt
75505000	0	Mushrooms, pickled
75506010	0	Mustard
75506100	0	Mustard sauce
75507000	0	Okra, pickled
75510010	0	Olives, green
75510020	0	Olives, black
75510030	0	Olives, green, stuffed
75511010	0	Hot pepper sauce
75511020	0	Peppers, pickled
75511040	0	Peppers, hot, pickled
75511200	0	Pickles, mixed
75511200	0	Pickle, mixed
75512010	0	Radishes, pickled, Hawaiian style
75512010	0	Radish, pickled, Hawaiian style
75513010	0	Seaweed, pickled
75515000	0	Vegetables, pickled, Hawaiian style
75515010	0	Vegetable relish
75515100	0	Vegetables, pickled
75534030	0	Turnip, pickled
75534030	0	Turnips, pickled
75534500	0	Tsukemono, Japanese pickles
75535000	0	Zucchini, pickled
75601010	0	Cream of asparagus soup, prepared with milk
75601020	0	Cream of asparagus soup, prepared with water
75601100	0	Beet soup (borscht)
75601200	0	Cabbage soup
75601210	0	Cabbage soup, with pork
75602010	0	Cream of cauliflower soup, prepared with milk
75603010	0	Cream of celery soup, prepared with milk
75603020	0	Cream of celery soup, prepared with water
75603030	0	Cream of celery soup, canned, condensed
75604010	0	Cream of corn soup, prepared with milk
75604020	0	Cream of corn soup, prepared with water
75604600	0	Gazpacho
75605010	0	Leek soup, cream of, prepared with milk
75607010	0	Cream of mushroom soup, prepared with milk
75607020	0	Cream of mushroom soup, prepared with water
75607030	0	Cream of mushroom soup, canned, condensed
75607040	0	Mushroom soup, with meat broth, prepared with water
75607050	0	Cream of mushroom soup, low sodium, prepared with water
75607080	0	Cream of chicken and mushroom soup, prepared with milk
75607100	0	Cream of mushroom soup, canned, reduced sodium, prepared with milk
75607130	0	Mushroom soup, made from dry mix
75607140	0	Cream of mushroom soup, canned, reduced sodium, prepared with water
75607150	0	Cream of mushroom soup, canned, reduced sodium, condensed
75608010	0	Onion soup, cream of, prepared with milk
75608100	0	Onion soup, French
75608200	0	Onion soup, made from dry mix
75608300	0	Onion soup mix, dry
75609010	0	Pea soup, prepared with milk
75609020	0	Pea soup, prepared with water
75609050	0	Pea soup, canned, low sodium, prepared with water
75611010	0	Vegetable soup, cream of, prepared with milk
75612010	0	Zucchini soup, cream of, prepared with milk
75646010	0	Shav soup
75647000	0	Seaweed soup
75649010	0	Vegetable soup, prepared with water or ready-to-serve
75649030	0	Vegetable soup, canned, low sodium, prepared with water or ready-to-serve
75649050	0	Vegetable soup, made from dry mix
75649060	0	Vegetable soup mix, dry
75649070	0	Vegetable soup, made from dry mix, low sodium
75649100	0	Vegetable soup, cream of, made from dry mix, low sodium, prepared with water
75649110	0	Vegetable soup, home recipe
75649150	0	Vegetable noodle soup, home recipe
75650990	0	Minestrone soup, canned, reduced sodium, ready-to-serve
75651000	0	Minestrone soup, home recipe
75651010	0	Vegetable bean soup, prepared with water or ready-to-serve
75651020	0	Vegetable beef soup, prepared with water
75651030	0	Vegetable beef noodle soup, prepared with water
75651040	0	Vegetable noodle soup, prepared with water
75651050	0	Vegetable chicken or turkey soup, prepared with water or ready-to-serve
75651070	0	Vegetable rice soup, prepared with water
75651080	0	Vegetable beef soup with rice, prepared with water or ready-to-serve
75651090	0	Vegetable chicken soup, canned, low sodium, prepared with water
75651110	0	Vegetable chicken rice soup, prepared with water or ready-to-serve
75651120	0	Vegetable chicken noodle soup, prepared with water or ready-to-serve
75651140	0	Vegetable soup with chicken broth, Mexican style 
75651150	0	Vegetable noodle soup, canned, reduced sodium, prepared with water or ready-to-serve
75652010	0	Vegetable beef soup, home recipe
75652030	0	Vegetable beef soup, prepared with milk
75652040	0	Vegetable beef soup with noodles or pasta, home recipe
75652050	0	Vegetable beef soup with rice, home recipe
75654010	0	Vegetarian vegetable soup, prepared with water
75656020	0	Vegetable soup, chunky style
75656040	0	Vegetable soup, with pasta, chunky style
75656060	0	Vegetable beef soup, chunky style
75657000	0	Broth, vegetable
77316600	0	Eggplant and meat casserole (Moussaka)
78101000	0	Vegetable and fruit juice blend, 100% juice (V8 fusion)
79999901	0	Cardamom
79999902	0	Lemongrass
79999903	0	Nutmeg
79999904	0	Onion powder
79999905	0	Oregano
79999906	0	Paprika
79999907	0	Rosemary, fresh
79999908	0	Rosemary, dried
79999909	0	Saffron
79999910	0	Pumpkin pie spice 
79999911	0	Garlic salt
79999911	0	Salt, garlic
79999990	0	Marjoram
79999991	0	Pepper, red (cayenne)
79999991	0	Red pepper, flakes or crushed
79999992	0	Curry powder
79999993	0	Garlic powder
79999994	0	Cinnamon
79999995	0	Ginger, raw
79999996	0	Ginger, ground
79999997	0	Basil, fresh
79999998	0	Basil, dried
79999999	0	Bay leaf
81101000	0	Butter, stick, salted
81101010	0	Butter, tub, whipped, salted
81101020	0	Butter, stick, whipped, salted
81101100	0	Butter, stick, unsalted
81101110	0	Butter, tub, whipped, unsalted
81101120	0	Butter, stick, whipped, unsalted
81101500	0	Light butter, stick, salted
81101510	0	Light butter, stick, unsalted
81101520	0	Light butter, tub, whipped, salted
81102010	0	Margarine, stick, salted
81102020	0	Margarine, tub, salted
81103020	0	Margarine, tub, whipped, salted
81103030	0	Margarine, stick, unsalted
81103040	0	Margarine-like spread, stick, salted
81103041	0	Margarine-like spread, stick, made with yogurt, salted
81103060	0	Margarine, tub, unsalted
81103070	0	Margarine, tub, whipped, unsalted
81103080	0	Margarine-like spread, tub, salted
81103090	0	Margarine-like spread, liquid, squeeze bottle or spray
81103100	0	Margarine-like spread, stick, unsalted
81103120	0	Margarine-like spread, tub, unsalted
81103130	0	Margarine-like spread, tub, whipped, salted
81103140	0	Margarine-like spread, tub, sweetened
81104010	0	Margarine-like spread, tub, light, 50 calories per Tbsp, salted
81104011	0	Margarine-like spread, tub, light, made with yogurt, salted
81104020	0	Margarine-like spread, stick, light salted
81104050	0	Margarine-like spread, tub, light, 30 calories per Tbsp, salted
81104070	0	Margarine-like spread, tub, light, 30 calories per Tbsp, unsalted
81104100	0	Margarine-like spread, tub, fat-free, salted
81104110	0	Margarine-like spread, liquid, squeeze bottle or spray, fat free
81104500	0	Butter and oil spread, stick, salted
81104510	0	Butter and oil spread, tub, salted
81104550	0	Butter and oil spread, stick, light, salted
81104560	0	Butter and oil spread, tub, light, salted
81105010	0	Butter and margarine blend, stick, salted
81105020	0	Butter and margarine blend, tub, salted
81105500	0	Butter and vegetable oil blend
81106010	0	Butter buds powder, fat-free 
81201000	0	Pork fat or drippings
81202000	0	Lard
81203100	0	Shortening, vegetable
81203200	0	Shortening, animal
81204000	0	Ghee, clarified butter
81301000	0	Garlic sauce
81301020	0	Lemon-butter sauce
81302010	0	Hollandaise sauce
81302020	0	Bernaise sauce
81302050	0	Tartar sauce
81302060	0	Horseradish sauce
81302070	0	Pesto sauce
81312000	0	Tartar sauce, reduced fat
81322000	0	Honey butter
81330210	0	Adobo criollo
81330210	0	Adobo fresco
82101000	0	Oil, vegetable
82101300	0	Oil, almond
82101500	0	Oil, coconut
82102000	0	Oil, corn
82102500	0	Corn and canola oil blend
82103000	0	Oil, cottonseed
82103500	0	Oil, flax seed
82103500	0	Oil, flaxseed
82104000	0	Oil, olive
82105000	0	Oil, peanut
82105500	0	Oil, canola
82105750	0	Canola and soybean oil blend
82105800	0	Canola, soybean and sunflower oil blend
82106000	0	Oil, safflower
82107000	0	Oil, sesame
82108000	0	Oil, soybean
82108250	0	Soybean and sunflower oil blend
82108500	0	Oil, sunflower
82108700	0	Oil, walnut
82109000	0	Oil, wheat germ
82199998	0	Nonstick cooking spray (PAM)
82199999	0	Grapeseed oil
83101000	0	Salad dressing, blue cheese 
83101500	0	Salad dressing, hot bacon
83101600	0	Salad dressing, tomato bacon 
83102000	0	Salad dressing, caesar 
83103000	0	Coleslaw dressing
83103500	0	Salad dressing, feta cheese 
83104000	0	Salad dressing, french 
83105000	0	Fruit salad dressing, made with fruit juice and cream
83105000	0	Fruit dressing, made with fruit juice and cream
83105100	0	Fruit dressing, made with honey, oil, and water
83105100	0	Fruit salad dressing, made with honey, oil, and water
83105500	0	Salad dressing, honey mustard
83106000	0	Salad dressing, italian
83106000	0	Salad dressing, vinaigrette
83107000	0	Salad dressing, mayo, regular
83107000	0	Salad dressing, Mayonnaise, regular
83107000	0	Mayo, regular
83107000	0	Mayonnaise, regular
83107100	0	Mayonnaise, made with yogurt (Yogannaise)
83107100	0	Mayo, made with yogurt (Yogannaise)
83107100	0	Salad dressing, Mayonnaise, made with yogurt (Yogannaise)
83107100	0	Salad dressing, mayo, made with yogurt (Yogannaise)
83107200	0	Salad dressing, mayo, made with tofu (Nayonaise)
83107200	0	Salad dressing, Mayonnaise, made with tofu (Nayonaise)
83107200	0	Mayo, made with tofu (Nayonaise)
83107200	0	Mayonnaise, made with tofu (Nayonaise)
83108000	0	Mayonnaise, imitation
83108000	0	Mayo, imitation
83108000	0	Salad dressing, Mayonnaise, imitation
83108000	0	Salad dressing, mayo, imitation
83109000	0	Salad dressing, russian
83110000	0	Salad dressing, Mayonnaise type (Miracle Whip)
83110000	0	Salad dressing, mayo type (Miracle Whip)
83110000	0	Mayo type salad dressing (Miracle Whip)
83110000	0	Mayonnaise type salad dressing (Miracle Whip)
83112000	0	Salad dressing, green goddess
83112500	0	Salad dressing, ranch
83112950	0	Salad dressing, poppy seed
83112960	0	Salad dressing, peppercorn
83112980	0	Salad dressing, celery seed
83112990	0	Salad dressing, sesame
83113000	0	Salad dressing, sweet and sour
83114000	0	Salad dressing, thousand island
83115000	0	Fruit salad dressing, made with yogurt
83201000	0	Salad dressing, blue cheese, low fat
83201400	0	Coleslaw dressing, light
83202020	0	Salad dressing, french, low fat
83203000	0	Salad dressing, caesar, low fat
83203250	0	Salad dressing, mayo type, fat-free (Miracle whip free)
83203250	0	Salad dressing, Mayonnaise type, fat-free (Miracle whip free)
83203250	0	Mayonnaise type salad dressing, fat-free (Miracle whip free)
83203250	0	Mayo type salad dressing, fat-free (Miracle whip free)
83204000	0	Mayo, low-calorie or diet (Light Mayonnaise)
83204000	0	Mayonnaise, low-calorie or diet (Light Mayonnaise)
83204000	0	Salad dressing, Mayonnaise, low-calorie or diet (Light Mayonnaise)
83204000	0	Salad dressing, mayo, low-calorie or diet (Light Mayonnaise)
83204030	0	Mayonnaise, reduced fat, with olive oil
83204030	0	Mayo, reduced fat, with olive oil
83204040	0	Mayonnaise, reduced fat
83204040	0	Mayo, reduced fat
83204050	0	Salad dressing, Mayo type, low-calorie or diet (Miracle whip light)
83204050	0	Salad dressing, Mayonnaise type, low-calorie or diet (Miracle whip light)
83204050	0	Mayo type salad dressing, low-calorie or diet (Miracle whip light)
83204050	0	Mayonnaise type salad dressing, low-calorie or diet (Miracle whip light)
83204060	0	Mayonnaise, low fat
83204500	0	Salad dressing, honey mustard, low fat
83205450	0	Salad dressing, italian, low fat
83206000	0	Salad dressing, russian, low fat
83206500	0	Salad dressing, sesame, low fat
83207000	0	Salad dressing, thousand island, low fat
83210100	0	Salad dressing, ranch, low fat
83300100	0	Salad dressing, blue cheese, fat free
83300200	0	Salad dressing, caesar, fat free
83300300	0	Salad dressing, ranch, fat free
83300400	0	Salad dressing, french, fat free
83300500	0	Salad dressing, honey mustard, fat free
83300600	0	Salad dressing, italian, fat free
83300700	0	Mayonnaise, fat free
83300700	0	Mayo, fat free
83300800	0	Salad dressing, russian, fat free
83301000	0	Salad dressing, thousand island, fat free
91101010	0	Sugar, white, granulated or lump
91101020	0	Sugar, powdered (confectioners)
91102010	0	Sugar, brown
91103010	0	Sugar, maple
91104100	0	Sugar, cinnamon
91104200	0	Sugar, raw
91107000	0	Sugar substitute, sucralose-based sweetener (Splenda)
91108000	0	Sugar substitute, herbal extract sweetener, powder (Stevia)
91108010	0	Sugar substitute, herbal extract sweetener, liquid (Stevia liquid)
91109000	0	Agave syrup
91200020	0	Sugar substitute, saccharin-based, dry powder (Sugar Twin)
91200030	0	Sugar substitute, saccharin-based brown sugar, dry powder (Sugar Twin)
91200040	0	Sugar substitute, saccharin-based, dry powder (Sweet n' Low)
91200110	0	Sugar substitute, saccharin-based, liquid (Superose)
91201010	0	Sugar substitute, aspartame-based, dry powder (Equal)
91301020	0	Syrup, pancake (Karo pancake syrup, Aunt Jemimah, Hungry Jack)
91301030	0	Corn syrup, light or dark
91301040	0	Syrup, pancake, buttered blends (Mrs. Butterworth, Log Cabin with butter)
91301050	0	Fruit syrup (strawberry)
91301060	0	Maple syrup (100% maple)
91301080	0	Chocolate syrup, thin
91301081	0	Chocolate syrup, thin, light
91301082	0	Chocolate syrup, thin, sugar free
91301090	0	Sorghum syrup
91301100	0	Sugar and water syrup, (simple syrup)
91301130	0	Fruit flavored syrup (Hershey's Strawberry Syrup, Nestle's Strawberry Syrup)
91301200	0	Simple syrup (sugar and water syrup)
91301250	0	Syrup, pancake, maple flavored (Log Cabin, Original Aunt Jemimah)
91301510	0	Syrup, pancake, reduced calorie (Lite syrup)
91302010	0	Honey
91303000	0	Molasses
91303750	0	Chocolate gravy
91304010	0	Caramel syrup
91304010	0	Butterscotch syrup
91304020	0	Chocolate syrup, thick (hot fudge topping)
91304030	0	Fruit syrup (strawberry or pineapple ice cream topping)
91304040	0	Marshmallow creme (marshmallow fluff) 
91304050	0	Hard sauce
91304060	0	Wet nuts (nuts in syrup)
91304070	0	Peanut butter syrup (ice cream topping)
91304090	0	Chocolate flavored hazelnut spread (Nutella)
91304300	0	Topping, chocolate, hard coating (Magic Shell topping)
91305010	0	Icing, chocolate
91305010	0	Frosting, chocolate
91305020	0	Frosting, white
91305020	0	Icing, white
91351010	0	Syrup, dietetic, sugar free (Estee breakfast syrup)
91361010	0	Sweet and sour sauce
91361020	0	Fruit sauce
91361040	0	Dessert sauce, rum
91361040	0	Dessert sauce, vanilla
91361050	0	Duck sauce
91361070	0	Plum sauce, Asian-style
91401000	0	Jelly, all flavors
91402000	0	Jam, preserves, all flavors
91403000	0	Apple butter
91404000	0	Marmalade, all flavors
91405000	0	Jelly, sweetened with artificial sweetener
91405500	0	Jelly, reduced sugar, all flavors
91406000	0	Jams, preserves, marmalades, sweetened with artificial sweetener
91406500	0	Jams, preserves, marmalades, sweetened with fruit juice (Spreadable Fruits)
91406600	0	Jams, preserves, marmalades, low sugar (all flavors)
91407100	0	Guava paste
91407120	0	Sweet potato paste (dulce de calabaza)
91407150	0	Bean paste, sweetened
91500200	0	Jello (gelatin) powder, sweetened, dry
91501010	0	Jello (gelatin) dessert
91501015	0	Jello (gelatin) snacks
91501020	0	Jello (gelatin) dessert, with fruit
91501030	0	Jello (gelatin) dessert, with whipped cream
91501040	0	Jello (gelatin) dessert, with fruit and whipped cream
91501050	0	Jello (gelatin) dessert, with cream cheese
91501060	0	Jello (gelatin) dessert, with sour cream
91501080	0	Jello (gelatin) dessert, with fruit and cream cheese
91501100	0	Jello (gelatin) salad, with vegetables (onions, peppers, celery, radishes)
91511010	0	Jello (gelatin) dessert, with low calorie sweetener
91511020	0	Jello (gelatin) dessert, with low calorie sweetener, with fruit
91511030	0	Jello (gelatin) dessert, with low calorie sweetener, with whipped topping
91550100	0	Coconut cream cake, Puerto Rican style
91550300	0	Pineapple custard, Puerto Rican style 
91560100	0	Haupia (coconut pudding)
91601000	0	Ice, fruit
91611000	0	Ice pop (popsicle)
91611050	0	Ice pop (popsicle), filled with ice cream
91611100	0	Ice pop (popsicle), with low calorie sweetener
91621000	0	Snow cone (slurpee)
91700500	0	M&M's, almond
91701010	0	Almonds, chocolate covered
91701020	0	Almonds, sugar-coated
91701030	0	Almonds, yogurt-covered
91702010	0	Butterscotch morsels or chips
91703010	0	Chocolate-flavored roll (Tootsie Roll)
91703020	0	Caramel
91703030	0	Caramel, with walnuts
91703040	0	Caramel, chocolate covered (Riesen, Russel Stover, Caramello)
91703060	0	Caramel, with nuts, chocolate covered (turtles)
91703070	0	Rolo
91703070	0	Rolos
91703080	0	Caramel, sugar free
91703150	0	Toblerone, milk chocolate with honey and almond nougat
91703200	0	TWIX Caramel Cookie Bars
91703250	0	TWIX Chocolate Fudge Cookie Bars
91703300	0	TWIX Peanut Butter Cookie Bars
91703400	0	Whatchamacallit
91703500	0	Almonds, carob-coated
91703600	0	Espresso coffee beans, chocolate-covered
91705010	0	Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)
91705020	0	Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)
91705030	0	Kit Kat
91705040	0	Chocolate bar, milk, with nuts (pecans, hazelnuts or cashews)
91705050	0	Chocolate bar, milk, with fruit and nuts (Nestle Chunky)
91705060	0	Chocolate bar, milk, with almonds
91705070	0	Chocolate bar, milk, with peanuts (Mr. Goodbar)
91705200	0	Chocolate chips, semi-sweet
91705300	0	Chocolate bar, dark, plain (Hershey Special Dark)
91705310	0	Chocolate bar, dark, with almonds (Hershey Special Dark with Almonds)
91705400	0	Chocolate bar, white, plain
91705410	0	Chocolate bar, white, with almonds
91705420	0	Chocolate bar, white, with cookie bits (Hershey Cookies 'n' Creme)
91705420	0	Chocolate bar, white, with crisped rice (Nestle Crunch)
91705430	0	Kit Kat White
