	PD_whole_tree	shannon	simpson	observed_otus
CS.319	39.0	2.65193284251	0.823394138	7.0
T.CS.127	78.0	3.28061084211	0.855704585061	18.0
T.CS.128	55.0	2.71624310736	0.779350894986	11.0
T.CS.133	46.0	2.80304128043	0.793617341086	10.0
T.CS.157	47.0	1.98402202149	0.655370529321	8.0
CS.176	39.0	2.28430237075	0.711193762129	7.0
CS.227	42.0	2.66524073916	0.808056325023	8.0
CS.331	35.0	1.86567143046	0.651862096332	6.0
CS.362	61.0	3.1694700827	0.870578076875	11.0
CS.380	47.0	2.78388102645	0.828733735161	9.0
CS.235	51.0	3.04008135467	0.862568055556	10.0
L.005.M4	35.0	2.4070015022	0.769105756459	7.0
L.007.M3.NOSAMPLE	29.0	2.04420829429	0.710493542938	6.0
CS.298	39.0	2.32067472452	0.755187886173	7.0
T.CS.159	44.0	1.36624277949	0.419358744524	9.0
CS.164	50.0	3.00041954399	0.848117539027	11.0
L.034.M0	40.0	2.13067982853	0.706130331827	9.0
T.CS.007	20.0	1.60253980315	0.539115076877	5.0
T.CS.130	50.0	2.02608135184	0.642406022969	9.0
TFS.025	42.0	2.57325291329	0.807742903383	8.0
CS.360	65.0	3.30308111625	0.881113749088	12.0
CS.060	59.0	2.98420908109	0.836606973414	13.0
CS.128	54.0	2.76704332428	0.808747015361	12.0
CS.147	46.0	2.47009095513	0.78636252295	8.0
CS.195	66.0	3.38137847055	0.883061565403	15.0
CS.309	68.0	2.70479416245	0.769810180039	13.0
CS.231	60.0	2.85016705745	0.818624993887	13.0
CS.188	35.0	1.96979537406	0.703980530016	6.0
CS.129	63.0	3.10836658344	0.856469994108	12.0
CS.184	34.0	2.53872750927	0.82261853761	6.0
CS.374	38.0	2.44057851242	0.775541582844	7.0
CS.242	38.0	2.25940297401	0.713369540369	8.0
CS.066	36.0	2.90994537635	0.861521658053	8.0
CS.159	44.0	2.09375441723	0.714585769204	8.0
CS.276	50.0	2.3868516924	0.739720401263	9.0
CS.290	42.0	2.58595316226	0.80008371837	8.0
CS.322	33.0	2.39111249375	0.780186763677	6.0
T.CS.143	43.0	2.10197289927	0.668886354887	8.0
CS.125	70.0	3.08383129526	0.846359602924	14.0
CS.345	23.0	1.73177745319	0.642970271453	4.0
CS.345.0	23.0	1.73177745319	0.642970271453	4.0
CS.067	56.0	2.1618395387	0.630869470261	10.0
CS.222	39.0	2.74150474998	0.833758553855	8.0
CS.135	45.0	2.61840468336	0.792013342317	9.0
CS.149	39.0	2.42158404024	0.745924185853	8.0
CS.150	27.0	2.28721929342	0.790526049996	5.0
CS.156	56.0	2.83765207473	0.835354183782	10.0
CS.187	62.0	3.55147394176	0.895161475504	16.0
CS.189	35.0	2.67818449854	0.828464520145	8.0
CS.204	34.0	2.69175746279	0.833504207783	7.0
CS.247	66.0	3.08991907712	0.854350063198	12.0
CS.269	39.0	1.70539396817	0.556603603441	7.0
CS.288	40.0	2.46621365241	0.755508554541	9.0
CS.292	38.0	2.39327441242	0.77613684635	7.0
CS.303	50.0	3.0723306742	0.867805246078	10.0
CS.320	39.0	2.62986340943	0.822022574203	7.0
CS.337	29.0	2.1085755251	0.736083591593	5.0
CS.344	41.0	2.3182840837	0.768177954976	8.0
CS.348	35.0	2.22966785699	0.740685127037	7.0
CS.379	23.0	1.51658136943	0.562499219618	4.0
TFS.024	23.0	1.81873030298	0.679207799482	4.0
CS.316	52.0	2.72664412418	0.805514219577	10.0
CS.018	30.0	2.04067796487	0.678085469006	6.0
CS.026	29.0	2.06562540469	0.734439553088	5.0
CS.028	35.0	2.55541219808	0.809866167287	7.0
CS.137	53.0	3.14260155857	0.869101133787	11.0
CS.213	22.0	1.69987851961	0.663158400615	4.0
L.033.M6	34.0	2.21048244368	0.753743964286	6.0
T.CS.032	40.0	2.02876079367	0.658346362284	7.0
CS.111	38.0	2.48788947462	0.80244540324	7.0
L.032.M4	29.0	1.5582214813	0.530996489105	5.0
CS.321	34.0	2.40371798841	0.772818017733	7.0
CS.152	44.0	3.0259092322	0.862154821186	9.0
CS.169	34.0	2.08598340982	0.723077773763	6.0
T.CS.148	85.0	3.34519534349	0.865771526489	20.0
CS.055	50.0	2.72978992067	0.807341363786	10.0
CS.113	49.0	2.94960093474	0.841679876196	10.0
CS.119	60.0	3.18755957615	0.873822541896	13.0
CS.160	47.0	2.71669129391	0.81781700862	10.0
CS.167	50.0	2.28578461398	0.746697611241	9.0
CS.170	55.0	2.48620110446	0.763933775506	10.0
CS.171	62.0	2.76006752471	0.813656724331	12.0
CS.230	46.0	2.36126961007	0.75780465453	10.0
CS.008	39.0	2.5010559345	0.79163473895	7.0
CS.011	39.0	2.29446026325	0.744015096531	7.0
CS.014	23.0	1.36801519326	0.488292987996	4.0
CS.040	25.0	2.269573451	0.785952178968	5.0
CS.122	44.0	2.84253809488	0.845763774784	9.0
CS.123	49.0	2.79474851249	0.84140778343	10.0
T.CS.072	24.0	1.56329075015	0.562736837354	5.0
T.CS.124	84.0	2.78361760519	0.737309743667	19.0
CS.030	40.0	2.80728068172	0.84090175422	8.0
CS.034	24.0	1.97204785059	0.661416320777	6.0
CS.041	32.0	1.45799345967	0.451210978468	6.0
CS.044	23.0	1.19763732099	0.419215094787	4.0
CS.045	24.0	1.97204785059	0.661416320777	6.0
CS.046	84.0	3.66057722822	0.897487715889	20.0
CS.047	37.0	2.80275213796	0.848339233734	8.0
CS.052	34.0	2.00199744194	0.70674723236	6.0
CS.058	48.0	2.65476774695	0.791061533215	10.0
CS.065	51.0	3.15603067439	0.871692446243	11.0
CS.073	41.0	2.3256004003	0.746454768953	8.0
CS.082	28.0	1.77166033446	0.646520264964	5.0
CS.098	36.0	2.3415908121	0.749617518373	7.0
CS.126	29.0	2.38946765861	0.790036396507	6.0
CS.133	34.0	2.4420862489	0.775594068368	7.0
CS.134	48.0	2.6143028457	0.790856073877	10.0
CS.138	28.0	2.12181189156	0.747664772356	5.0
CS.155	59.0	2.86700397544	0.809290666667	11.0
CS.157	24.0	1.89926907666	0.718434427068	4.0
CS.163	50.0	2.83689812932	0.824291815532	12.0
CS.173	25.0	1.50346442548	0.549066666667	5.0
CS.196	39.0	2.23123627694	0.759516429846	7.0
CS.215	42.0	2.84075859348	0.848944636678	8.0
CS.220	36.0	1.9451633417	0.631937445803	8.0
CS.221	25.0	1.50346442548	0.549066666667	5.0
CS.236	29.0	1.62437819654	0.622333243316	5.0
CS.237	32.0	2.15535428693	0.702342492534	7.0
CS.238	34.0	1.64495635085	0.561772238525	6.0
CS.261	29.0	2.05379536174	0.690999327922	6.0
CS.272	63.0	2.73221320104	0.802796098158	13.0
CS.274	53.0	3.30620134753	0.876419982769	14.0
CS.277	30.0	2.48201587498	0.809273685773	6.0
CS.286	52.0	2.23114159681	0.664425713294	11.0
CS.300	58.0	3.06543802679	0.842115041617	14.0
CS.301	62.0	3.17774086489	0.865517657816	14.0
CS.327	40.0	2.13500780522	0.691053008549	7.0
CS.330	57.0	2.64387124264	0.792190746204	12.0
CS.335	23.0	1.74596245014	0.658604060618	4.0
CS.338	23.0	1.95142318002	0.734743065437	4.0
CS.343	39.0	2.275547272	0.739004426939	7.0
CS.364	45.0	2.69894177775	0.809821606648	9.0
CS.367	39.0	2.25813940976	0.748409216861	7.0
CS.382	34.0	2.30871433118	0.781147316247	6.0
L.002.M4	48.0	2.87945017048	0.837280789069	10.0
L.003.M5	44.0	2.34649865256	0.695975456538	10.0
L.005.M3	46.0	2.40052716011	0.737391709426	9.0
L.007.M1	38.0	2.49811593232	0.793524534603	7.0
L.012.M1	39.0	2.22435091919	0.742890162683	7.0
L.025.M4	30.0	1.86106945534	0.675170552214	6.0
L.032.M6	33.0	1.90369287653	0.696246875137	6.0
L.036.M1	35.0	2.45635715363	0.783647305209	7.0
T.CS.001	40.0	2.47299686655	0.777321611113	8.0
T.CS.004	22.0	1.78013704967	0.672105160265	4.0
T.CS.005	27.0	2.03212781351	0.724488811728	5.0
T.CS.009	22.0	1.73384345831	0.670695098597	4.0
T.CS.014	18.0	1.1139917474	0.457411452711	3.0
T.CS.018	18.0	1.15374288599	0.470950587924	3.0
T.CS.021	22.0	1.18993825949	0.41120738245	4.0
T.CS.031	33.0	1.74223594678	0.558466149578	6.0
T.CS.033	45.0	2.58474613052	0.789696929681	8.0
T.CS.034	31.0	2.44932954241	0.784143464334	7.0
T.CS.035	38.0	2.2709353223	0.717479437157	7.0
T.CS.037	19.0	1.12026532241	0.414106445313	4.0
T.CS.042	18.0	1.09649888997	0.451716101513	3.0
T.CS.046	28.0	1.83243496062	0.644970384194	6.0
T.CS.048	38.0	1.72189867979	0.578950665087	7.0
T.CS.049	34.0	2.30307164514	0.733439800168	7.0
T.CS.055	28.0	1.48303831177	0.576922635445	5.0
T.CS.065	28.0	1.68721539484	0.601662700773	5.0
T.CS.074	29.0	1.79014578096	0.575889689687	6.0
T.CS.075	23.0	1.81376470962	0.684763908762	4.0
T.CS.079	34.0	1.64592518319	0.537299239222	7.0
T.CS.083	33.0	2.44338388707	0.778540063377	7.0
T.CS.087	31.0	2.08823604355	0.688677168515	6.0
T.CS.089	23.0	1.70539166837	0.631410732868	4.0
T.CS.091	34.0	1.34921984275	0.439634563575	7.0
T.CS.109	38.0	2.12806644078	0.72647339523	7.0
T.CS.118	46.0	2.07274024196	0.638503961255	10.0
T.CS.126	49.0	2.46609010325	0.773577358983	9.0
T.CS.134	50.0	2.07575172281	0.666537474078	10.0
T.CS.138	48.0	2.2396978087	0.682427065604	10.0
T.CS.139	42.0	2.40832825582	0.715471406075	9.0
T.CS.153	39.0	2.01021417822	0.656285102474	8.0
T.CS.170	50.0	2.07275645625	0.638228933512	12.0
T.CS.171	61.0	3.32891295792	0.84118107184	17.0
TFS.004	41.0	1.13072088617	0.345747621644	7.0
TFS.021	40.0	2.22634007414	0.708281326356	7.0
TFS.022	28.0	1.44719611846	0.496517228492	5.0
TFS.028	18.0	1.47555132277	0.620170601009	3.0
CS.234	30.0	2.16826640738	0.720850333561	6.0
CS.302	38.0	2.85098973323	0.82885225334	10.0
CS.334	53.0	3.33623051744	0.877318545973	13.0
T.CS.011	22.0	1.33614068248	0.520037187705	4.0
CS.059	24.0	1.87963239796	0.707737145806	4.0
CS.217	24.0	1.63820369989	0.578727558315	5.0
L.005.M2	33.0	2.34105038011	0.782325577861	6.0
L.007.M2	32.0	2.26968905864	0.754912815043	6.0
L.007.M6	22.0	1.65945657379	0.631154089095	4.0
L.022.M2	34.0	2.27130817502	0.75969287498	6.0
L.025.M5	36.0	2.24724122445	0.743283409117	7.0
T.CS.029	23.0	1.61710030789	0.614871833648	4.0
T.CS.052	31.0	2.15067727639	0.718563809095	6.0
T.CS.061	30.0	2.00055176712	0.673604081198	6.0
CS.068	75.0	2.77293727139	0.7936584308	15.0
