FoodID	L1	L2	L3	L4	L5	Main.food.description	newickstring	taxonomy
1	11111000.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Milk_whole	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Milk_whole	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_whole
2	11111100.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Whole_milk_low_sodium	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Whole_milk_low_sodium	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Whole_milk_low_sodium
3	11111150.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Milk_whole_calcium_fortified	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Milk_whole_calcium_fortified	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_whole_calcium_fortified
4	11111160.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Milk_low_fat_1_calcium_fortified	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Milk_low_fat_1_calcium_fortified	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_low_fat_1_calcium_fortified
5	11111170.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Fat_free_milk_calcium_fortified	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Fat_free_milk_calcium_fortified	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Fat_free_milk_calcium_fortified
6	11112110.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Milk_reduced_fat_2_	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Milk_reduced_fat_2_	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_reduced_fat_2_
7	11112120.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	1_acidophilus_milk	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/1_acidophilus_milk	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;1_acidophilus_milk
8	11112130.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Milk_reduced_fat_2_acidophilus	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Milk_reduced_fat_2_acidophilus	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_reduced_fat_2_acidophilus
9	11112210.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	1_milk	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/1_milk	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;1_milk
10	11113000.0	L1_Milk_and_Milk_Products	L2_Milks_and_milk_drinks	L3_Milk_fluid	L4_	L5_	Milk_fat_free_skim_	foodtreeroot/L1_Milk_and_Milk_Products/L2_Milks_and_milk_drinks/L3_Milk_fluid/L4_/L5_/Milk_fat_free_skim_	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_fat_free_skim_
