Food.code	Start.date	End.date	Main.food.description
11424510	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_Greek_vanilla_low_fat
11424520	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_Greek_vanilla_nonfat
11425000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_chocolate_NS_as_to_type_of_milk
11426000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_chocolate_whole_milk
11427000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_chocolate_nonfat_milk
11428000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_Greek_chocolate_nonfat
11430000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_fruit_NS_as_to_type_of_milk
11431000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_fruit_whole_milk
11432000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_fruit_low_fat_milk
11432500	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_fruit_low_fat_milk_light
11433000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_fruit_nonfat_milk
11433500	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_fruit_nonfat_milk_light
11434000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_Greek_fruit_whole_milk
11434010	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_Greek_fruit_low_fat
11434020	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_Greek_fruit_nonfat
11446000	01/01/13 00:00:00	12/31/14 00:00:00	Fruit_and_low_fat_yogurt_parfait
11459990	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_NS_as_to_flavor_NS_as_to_type_of_milk
11460000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_flavors_other_than_chocolate_NS_as_to_type_of_milk
11460100	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_chocolate_NS_as_to_type_of_milk
11460150	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_NS_as_to_flavor_lowfat_milk
11460160	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_chocolate_lowfat_milk
11460170	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_flavors_other_than_chocolate_lowfat_milk
11460190	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_NS_as_to_flavor_nonfat_milk
11460200	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_chocolate_nonfat_milk
11460250	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_flavors_other_than_chocolate_with_sorbet_or_sorbetcoated
11460300	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk
11460400	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_chocolate_nonfat_milk_with_lowcalorie_sweetener
11460410	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk_with_lowcalorie_sweetener
11460420	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_NS_as_to_flavor_whole_milk
11460430	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_chocolate_whole_milk
11460440	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_flavors_other_than_chocolate_whole_milk
11461000	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_chocolatecoated
11461200	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_sandwich
11461250	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_cone_chocolate
11461260	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_cone_flavors_other_than_chocolate
11461270	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_cone_flavors_other_than_chocolate_lowfat_milk
11461280	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_frozen_cone_chocolate_lowfat_milk
11480010	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_whole_milk_baby_food
11480020	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_NFS
11480030	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_iron
11480040	01/01/13 00:00:00	12/31/14 00:00:00	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_DHA
11511000	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_NFS
11511100	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_ready_to_drink_whole
11511200	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_ready_to_drink_reduced_fat_2
11511300	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_ready_to_drink_fat_free_skim
11511400	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_ready_to_drink_low_fat_1
11511550	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_ready_to_drink_reduced_sugar_NS_as_to_milk
11511600	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_ready_to_drink_low_fat_1
11511610	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_ready_to_drink_fat_free_skim
11511700	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_ready_to_drink_low_fat_1_no_sugar_added
11512010	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_ready_to_drink
11512020	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_ready_to_drink_made_with_nonfat_milk
11512030	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_ready_to_drink_made_with_nondairy_milk
11512100	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_ready_to_drink_with_whipped_cream
11512110	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_ready_to_drink_made_with_nonfat_milk_and_whipped_cream
11512120	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_ready_to_drink_made_with_nondairy_milk_and_whipped_cream
11513000	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_dry_mix_NS_as_to_type_of_milk
11513100	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_dry_mix_with_whole_milk
11513150	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_2
11513200	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_dry_mix_with_low_fat_milk_1
11513300	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_dry_mix_with_fat_free_milk_skim
11513310	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_dry_mix_with_nondairy_milk
11513350	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_reduced_sugar_mix_NS_as_to_type_of_milk
11513355	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_reduced_sugar_mix_with_whole_milk
11513360	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_reduced_sugar_mix_with_reduced_fat_milk_2
11513365	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_reduced_sugar_mix_with_low_fat_milk_1
11513370	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_reduced_sugar_mix_with_fat_free_milk_skim
11513375	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_reduced_sugar_mix_with_nondairy_milk
11513380	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_dry_mix_NS_as_to_type_of_milk
11513381	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_dry_mix_with_whole_milk
11513382	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_2
11513383	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_dry_mix_with_low_fat_milk_1
11513384	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_dry_mix_with_fat_free_milk_skim
11513385	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_dry_mix_with_nondairy_milk
11513390	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_NS_as_to_type_of_milk
11513391	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_whole_milk
11513392	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_reduced_fat_milk_2
11513393	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_low_fat_milk_1
11513394	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_fat_free_milk_skim
11513395	01/01/13 00:00:00	12/31/14 00:00:00	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_nondairy_milk
11513400	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_syrup_NS_as_to_type_of_milk
11513500	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_syrup_with_whole_milk
11513550	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_syrup_with_reduced_fat_milk_2
11513600	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_syrup_with_low_fat_milk_1
11513700	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_syrup_with_fat_free_milk_skim
11513750	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_syrup_with_nondairy_milk
11513800	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_light_syrup_NS_as_to_type_of_milk
11513801	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_light_syrup_with_whole_milk
11513802	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_light_syrup_with_reduced_fat_milk_2
11513803	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_light_syrup_with_low_fat_milk_1
11513804	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_light_syrup_with_fat_free_milk_skim
11513805	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_light_syrup_with_nondairy_milk
11513850	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_sugar_free_syrup_NS_as_to_type_of_milk
11513851	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_sugar_free_syrup_with_whole_milk
11513852	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_sugar_free_syrup_with_reduced_fat_milk_2
11513853	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_sugar_free_syrup_with_low_fat_milk_1
11513854	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_sugar_free_syrup_with_fat_free_milk_skim
11513855	01/01/13 00:00:00	12/31/14 00:00:00	Chocolate_milk_made_from_sugar_free_syrup_with_nondairy_milk
11514100	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_dry_mix_and_water
11514110	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_dry_mix_and_whole_milk
11514120	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_dry_mix_and_reduced_fat_milk_2
11514130	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_dry_mix_and_low_fat_milk_1
11514140	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_dry_mix_and_fat_free_milk_skim
11514150	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_dry_mix_and_nondairy_milk
11514310	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_water
11514320	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_whole_milk
11514330	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_reduced_fat_milk_2
11514340	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_low_fat_milk_1
11514350	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_fat_free_milk_skim
11514360	01/01/13 00:00:00	12/31/14 00:00:00	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_nondairy_milk
11519040	01/01/13 00:00:00	12/31/14 00:00:00	Strawberry_milk_NFS
11519050	01/01/13 00:00:00	12/31/14 00:00:00	Strawberry_milk_whole
11519105	01/01/13 00:00:00	12/31/14 00:00:00	Strawberry_milk_reduced_fat_2
11519200	01/01/13 00:00:00	12/31/14 00:00:00	Strawberry_milk_low_fat_1
11519205	01/01/13 00:00:00	12/31/14 00:00:00	Strawberry_milk_fat_free_skim
11519215	01/01/13 00:00:00	12/31/14 00:00:00	Strawberry_milk_nondairy
11525000	01/01/13 00:00:00	12/31/14 00:00:00	Milk_malted_natural_flavor_made_with_milk
11526000	01/01/13 00:00:00	12/31/14 00:00:00	Milk_malted_chocolate_made_with_milk
11531000	01/01/13 00:00:00	12/31/14 00:00:00	Eggnog_regular
11531500	01/01/13 00:00:00	12/31/14 00:00:00	Eggnog_lowfat__light
11541110	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_home_recipe_chocolate
11541120	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_home_recipe_flavors_other_than_chocolate
11541130	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_home_recipe_chocolate_light
11541135	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_home_recipe_flavors_other_than_chocolate_light
11541400	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_with_malt
11542100	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_fast_food_chocolate
11542200	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_fast_food_flavors_other_than_chocolate
11543000	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_bottled_chocolate
11543010	01/01/13 00:00:00	12/31/14 00:00:00	Milk_shake_bottled_flavors_other_than_chocolate
11551050	01/01/13 00:00:00	12/31/14 00:00:00	Licuado__Batido_milk_fruit_drink
11553100	01/01/13 00:00:00	12/31/14 00:00:00	Fruit_smoothie_NFS
11553110	01/01/13 00:00:00	12/31/14 00:00:00	Fruit_smoothie_with_whole_fruit_and_dairy
11553120	01/01/13 00:00:00	12/31/14 00:00:00	Fruit_smoothie_with_whole_fruit_and_dairy_added_protein
11553130	01/01/13 00:00:00	12/31/14 00:00:00	Fruit_smoothie_juice_drink_with_dairy
11560000	01/01/13 00:00:00	12/31/14 00:00:00	Yoohoo_chocolate_milk_drink
11710000	01/01/13 00:00:00	12/31/14 00:00:00	Infant_formula_NFS
11710050	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_Alimentum_infant_formula_NS_as_to_form
11710051	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_Alimentum_infant_formula_readytofeed
11710053	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_water_NFS
11710054	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_tap_water
11710055	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710056	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_baby_water
11710350	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_NS_as_to_form
11710351	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_readytofeed
11710352	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710353	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_powder_made_with_water_NFS
11710354	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710355	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710356	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710357	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_powder_made_with_tap_water
11710358	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710359	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_infant_formula_prepared_from_powder_made_with_baby_water
11710360	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_Organic_infant_formula_NS_as_to_form
11710361	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_Organic_infant_formula_readytofeed
11710363	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_water_NFS
11710367	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_tap_water
11710368	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710369	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_baby_water
11710370	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_NS_as_to_form
11710371	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_readytofeed
11710372	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710373	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_water_NFS
11710374	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710375	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710376	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710377	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_tap_water
11710378	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710379	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_baby_water
11710380	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_for_SpitUp_infant_formula_NS_as_to_form
11710381	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_for_SpitUp_infant_formula_readytofeed
11710383	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_water_NFS
11710387	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_tap_water
11710388	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710389	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_baby_water
11710470	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_NeoSure_infant_formula_NS_as_to_form
11710471	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_NeoSure_infant_formula_readytofeed
11710473	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_water_NFS
11710477	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_tap_water
11710478	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710479	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_baby_water
11710480	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Go_and_Grow_infant_formula_NS_as_to_form
11710481	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_water_NFS
11710482	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_tap_water
11710483	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710484	01/01/13 00:00:00	12/31/14 00:00:00	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_baby_water
11710620	01/01/13 00:00:00	12/31/14 00:00:00	Enfamil_PREMIUM_Newborn_infant_formula_NS_as_to_form
11710621	01/01/13 00:00:00	12/31/14 00:00:00	Enfamil_PREMIUM_Newborn_infant_formula_readytofeed
11710626	01/01/13 00:00:00	12/31/14 00:00:00	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_water_NFS
11710627	01/01/13 00:00:00	12/31/14 00:00:00	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_tap_water
11710628	01/01/13 00:00:00	12/31/14 00:00:00	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710629	01/01/13 00:00:00	12/31/14 00:00:00	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_baby_water
11710630	01/01/13 00:00:00	12/31/14 00:00:00	Enfamil_PREMIUM_Infant_infant_formula_NS_as_to_form
