"Food.code"/t"taxonomy"/t"Description"
"1"/t11000000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;L5_;Milk_human"/t"Milk human"
"2"/t11100000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_NFS"/t"Milk NFS"
"3"/t11111000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_whole"/t"Milk whole"
"4"/t11111100/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_low_sodium_whole"/t"Milk low sodium whole"
"5"/t11111150/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_calcium_fortified_whole"/t"Milk calcium fortified whole"
"6"/t11111160/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_calcium_fortified_low_fat_1"/t"Milk calcium fortified low fat 1"
"7"/t11111170/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_calcium_fortified_fat_free_skim"/t"Milk calcium fortified fat free skim"
"8"/t11112110/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_reduced_fat_2"/t"Milk reduced fat 2"
"9"/t11112120/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_acidophilus_low_fat_1"/t"Milk acidophilus low fat 1"
"10"/t11112130/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_acidophilus_reduced_fat_2"/t"Milk acidophilus reduced fat 2"
"11"/t11112210/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_low_fat_1"/t"Milk low fat 1"
"12"/t11113000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_fat_free_skim"/t"Milk fat free skim"
"13"/t11114300/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_lactose_free_low_fat_1"/t"Milk lactose free low fat 1"
"14"/t11114320/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_lactose_free_fat_free_skim"/t"Milk lactose free fat free skim"
"15"/t11114330/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_lactose_free_reduced_fat_2"/t"Milk lactose free reduced fat 2"
"16"/t11114350/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_lactose_free_whole"/t"Milk lactose free whole"
"17"/t11115000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Buttermilk_fat_free_skim"/t"Buttermilk fat free skim"
"18"/t11115100/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Buttermilk_low_fat_1"/t"Buttermilk low fat 1"
"19"/t11115200/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Buttermilk_reduced_fat_2"/t"Buttermilk reduced fat 2"
"20"/t11115300/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Buttermilk_whole"/t"Buttermilk whole"
"21"/t11115400/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Kefir_NS_as_to_fat_content"/t"Kefir NS as to fat content"
"22"/t11116000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Goats_milk_whole"/t"Goats milk whole"
"23"/t11120000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_dry_reconstituted_NS_as_to_fat_content"/t"Milk dry reconstituted NS as to fat content"
"24"/t11121100/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_dry_reconstituted_whole"/t"Milk dry reconstituted whole"
"25"/t11121210/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_dry_reconstituted_low_fat_1"/t"Milk dry reconstituted low fat 1"
"26"/t11121300/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_dry_reconstituted_fat_free_skim"/t"Milk dry reconstituted fat free skim"
"27"/t11210050/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;L5_;Milk_evaporated_NS_as_to_fat_content"/t"Milk evaporated NS as to fat content"
"28"/t11211050/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;L5_;Milk_evaporated_whole"/t"Milk evaporated whole"
"29"/t11211400/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;L5_;Milk_evaporated_reduced_fat_2"/t"Milk evaporated reduced fat 2"
"30"/t11212050/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;L5_;Milk_evaporated_fat_free_skim"/t"Milk evaporated fat free skim"
"31"/t11220000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;L5_;Milk_condensed_sweetened"/t"Milk condensed sweetened"
"32"/t11320000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Soy_milk"/t"Soy milk"
"33"/t11320100/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Soy_milk_light"/t"Soy milk light"
"34"/t11320200/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Soy_milk_nonfat"/t"Soy milk nonfat"
"35"/t11321000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Soy_milk_chocolate"/t"Soy milk chocolate"
"36"/t11321100/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Soy_milk_light_chocolate"/t"Soy milk light chocolate"
"37"/t11321200/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Soy_milk_nonfat_chocolate"/t"Soy milk nonfat chocolate"
"38"/t11340000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Imitation_milk_nonsoy_sweetened"/t"Imitation milk nonsoy sweetened"
"39"/t11350000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Almond_milk_sweetened"/t"Almond milk sweetened"
"40"/t11350010/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Almond_milk_sweetened_chocolate"/t"Almond milk sweetened chocolate"
"41"/t11350020/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Almond_milk_unsweetened"/t"Almond milk unsweetened"
"42"/t11350030/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Almond_milk_unsweetened_chocolate"/t"Almond milk unsweetened chocolate"
"43"/t11360000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Rice_milk"/t"Rice milk"
"44"/t11370000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Coconut_milk"/t"Coconut milk"
"45"/t11410000/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;L5_;Yogurt_NS_as_to_type_of_milk_or_flavor"/t"Yogurt NS as to type of milk or flavor"
"46"/t11411010/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;L5_;Yogurt_plain_NS_as_to_type_of_milk"/t"Yogurt plain NS as to type of milk"
"47"/t11411100/t"L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;L5_;Yogurt_plain_whole_milk"/t"Yogurt plain whole milk"
