Main.food.description	FoodID
Okra_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75220022.200208
Carrots_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73102222.203014
Brussels_sprouts_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75209022.101313
Gumbo_with_rice_New_Orleans_type_with_shellfish_pork_and_or_poultry_tomatoes_okra_rice_W_O_FAT	27363000.207203
Carrots_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73102221.100893
Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_W_O_FAT	24127150.205340
Beans_lima_immature_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75204021.206567
Frappuccino_regular_W_2_MILK	92101920.206619
Coffee_latte_W_SKIM_MILK	92101900.201503
Squash_summer_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75233021.201148
Mustard_greens_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72122221.100779
Chicken_wing_fried_no_coating_skin_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24164110.205387
Pudding_chocolate_prepared_from_dry_mix_low_calorie_containing_artificial_sweetener_milk_added_W_2_MILK	13220220.200605
Cabbage_green_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75211030.205042
Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24137250.205544
Coffee_latte_W_SOY_MILK	92101900.207303
Chicken_drumstick_fried_no_coating_skin_not_eaten_W_BUTTER_NFS	24144220.205601
White_potato_home_fries_W_O_FAT	71403000.100014
Pasta_with_tomato_sauce_meatless_W_O_FAT	58146100.207771
Beans_string_green_cooked_from_canned_fat_added_in_cooking_W_BUTTER_NFS	75205033.200058
Cucumber_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75216720.206502
Mushrooms_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75219021.201333
Pudding_tapioca_made_from_dry_mix_made_with_milk_W_2_MILK	13210520.201398
Sweetpotato_boiled_without_peel_fat_added_in_cooking_W_BUTTER_NFS	73405020.201411
Beans_string_green_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75205031.200494
Corn_cooked_NS_as_to_form_NS_as_to_color_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75216020.205547
Chicken_or_turkey_rice_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_O_FAT	27345020.207569
Beans_string_green_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	75205032.200698
Cassava_yuca_blanca_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	71930120.206568
Rutabaga_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75228020.205997
Snowpea_pea_pod_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75231021.100894
Shrimp_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_no_sauce_mixture_W_O_FAT	27450405.207583
Green_peppers_and_onions_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75307000.205111
Mustard_greens_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72122222.206899
Beef_and_noodles_no_sauce_mixture_W_O_FAT	27212000.207190
Beans_string_cooked_from_frozen_NS_as_to_color_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75204982.205898
Peppers_green_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75226020.201320
Chicken_or_turkey_and_noodles_no_sauce_mixture_W_O_FAT	27242000.206867
Chicken_or_turkey_potatoes_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_O_FAT	27341020.207674
White_potato_scalloped_W_O_FAT	71305010.202394
Beans_and_tomatoes_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41202510.207540
Cowpeas_dry_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41301010.101343
Beans_string_green_cooked_NS_as_to_form_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75205030.205130
Chickpeas_dry_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41302010.206609
Pork_potatoes_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27320210.207114
Chicken_wing_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_BUTTER_NFS	24167110.207575
Coffee_mocha_W_SKIM_MILK	92101950.101316
Chicken_or_turkey_noodles_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_cheese_sauce_mixture_W_O_FAT	27343950.207065
Pinto_calico_or_red_Mexican_beans_dry_cooked_fat_added_in_cooking_W_VEGETABLE_SHORTENING	41104010.200693
Custard_W_WHOLE_MILK	13210300.201627
Turnip_greens_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72128221.100962
Fish_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_tomato_based_W_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27450700.207315
Spaghetti_with_tomato_sauce_and_frankfurters_or_hot_dogs_W_O_FAT	58132710.207785
Chicken_breast_fried_no_coating_NS_as_to_skin_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24124100.206158
Onion_young_green_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75221061.100896
Carrots_cooked_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73102220.100703
Chicken_breast_fried_no_coating_skin_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24124110.205388
Chicken_or_turkey_and_rice_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27243000.205272
Peas_cowpeas_field_peas_or_blackeye_peas_not_dried_cooked_NS_as_to_form_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75223020.207151
Greens_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72118221.202128
Chicken_breast_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24127110.205433
Vegetable_combination_including_carrots_broccoli_and_or_dark_green_leafy_cooked_no_sauce_fat_added_in_cooking_W_BUTTER_NFS	75330120.207620
Chicken_wing_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_O_FAT	24167110.205831
Spaghetti_with_tomato_sauce_and_vegetables_W_O_FAT	58132340.207655
Chicken_or_turkey_parmigiana_W_O_FAT	27146300.206840
Wheat_cream_of_cooked_regular_fat_added_in_cooking_W_MILK	56207220.206453
Chicken_breast_fried_no_coating_skin_eaten_W_BUTTER_NFS	24124110.205843
Gravy_poultry_home_recipe_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	28500080.206612
Chicken_drumstick_fried_no_coating_skin_not_eaten_W_MARGARINE_NFS	24144220.205917
Coffee_latte_decaffeinated_W_SKIM_MILK	92101910.206760
Beans_string_cooked_from_fresh_NS_as_to_color_fat_added_in_cooking_W_BUTTER_NFS	75204981.204650
Pudding_flavors_other_than_chocolate_prepared_from_dry_mix_milk_added_W_SOY_MILK	13220110.207573
Beets_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75208021.206411
Sweetpotato_baked_peel_eaten_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73402020.206053
Chicken_or_turkey_and_noodles_with_cheese_sauce_mixture_W_VEGETABLE_OIL_NFS	27242310.207603
Grits_cooked_corn_or_hominy_regular_fat_not_added_in_cooking_W_MILK	56201010.206552
Corn_yellow_and_white_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75216181.204569
Stewed_chicken_with_tomato_based_sauce_Mexican_style_mixture_Pollo_guisado_con_tomate_W_O_FAT	27141050.207557
Cucumber_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75216720.207666
Pudding_flavors_other_than_chocolate_prepared_from_dry_mix_milk_added_W_WHOLE_MILK	13220110.200385
White_potato_scalloped_with_ham_W_O_FAT	71305110.205276
Beans_string_green_cooked_from_canned_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75205033.205043
White_beans_dry_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41101110.101338
Green_plantain_with_cracklings_Puerto_Rican_style_Mofongo_W_BUTTER_NFS	77201210.207613
Shrimp_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27450400.207706
Ham_or_pork_and_rice_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27220310.101348
Rice_with_beans_W_O_FAT	58160110.202997
Beans_string_green_cooked_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75205030.200397
Plantain_fried_NS_as_to_green_or_ripe_W_BUTTER_NFS	71900200.206130
Beef_noodles_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27313210.207644
Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24147220.205464
Carrots_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	73102222.205050
Peas_cowpeas_field_peas_or_blackeye_peas_not_dried_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75223021.200886
Beans_string_green_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75205031.205129
Grits_cooked_corn_or_hominy_instant_fat_added_in_cooking_W_MILK	56201220.101325
Bamboo_shoots_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75203020.100702
Fish_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_tomato_based_sauce_mixture_W_O_FAT	27450710.207261
Squash_summer_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75233021.201174
Chicken_or_turkey_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27343020.207637
Beans_string_cooked_from_fresh_NS_as_to_color_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75204981.202644
Turnip_greens_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	72128222.206198
Wheat_cream_of_cooked_quick_fat_not_added_in_cooking_W_MILK	56207020.202352
Peas_green_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	75224032.200361
Horchata_beverage_NFS_W_WHOLE_MILK	92611600.207023
Chicken_or_turkey_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_gravy_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27442110.207678
Peppers_green_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75226020.205150
Sausage_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS	27420460.207647
Tuna_noodle_casserole_with_mushroom_soup_W_O_FAT	27250630.207665
Red_kidney_beans_dry_cooked_fat_added_in_cooking_W_MARGARINE_NFS	41106010.201294
Coffee_latte_decaffeinated_W_2_MILK	92101910.207081
Tuna_noodle_casserole_with_cream_or_white_sauce_W_O_FAT	27250610.205301
Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_O_FAT	24147210.205533
Beef_with_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_tomato_based_sauce_mixture_W_O_FAT	27411100.207632
Peas_green_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75224031.201578
Chicken_or_turkey_with_dumplings_mixture_W_MARGARINE_NFS	27246100.206003
Beans_string_cooked_from_canned_NS_as_to_color_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75204983.205947
Cauliflower_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	75214022.200441
Milk_malted_fortified_chocolate_made_with_milk_W_WHOLE_MILK	11526000.201914
Spinach_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72125222.202114
Pudding_flavors_other_than_chocolate_prepared_from_dry_mix_milk_added_W_2_MILK	13220110.100034
Coffee_mocha_W_HALF_AND_HALF	92101950.207676
Corn_with_peppers_red_or_green_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75303020.207725
Brussels_sprouts_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	75209022.203013
Pasta_with_vegetables_no_sauce_or_dressing_W_BUTTER_NFS	58146160.207625
Bitter_melon_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75208310.206738
Lima_beans_dry_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41103010.101340
Beef_and_rice_no_sauce_mixture_W_O_FAT	27213000.206850
Beans_string_cooked_from_fresh_NS_as_to_color_fat_added_in_cooking_W_VEGETABLE_SHORTENING	75204981.207728
Vegetables_stew_type_including_potatoes_carrots_onions_celery_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75317010.205125
Shrimp_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_no_sauce_W_VEGETABLE_OIL_NFS	27450405.207739
Chicken_breast_fried_no_coating_skin_eaten_W_MARGARINE_NFS	24124110.205943
Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75311022.204964
Beans_green_and_potatoes_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75302510.205797
Beans_string_cooked_from_canned_NS_as_to_color_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75204983.202600
Flavored_rice_mixture_W_O_FAT	58163310.203023
Collards_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	72107221.206631
Radish_Japanese_daikon_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75227110.206914
Chicken_or_turkey_and_noodles_with_cheese_sauce_mixture_W_O_FAT	27242310.207737
Broccoli_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72201222.202783
