Main.food.description	FoodID
Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75311022.205587
White_potato_cooked_with_cheese_W_O_FAT	71301020.100531
Mousse_chocolate_W_LOWFAT_MILK	13250000.207827
Gravy_poultry_home_recipe_W_O_FAT	28500080.206600
Chicken_or_turkey_potatoes_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_tomato_based_sauce_mixture_W_O_FAT	27341060.207595
Milk_malted_fortified_chocolate_made_with_milk_W_SOY_MILK	11526000.207536
Tomato_and_onion_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	74504120.205076
Cassava_yuca_blanca_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	71930120.204620
Lima_beans_dry_cooked_fat_added_in_cooking_W_BUTTER_NFS	41103010.201625
Milk_malted_unfortified_natural_flavor_made_with_milk_W_WHOLE_MILK	11522000.205085
Corn_yellow_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	75216122.100004
Vegetable_combination_excluding_carrots_broccoli_and_dark_green_leafy_cooked_no_sauce_fat_added_in_cooking_W_BUTTER_NFS	75330150.207648
Onions_mature_cooked_or_sauteed_NS_as_to_form_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75221020.205705
Sweetpotato_baked_peel_not_eaten_fat_added_in_cooking_W_BUTTER_NFS	73403020.201575
Pasta_with_meat_sauce_W_O_FAT	58146110.207680
Swiss_steak_W_O_FAT	27411120.207337
Corn_yellow_canned_low_sodium_fat_added_in_cooking_W_BUTTER_NFS	75216320.100585
Sausage_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_tomato_based_sauce_mixture_W_O_FAT	27420460.207714
Shrimp_and_noodles_with_cheese_sauce_mixture_W_BUTTER_NFS	27250130.207089
Refried_beans_W_VEGETABLE_SHORTENING	41205010.205551
Vegetable_combinations_Oriental_style_broccoli_green_pepper_chinese_cabbage_water_chestnuts_etc_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75340020.200421
Peas_green_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75224032.203491
Peas_with_mushrooms_cooked_fat_added_in_cooking_W_BUTTER_NFS	75315215.207812
Bean_sprouts_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75207021.100895
Fish_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_tomato_based_sauce_mixture_W_BUTTER_NFS	27450710.206982
Chicken_thigh_fried_no_coating_skin_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24154220.205419
Beans_string_green_cooked_NS_as_to_form_with_mushroom_sauce_W_O_FAT	75403020.207634
Corn_yellow_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75216121.201029
Sausage_potatoes_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_gravy_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27320130.207136
Chicken_wing_fried_no_coating_skin_eaten_W_BUTTER_NFS	24164110.205975
Beef_and_noodles_with_cream_or_white_sauce_mixture_W_O_FAT	27212300.206924
Chicken_or_turkey_cake_patty_or_croquette_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27246300.206080
Beans_string_cooked_from_frozen_NS_as_to_color_fat_added_in_cooking_W_BUTTER_NFS	75204982.206329
Sweetpotato_casserole_or_mashed_W_O_FAT	73409000.201590
Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_W_O_FAT	24127160.205835
Chicken_thigh_fried_no_coating_skin_not_eaten_W_MARGARINE_NFS	24154220.205636
Vegetable_combination_excluding_carrots_broccoli_and_dark_green_leafy_cooked_no_sauce_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75330150.207587
Carrots_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	73102221.205047
Cowpeas_dry_cooked_fat_added_in_cooking_W_MARGARINE_NFS	41301010.207815
Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24157220.205683
Beans_string_green_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75205031.200225
Cabbage_red_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75212020.207550
Beef_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_O_FAT	27313020.207763
Brussels_sprouts_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75209021.206535
Corn_cooked_from_fresh_NS_as_to_color_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75216021.101147
Custard_Puerto_Rican_style_Flan_W_2_MILK	13210350.202228
Grits_cooked_corn_or_hominy_regular_fat_added_in_cooking_W_MILK	56201020.205192
Vegetables_stew_type_including_potatoes_carrots_onions_celery_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75317010.101288
Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24157250.205490
Chicken_or_turkey_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_O_FAT	27341010.207542
Beans_green_and_potatoes_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75302510.204789
Sweetpotato_baked_peel_not_eaten_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73403020.206163
Beef_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_cream_sauce_white_sauce_or_mushroom_soup_based_sauce_mixture_W_O_FAT	27311610.207555
Beef_and_noodles_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27212000.206807
Cappuccino_decaffeinated_W_SKIM_MILK	92162000.207279
Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24157210.205368
Flavored_pasta_W_O_FAT	58147510.205465
Spaghetti_with_tomato_sauce_meatless_whole_wheat_noodles_W_O_FAT	58132350.207688
Fish_with_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27150310.203761
Corn_white_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75216221.205825
Rice_with_beans_and_tomatoes_W_O_FAT	58160120.205830
Peas_and_potatoes_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75315310.207789
Pork_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_no_sauce_mixture_W_O_FAT	27420060.207580
Onion_young_green_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75221061.206223
Chicken_or_turkey_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_O_FAT	27343020.207635
Collards_cooked_NS_as_to_form_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	72107220.206283
Cappuccino_W_1_MILK	92161000.205450
Bitter_melon_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75208310.207717
Gravy_beef_or_meat_home_recipe_W_BUTTER_NFS	28500070.207110
Sweetpotato_casserole_or_mashed_W_BUTTER_NFS	73409000.204911
Chicken_or_turkey_rice_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27345020.207586
Chicken_breast_fried_no_coating_skin_not_eaten_W_BUTTER_NFS	24124120.205472
Corn_yellow_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75216121.206244
Chicken_or_turkey_and_noodles_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27242400.206877
Chicken_or_turkey_and_noodles_with_cream_or_white_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27242300.207389
Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24127160.205446
Beef_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27311110.207633
Milk_fruit_drink_W_SKIM_MILK	11551050.206451
Oatmeal_cooked_quick_1_or_3_minutes_fat_not_added_in_cooking_W_SOY_MILK	56203020.100530
Pudding_bread_W_2_MILK	13210110.202027
Yellow_rice_cooked_regular_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	56205170.207619
Okra_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75220021.200885
Spaghetti_with_tomato_sauce_and_poultry_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	58132910.207571
Shrimp_and_noodles_with_cream_or_white_sauce_mixture_W_BUTTER_NFS	27250126.207817
Chicken_or_turkey_rice_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_BUTTER_NFS	27345010.207769
Corn_white_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75216221.201115
Spinach_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	72125221.200172
Pudding_flavors_other_than_chocolate_prepared_from_dry_mix_low_calorie_containing_artificial_sweetener_milk_added_W_2_MILK	13220210.100147
Chicken_or_turkey_and_rice_with_mushroom_soup_mixture_W_O_FAT	27243400.207140
Broccoli_casserole_broccoli_rice_cheese_and_mushroom_sauce_W_O_FAT	72202020.205703
Wheat_cream_of_cooked_quick_fat_added_in_cooking_W_MILK	56207230.101330
Ratatouille_W_O_FAT	75316050.206095
Escarole_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72116220.206147
Peas_cowpeas_field_peas_or_blackeye_peas_not_dried_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	75223022.206604
Mustard_greens_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	72122221.205239
Pork_with_chili_and_tomatoes_mixture_Puerco_con_chile_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27121000.207265
Chicken_or_turkey_and_rice_with_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS_OIL_NFS_	27243500.207776
Lentils_dry_cooked_fat_added_in_cooking_W_BUTTER_NFS	41304990.205477
Chicken_or_turkey_and_rice_with_tomato_based_sauce_mixture_W_O_FAT	27243500.207592
Horchata_beverage_NFS_W_2_MILK	92611600.207054
Salmon_cake_or_patty_W_BUTTER_NFS	27250070.204660
Pasta_with_vegetables_no_sauce_or_dressing_W_O_FAT	58146160.207726
Chicken_or_turkey_rice_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_gravy_mixture_W_O_FAT	27345210.207806
Spinach_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	72125222.100028
Chicken_or_turkey_and_rice_no_sauce_mixture_W_O_FAT	27243000.206870
Cactus_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75213120.203000
Cauliflower_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75214021.200629
Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_no_sauce_mixture_W_O_FAT	27440120.207683
Onion_young_green_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75221061.202938
Pudding_chocolate_prepared_from_dry_mix_milk_added_W_1_MILK	13220120.201777
Beef_with_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27411200.207562
Chicken_or_turkey_noodles_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_O_FAT	27343010.207779
Chicken_or_turkey_noodles_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27343010.207624
Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24137210.205348
Carrots_cooked_from_canned_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	73102223.205839
Chicken_thigh_fried_no_coating_skin_eaten_W_MARGARINE_NFS	24154210.206381
Beef_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_gravy_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27416500.207563
Turnip_greens_cooked_from_canned_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72128223.202778
Beef_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_soy_based_sauce_mixture_W_O_FAT	27415200.207787
Shrimp_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_soy_based_sauce_mixture_W_O_FAT	27450420.207796
Beans_dry_cooked_with_pork_W_O_FAT	41208100.207486
Pumpkin_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73201021.206465
Sausage_gravy_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	27120120.207133
Bamboo_shoots_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75203020.205421
Okra_batter_dipped_fried_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75414500.206972
Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_W_MARGARINE_NFS	24127150.205762
Black_brown_or_Bayo_beans_dry_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41102010.101339
Turnip_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75234021.206020
Chicken_or_turkey_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27341010.207585
Pudding_bread_W_WHOLE_MILK	13210110.206233
Celery_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75215020.205255
Chicken_NS_as_to_part_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_O_FAT	24107010.206976
Chicken_or_turkey_potatoes_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_BUTTER_NFS	27341020.207565
Chicken_wing_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_O_FAT	24167120.206282
Chicken_or_turkey_rice_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_tomato_based_sauce_mixture_W_O_FAT	27345510.207558
Peas_green_canned_low_sodium_fat_added_in_cooking_W_BUTTER_NFS	75224130.206968
Peas_green_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75224032.205634
Vegetable_combination_including_carrots_broccoli_and_or_dark_green_leafy_cooked_no_sauce_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75330120.207668
Chicken_NS_as_to_part_coated_baked_or_fried_prepared_skinless_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24107050.205863
Spaghetti_with_tomato_sauce_and_meatballs_whole_wheat_noodles_or_spaghetti_with_meat_sauce_whole_wheat_noodles_or_spaghetti_with_meat_sauce_and_meatballs_whole_wheat_noodles_W_O_FAT	58132360.207657
Refried_beans_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41205010.206375
Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24157260.205400
Tomato_and_onion_cooked_fat_added_in_cooking_W_BUTTER_NFS	74504120.206474
Chicken_or_turkey_cacciatore_W_MARGARINE_NFS	27141000.207699
Dasheen_fried_W_VEGETABLE_OIL_INCLUDE_OIL_NFS_	71962020.206868
Chicken_or_turkey_with_dumplings_mixture_W_O_FAT	27246100.207427
Chicken_breast_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_O_FAT	24127120.207006
Beef_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27313020.207820
Asparagus_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75202022.207792
Beans_string_yellow_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75206021.205467
Onions_mature_cooked_or_sauteed_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75221020.200323
Broccoli_cooked_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72201220.201276
Beef_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_gravy_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27311600.207723
Peas_and_carrots_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	73111222.202026
Chicken_or_turkey_rice_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_cream_sauce_white_sauce_or_mushroom_soup_based_sauce_mixture_W_O_FAT	27345410.207751
Chicken_wing_fried_no_coating_skin_not_eaten_W_BUTTER_NFS	24164120.206802
Corn_white_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	75216222.200220
Tomatoes_red_from_fresh_fried_W_MARGARINE_NFS	74202051.206480
Milk_malted_fortified_chocolate_made_with_milk_W_1_MILK	11526000.202663
Spinach_cooked_from_canned_fat_added_in_cooking_W_BUTTER_NFS	72125223.202807
Peas_cowpeas_field_peas_or_blackeye_peas_not_dried_cooked_from_canned_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75223023.205882
Beef_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27410220.206997
Milk_shake_homemade_or_fountain_type_flavors_other_than_chocolate_W_SKIM_MILK	11541120.202978
Chicken_wing_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24167120.205665
Chicken_or_turkey_and_noodles_no_sauce_mixture_W_MARGARINE_NFS	27242000.207078
Onion_young_green_cooked_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75221060.205874
Broccoli_cooked_from_frozen_fat_added_in_cooking_W_BUTTER_NFS	72201222.200439
Beef_rice_and_vegetables_excluding_carrots_broccoli_and_or_dark_green_leafy_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS	27315220.207631
Oatmeal_cooked_regular_fat_not_added_in_cooking_W_SOY_MILK	56203010.205375
Beef_and_noodles_with_cream_or_white_sauce_mixture_W_BUTTER_NFS	27212300.207304
Peas_and_carrots_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73111221.205966
Corn_yellow_from_canned_cream_style_fat_added_in_cooking_W_BUTTER_NFS	75216193.201845
Lentils_dry_cooked_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	41304990.206623
Chicken_or_turkey_with_dumplings_mixture_W_BUTTER_NFS	27246100.207360
Chicken_or_turkey_dumplings_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_gravy_mixture_W_BUTTER_NFS	27347240.207685
Beef_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_tomato_based_sauce_mixture_W_O_FAT	27311625.207539
Beef_and_noodles_no_sauce_mixture_W_BUTTER_NFS	27212000.204723
Beans_string_cooked_NS_as_to_form_NS_as_to_color_fat_added_in_cooking_W_BUTTER_NFS	75204980.201913
Chicken_or_turkey_noodles_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_cheese_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27343950.207291
Turkey_light_meat_breaded_baked_or_fried_NS_as_to_skin_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24201050.207675
Cabbage_green_cooked_fat_added_in_cooking_W_BUTTER_NFS	75211030.200781
Pudding_chocolate_prepared_from_dry_mix_milk_added_W_WHOLE_MILK	13220120.201111
Beans_string_cooked_from_canned_NS_as_to_color_fat_added_in_cooking_W_BUTTER_NFS	75204983.201183
Pumpkin_cooked_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73201020.207703
Chicken_NS_as_to_part_fried_no_coating_skin_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24104020.205513
Peas_and_corn_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_MFS_INCLUDE_OIL_NFS_	75315020.207738
Carrots_canned_low_sodium_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73103020.207810
Chicken_wing_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_BUTTER_NFS	24167120.207041
Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_BUTTER	24157220.207639
Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_BUTTER_NFS	24147220.207670
Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24137220.205406
Wheat_cream_of_cooked_instant_fat_not_added_in_cooking_W_MILK	56207030.200871
Squash_summer_cooked_from_canned_fat_added_in_cooking_W_BUTTER_NFS	75233023.201322
Chicken_or_turkey_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_cheese_sauce_mixture_W_VEGETABLE_OIL_INCLUDE_OIL_NFS_	27343960.207428
Ham_or_pork_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_cheese_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27320030.207708
Chicken_breast_coated_baked_or_fried_prepared_with_skin_skin_coating_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24127120.205996
Chicken_or_turkey_a_la_king_with_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_cream_white_or_soup_based_sauce_W_O_FAT	27443110.207209
Corn_yellow_canned_low_sodium_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75216320.207762
Peas_with_mushrooms_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75315215.207627
Dirty_rice_W_O_FAT	58163130.206554
Snowpea_pea_pod_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75231022.205857
Okra_batter_dipped_fried_W_MARGARINE_NFS	75414500.204047
Chicken_or_turkey_rice_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_tomato_based_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27345510.207593
Milk_malted_fortified_chocolate_made_with_milk_W_2_MILK	11526000.202280
Grits_cooked_corn_or_hominy_quick_fat_not_added_in_cooking_W_MILK	56201110.206522
Carrots_in_tomato_sauce_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	73111400.207746
Corn_yellow_cooked_from_frozen_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75216122.204522
Chard_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72104220.205757
Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24134220.205432
Kale_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	72119221.206033
Cauliflower_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75214022.205661
Mushrooms_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75219021.205132
Rice_with_beans_and_beef_W_O_FAT	58160135.207650
Beef_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_gravy_mixture_W_O_FAT	27416500.207630
Tuna_noodle_casserole_with_vegetables_cream_or_white_sauce_W_BUTTER_NFS	27350080.207697
Corn_yellow_and_white_cooked_from_canned_fat_added_in_cooking_W_BUTTER_NFS	75216183.206344
Spinach_cooked_from_canned_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72125223.206459
Pork_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27320040.205016
Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_W_O_FAT	24147250.205937
Plantain_fried_NS_as_to_green_or_ripe_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	71900200.206129
Tuna_and_rice_with_mushroom_soup_mixture_W_BUTTER_NFS	27250710.207654
Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24134210.205372
Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_not_eaten_W_MARGARINE_NFS	24134220.206550
Turnip_cooked_from_fresh_fat_added_in_cooking_W_BUTTER_NFS	75234021.207323
Peppers_red_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75226060.201630
Hominy_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75217520.207520
Chicken_or_turkey_and_noodles_with_cream_or_white_sauce_mixture_W_O_FAT	27242300.206919
Red_kidney_beans_dry_cooked_fat_added_in_cooking_W_BUTTER_NFS	41106010.201611
Bulgur_cooked_or_canned_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	56207120.207548
Chicken_or_turkey_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_gravy_mixture_W_O_FAT	27442110.207800
Bean_sprouts_cooked_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75207020.206875
Turnip_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75234021.205160
