FoodCode	Main.food.description	Old.Main.food.description	ModCode	FoodID
11410000	Yogurt_NS_as_to_type_of_milk_or_flavor	Yogurt_NS_as_to_type_of_milk_or_flavor	0	11410000.0
11411010	Yogurt_plain_NS_as_to_type_of_milk	Yogurt_plain_NS_as_to_type_of_milk	0	11411010.0
11411100	Yogurt_plain_whole_milk	Yogurt_plain_whole_milk	0	11411100.0
11411200	Yogurt_plain_low_fat_milk	Yogurt_plain_low_fat_milk	0	11411200.0
11411300	Yogurt_plain_nonfat_milk	Yogurt_plain_nonfat_milk	0	11411300.0
11411400	Yogurt_Greek_plain_whole_milk	Yogurt_Greek_plain_whole_milk	0	11411400.0
11411410	Yogurt_Greek_plain_low_fat	Yogurt_Greek_plain_low_fat	0	11411410.0
11411420	Yogurt_Greek_plain_nonfat_milk	Yogurt_Greek_plain_nonfat_milk	0	11411420.0
11420000	Yogurt_vanilla_NS_as_to_type_of_milk	Yogurt_vanilla_NS_as_to_type_of_milk	0	11420000.0
11421000	Yogurt_vanilla_whole_milk	Yogurt_vanilla_whole_milk	0	11421000.0
11422000	Yogurt_vanilla_low_fat_milk	Yogurt_vanilla_low_fat_milk	0	11422000.0
11422100	Yogurt_vanilla_low_fat_milk_light	Yogurt_vanilla_low_fat_milk_light	0	11422100.0
11423000	Yogurt_vanilla_nonfat_milk	Yogurt_vanilla_nonfat_milk	0	11423000.0
11424000	Yogurt_vanilla_nonfat_milk_light	Yogurt_vanilla_nonfat_milk_light	0	11424000.0
11424500	Yogurt_Greek_vanilla_whole_milk	Yogurt_Greek_vanilla_whole_milk	0	11424500.0
11424510	Yogurt_Greek_vanilla_low_fat	Yogurt_Greek_vanilla_low_fat	0	11424510.0
11424520	Yogurt_Greek_vanilla_nonfat	Yogurt_Greek_vanilla_nonfat	0	11424520.0
11425000	Yogurt_chocolate_NS_as_to_type_of_milk	Yogurt_chocolate_NS_as_to_type_of_milk	0	11425000.0
11426000	Yogurt_chocolate_whole_milk	Yogurt_chocolate_whole_milk	0	11426000.0
11427000	Yogurt_chocolate_nonfat_milk	Yogurt_chocolate_nonfat_milk	0	11427000.0
11428000	Yogurt_Greek_chocolate_nonfat	Yogurt_Greek_chocolate_nonfat	0	11428000.0
11430000	Yogurt_fruit_NS_as_to_type_of_milk	Yogurt_fruit_NS_as_to_type_of_milk	0	11430000.0
11431000	Yogurt_fruit_whole_milk	Yogurt_fruit_whole_milk	0	11431000.0
11432000	Yogurt_fruit_low_fat_milk	Yogurt_fruit_low_fat_milk	0	11432000.0
11432500	Yogurt_fruit_low_fat_milk_light	Yogurt_fruit_low_fat_milk_light	0	11432500.0
11433000	Yogurt_fruit_nonfat_milk	Yogurt_fruit_nonfat_milk	0	11433000.0
11433500	Yogurt_fruit_nonfat_milk_light	Yogurt_fruit_nonfat_milk_light	0	11433500.0
11434000	Yogurt_Greek_fruit_whole_milk	Yogurt_Greek_fruit_whole_milk	0	11434000.0
11434010	Yogurt_Greek_fruit_low_fat	Yogurt_Greek_fruit_low_fat	0	11434010.0
11434020	Yogurt_Greek_fruit_nonfat	Yogurt_Greek_fruit_nonfat	0	11434020.0
11446000	Fruit_and_low_fat_yogurt_parfait	Fruit_and_low_fat_yogurt_parfait	0	11446000.0
11459990	Yogurt_frozen_NS_as_to_flavor_NS_as_to_type_of_milk	Yogurt_frozen_NS_as_to_flavor_NS_as_to_type_of_milk	0	11459990.0
11460000	Yogurt_frozen_flavors_other_than_chocolate_NS_as_to_type_of_milk	Yogurt_frozen_flavors_other_than_chocolate_NS_as_to_type_of_milk	0	11460000.0
11460100	Yogurt_frozen_chocolate_NS_as_to_type_of_milk	Yogurt_frozen_chocolate_NS_as_to_type_of_milk	0	11460100.0
11460150	Yogurt_frozen_NS_as_to_flavor_lowfat_milk	Yogurt_frozen_NS_as_to_flavor_lowfat_milk	0	11460150.0
11460160	Yogurt_frozen_chocolate_lowfat_milk	Yogurt_frozen_chocolate_lowfat_milk	0	11460160.0
11460170	Yogurt_frozen_flavors_other_than_chocolate_lowfat_milk	Yogurt_frozen_flavors_other_than_chocolate_lowfat_milk	0	11460170.0
11460190	Yogurt_frozen_NS_as_to_flavor_nonfat_milk	Yogurt_frozen_NS_as_to_flavor_nonfat_milk	0	11460190.0
11460200	Yogurt_frozen_chocolate_nonfat_milk	Yogurt_frozen_chocolate_nonfat_milk	0	11460200.0
11460250	Yogurt_frozen_flavors_other_than_chocolate_with_sorbet_or_sorbetcoated	Yogurt_frozen_flavors_other_than_chocolate_with_sorbet_or_sorbetcoated	0	11460250.0
11460300	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk	0	11460300.0
11460400	Yogurt_frozen_chocolate_nonfat_milk_with_lowcalorie_sweetener	Yogurt_frozen_chocolate_nonfat_milk_with_lowcalorie_sweetener	0	11460400.0
11460410	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk_with_lowcalorie_sweetener	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk_with_lowcalorie_sweetener	0	11460410.0
11460420	Yogurt_frozen_NS_as_to_flavor_whole_milk	Yogurt_frozen_NS_as_to_flavor_whole_milk	0	11460420.0
11460430	Yogurt_frozen_chocolate_whole_milk	Yogurt_frozen_chocolate_whole_milk	0	11460430.0
11460440	Yogurt_frozen_flavors_other_than_chocolate_whole_milk	Yogurt_frozen_flavors_other_than_chocolate_whole_milk	0	11460440.0
11461000	Yogurt_frozen_chocolatecoated	Yogurt_frozen_chocolatecoated	0	11461000.0
11461200	Yogurt_frozen_sandwich	Yogurt_frozen_sandwich	0	11461200.0
11461250	Yogurt_frozen_cone_chocolate	Yogurt_frozen_cone_chocolate	0	11461250.0
11461260	Yogurt_frozen_cone_flavors_other_than_chocolate	Yogurt_frozen_cone_flavors_other_than_chocolate	0	11461260.0
11461270	Yogurt_frozen_cone_flavors_other_than_chocolate_lowfat_milk	Yogurt_frozen_cone_flavors_other_than_chocolate_lowfat_milk	0	11461270.0
11461280	Yogurt_frozen_cone_chocolate_lowfat_milk	Yogurt_frozen_cone_chocolate_lowfat_milk	0	11461280.0
11480010	Yogurt_whole_milk_baby_food	Yogurt_whole_milk_baby_food	0	11480010.0
11480020	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_NFS	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_NFS	0	11480020.0
11480030	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_iron	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_iron	0	11480030.0
11480040	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_DHA	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_DHA	0	11480040.0
11511000	Chocolate_milk_NFS	Chocolate_milk_NFS	0	11511000.0
11511100	Chocolate_milk_ready_to_drink_whole	Chocolate_milk_ready_to_drink_whole	0	11511100.0
11511200	Chocolate_milk_ready_to_drink_reduced_fat_2	Chocolate_milk_ready_to_drink_reduced_fat_2	0	11511200.0
11511300	Chocolate_milk_ready_to_drink_fat_free_skim	Chocolate_milk_ready_to_drink_fat_free_skim	0	11511300.0
11511400	Chocolate_milk_ready_to_drink_low_fat_1	Chocolate_milk_ready_to_drink_low_fat_1	0	11511400.0
11511550	Chocolate_milk_ready_to_drink_reduced_sugar_NS_as_to_milk	Chocolate_milk_ready_to_drink_reduced_sugar_NS_as_to_milk	0	11511550.0
11511600	Nesquik_chocolate_milk_ready_to_drink_low_fat_1	Nesquik_chocolate_milk_ready_to_drink_low_fat_1	0	11511600.0
11511610	Nesquik_chocolate_milk_ready_to_drink_fat_free_skim	Nesquik_chocolate_milk_ready_to_drink_fat_free_skim	0	11511610.0
11511700	Nesquik_chocolate_milk_ready_to_drink_low_fat_1_no_sugar_added	Nesquik_chocolate_milk_ready_to_drink_low_fat_1_no_sugar_added	0	11511700.0
11512010	Hot_chocolate_Cocoa_ready_to_drink	Hot_chocolate__Cocoa_ready_to_drink	0	11512010.0
11512020	Hot_chocolate_Cocoa_ready_to_drink_made_with_nonfat_milk	Hot_chocolate__Cocoa_ready_to_drink_made_with_nonfat_milk	0	11512020.0
11512030	Hot_chocolate_Cocoa_ready_to_drink_made_with_nondairy_milk	Hot_chocolate__Cocoa_ready_to_drink_made_with_nondairy_milk	0	11512030.0
11512100	Hot_chocolate_Cocoa_ready_to_drink_with_whipped_cream	Hot_chocolate__Cocoa_ready_to_drink_with_whipped_cream	0	11512100.0
11512110	Hot_chocolate_Cocoa_ready_to_drink_made_with_nonfat_milk_and_whipped_cream	Hot_chocolate__Cocoa_ready_to_drink_made_with_nonfat_milk_and_whipped_cream	0	11512110.0
11512120	Hot_chocolate_Cocoa_ready_to_drink_made_with_nondairy_milk_and_whipped_cream	Hot_chocolate__Cocoa_ready_to_drink_made_with_nondairy_milk_and_whipped_cream	0	11512120.0
11513000	Chocolate_milk_made_from_dry_mix_NS_as_to_type_of_milk	Chocolate_milk_made_from_dry_mix_NS_as_to_type_of_milk	0	11513000.0
11513100	Chocolate_milk_made_from_dry_mix_with_whole_milk	Chocolate_milk_made_from_dry_mix_with_whole_milk	0	11513100.0
11513150	Chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_2	Chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_2	0	11513150.0
11513200	Chocolate_milk_made_from_dry_mix_with_low_fat_milk_1	Chocolate_milk_made_from_dry_mix_with_low_fat_milk_1	0	11513200.0
11513300	Chocolate_milk_made_from_dry_mix_with_fat_free_milk_skim	Chocolate_milk_made_from_dry_mix_with_fat_free_milk_skim	0	11513300.0
11513310	Chocolate_milk_made_from_dry_mix_with_nondairy_milk	Chocolate_milk_made_from_dry_mix_with_nondairy_milk	0	11513310.0
11513350	Chocolate_milk_made_from_reduced_sugar_mix_NS_as_to_type_of_milk	Chocolate_milk_made_from_reduced_sugar_mix_NS_as_to_type_of_milk	0	11513350.0
11513355	Chocolate_milk_made_from_reduced_sugar_mix_with_whole_milk	Chocolate_milk_made_from_reduced_sugar_mix_with_whole_milk	0	11513355.0
11513360	Chocolate_milk_made_from_reduced_sugar_mix_with_reduced_fat_milk_2	Chocolate_milk_made_from_reduced_sugar_mix_with_reduced_fat_milk_2	0	11513360.0
11513365	Chocolate_milk_made_from_reduced_sugar_mix_with_low_fat_milk_1	Chocolate_milk_made_from_reduced_sugar_mix_with_low_fat_milk_1	0	11513365.0
11513370	Chocolate_milk_made_from_reduced_sugar_mix_with_fat_free_milk_skim	Chocolate_milk_made_from_reduced_sugar_mix_with_fat_free_milk_skim	0	11513370.0
11513375	Chocolate_milk_made_from_reduced_sugar_mix_with_nondairy_milk	Chocolate_milk_made_from_reduced_sugar_mix_with_nondairy_milk	0	11513375.0
11513380	Nesquik_chocolate_milk_made_from_dry_mix_NS_as_to_type_of_milk	Nesquik_chocolate_milk_made_from_dry_mix_NS_as_to_type_of_milk	0	11513380.0
11513381	Nesquik_chocolate_milk_made_from_dry_mix_with_whole_milk	Nesquik_chocolate_milk_made_from_dry_mix_with_whole_milk	0	11513381.0
11513382	Nesquik_chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_2	Nesquik_chocolate_milk_made_from_dry_mix_with_reduced_fat_milk_2	0	11513382.0
11513383	Nesquik_chocolate_milk_made_from_dry_mix_with_low_fat_milk_1	Nesquik_chocolate_milk_made_from_dry_mix_with_low_fat_milk_1	0	11513383.0
11513384	Nesquik_chocolate_milk_made_from_dry_mix_with_fat_free_milk_skim	Nesquik_chocolate_milk_made_from_dry_mix_with_fat_free_milk_skim	0	11513384.0
11513385	Nesquik_chocolate_milk_made_from_dry_mix_with_nondairy_milk	Nesquik_chocolate_milk_made_from_dry_mix_with_nondairy_milk	0	11513385.0
11513390	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_NS_as_to_type_of_milk	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_NS_as_to_type_of_milk	0	11513390.0
11513391	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_whole_milk	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_whole_milk	0	11513391.0
11513392	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_reduced_fat_milk_2	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_reduced_fat_milk_2	0	11513392.0
11513393	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_low_fat_milk_1	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_low_fat_milk_1	0	11513393.0
11513394	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_fat_free_milk_skim	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_fat_free_milk_skim	0	11513394.0
11513395	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_nondairy_milk	Nesquik_chocolate_milk_made_from_no_sugar_added_dry_mix_with_nondairy_milk	0	11513395.0
11513400	Chocolate_milk_made_from_syrup_NS_as_to_type_of_milk	Chocolate_milk_made_from_syrup_NS_as_to_type_of_milk	0	11513400.0
11513500	Chocolate_milk_made_from_syrup_with_whole_milk	Chocolate_milk_made_from_syrup_with_whole_milk	0	11513500.0
11513550	Chocolate_milk_made_from_syrup_with_reduced_fat_milk_2	Chocolate_milk_made_from_syrup_with_reduced_fat_milk_2	0	11513550.0
11513600	Chocolate_milk_made_from_syrup_with_low_fat_milk_1	Chocolate_milk_made_from_syrup_with_low_fat_milk_1	0	11513600.0
11513700	Chocolate_milk_made_from_syrup_with_fat_free_milk_skim	Chocolate_milk_made_from_syrup_with_fat_free_milk_skim	0	11513700.0
11513750	Chocolate_milk_made_from_syrup_with_nondairy_milk	Chocolate_milk_made_from_syrup_with_nondairy_milk	0	11513750.0
11513800	Chocolate_milk_made_from_light_syrup_NS_as_to_type_of_milk	Chocolate_milk_made_from_light_syrup_NS_as_to_type_of_milk	0	11513800.0
11513801	Chocolate_milk_made_from_light_syrup_with_whole_milk	Chocolate_milk_made_from_light_syrup_with_whole_milk	0	11513801.0
11513802	Chocolate_milk_made_from_light_syrup_with_reduced_fat_milk_2	Chocolate_milk_made_from_light_syrup_with_reduced_fat_milk_2	0	11513802.0
11513803	Chocolate_milk_made_from_light_syrup_with_low_fat_milk_1	Chocolate_milk_made_from_light_syrup_with_low_fat_milk_1	0	11513803.0
11513804	Chocolate_milk_made_from_light_syrup_with_fat_free_milk_skim	Chocolate_milk_made_from_light_syrup_with_fat_free_milk_skim	0	11513804.0
11513805	Chocolate_milk_made_from_light_syrup_with_nondairy_milk	Chocolate_milk_made_from_light_syrup_with_nondairy_milk	0	11513805.0
11513850	Chocolate_milk_made_from_sugar_free_syrup_NS_as_to_type_of_milk	Chocolate_milk_made_from_sugar_free_syrup_NS_as_to_type_of_milk	0	11513850.0
11513851	Chocolate_milk_made_from_sugar_free_syrup_with_whole_milk	Chocolate_milk_made_from_sugar_free_syrup_with_whole_milk	0	11513851.0
11513852	Chocolate_milk_made_from_sugar_free_syrup_with_reduced_fat_milk_2	Chocolate_milk_made_from_sugar_free_syrup_with_reduced_fat_milk_2	0	11513852.0
11513853	Chocolate_milk_made_from_sugar_free_syrup_with_low_fat_milk_1	Chocolate_milk_made_from_sugar_free_syrup_with_low_fat_milk_1	0	11513853.0
11513854	Chocolate_milk_made_from_sugar_free_syrup_with_fat_free_milk_skim	Chocolate_milk_made_from_sugar_free_syrup_with_fat_free_milk_skim	0	11513854.0
11513855	Chocolate_milk_made_from_sugar_free_syrup_with_nondairy_milk	Chocolate_milk_made_from_sugar_free_syrup_with_nondairy_milk	0	11513855.0
11514100	Hot_chocolate_Cocoa_made_with_dry_mix_and_water	Hot_chocolate__Cocoa_made_with_dry_mix_and_water	0	11514100.0
11514110	Hot_chocolate_Cocoa_made_with_dry_mix_and_whole_milk	Hot_chocolate__Cocoa_made_with_dry_mix_and_whole_milk	0	11514110.0
11514120	Hot_chocolate_Cocoa_made_with_dry_mix_and_reduced_fat_milk_2	Hot_chocolate__Cocoa_made_with_dry_mix_and_reduced_fat_milk_2	0	11514120.0
11514130	Hot_chocolate_Cocoa_made_with_dry_mix_and_low_fat_milk_1	Hot_chocolate__Cocoa_made_with_dry_mix_and_low_fat_milk_1	0	11514130.0
11514140	Hot_chocolate_Cocoa_made_with_dry_mix_and_fat_free_milk_skim	Hot_chocolate__Cocoa_made_with_dry_mix_and_fat_free_milk_skim	0	11514140.0
11514150	Hot_chocolate_Cocoa_made_with_dry_mix_and_nondairy_milk	Hot_chocolate__Cocoa_made_with_dry_mix_and_nondairy_milk	0	11514150.0
11514310	Hot_chocolate_Cocoa_made_with_no_sugar_added_dry_mix_and_water	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_water	0	11514310.0
11514320	Hot_chocolate_Cocoa_made_with_no_sugar_added_dry_mix_and_whole_milk	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_whole_milk	0	11514320.0
11514330	Hot_chocolate_Cocoa_made_with_no_sugar_added_dry_mix_and_reduced_fat_milk_2	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_reduced_fat_milk_2	0	11514330.0
11514340	Hot_chocolate_Cocoa_made_with_no_sugar_added_dry_mix_and_low_fat_milk_1	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_low_fat_milk_1	0	11514340.0
11514350	Hot_chocolate_Cocoa_made_with_no_sugar_added_dry_mix_and_fat_free_milk_skim	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_fat_free_milk_skim	0	11514350.0
11514360	Hot_chocolate_Cocoa_made_with_no_sugar_added_dry_mix_and_nondairy_milk	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_nondairy_milk	0	11514360.0
11519040	Strawberry_milk_NFS	Strawberry_milk_NFS	0	11519040.0
11519050	Strawberry_milk_whole	Strawberry_milk_whole	0	11519050.0
11519105	Strawberry_milk_reduced_fat_2	Strawberry_milk_reduced_fat_2	0	11519105.0
11519200	Strawberry_milk_low_fat_1	Strawberry_milk_low_fat_1	0	11519200.0
11519205	Strawberry_milk_fat_free_skim	Strawberry_milk_fat_free_skim	0	11519205.0
11519215	Strawberry_milk_nondairy	Strawberry_milk_nondairy	0	11519215.0
11525000	Milk_malted_natural_flavor_made_with_milk	Milk_malted_natural_flavor_made_with_milk	0	11525000.0
11526000	Milk_malted_chocolate_made_with_milk	Milk_malted_chocolate_made_with_milk	0	11526000.0
11531000	Eggnog_regular	Eggnog_regular	0	11531000.0
11531500	Eggnog_lowfat_light	Eggnog_lowfat__light	0	11531500.0
11541110	Milk_shake_home_recipe_chocolate	Milk_shake_home_recipe_chocolate	0	11541110.0
11541120	Milk_shake_home_recipe_flavors_other_than_chocolate	Milk_shake_home_recipe_flavors_other_than_chocolate	0	11541120.0
11541130	Milk_shake_home_recipe_chocolate_light	Milk_shake_home_recipe_chocolate_light	0	11541130.0
11541135	Milk_shake_home_recipe_flavors_other_than_chocolate_light	Milk_shake_home_recipe_flavors_other_than_chocolate_light	0	11541135.0
11541400	Milk_shake_with_malt	Milk_shake_with_malt	0	11541400.0
11542100	Milk_shake_fast_food_chocolate	Milk_shake_fast_food_chocolate	0	11542100.0
11542200	Milk_shake_fast_food_flavors_other_than_chocolate	Milk_shake_fast_food_flavors_other_than_chocolate	0	11542200.0
11543000	Milk_shake_bottled_chocolate	Milk_shake_bottled_chocolate	0	11543000.0
11543010	Milk_shake_bottled_flavors_other_than_chocolate	Milk_shake_bottled_flavors_other_than_chocolate	0	11543010.0
11551050	Licuado_Batido_milk_fruit_drink	Licuado__Batido_milk_fruit_drink	0	11551050.0
11553100	Fruit_smoothie_NFS	Fruit_smoothie_NFS	0	11553100.0
11553110	Fruit_smoothie_with_whole_fruit_and_dairy	Fruit_smoothie_with_whole_fruit_and_dairy	0	11553110.0
11553120	Fruit_smoothie_with_whole_fruit_and_dairy_added_protein	Fruit_smoothie_with_whole_fruit_and_dairy_added_protein	0	11553120.0
11553130	Fruit_smoothie_juice_drink_with_dairy	Fruit_smoothie_juice_drink_with_dairy	0	11553130.0
11560000	Yoohoo_chocolate_milk_drink	Yoohoo_chocolate_milk_drink	0	11560000.0
11710000	Infant_formula_NFS	Infant_formula_NFS	0	11710000.0
11710050	Similac_Expert_Care_Alimentum_infant_formula_NS_as_to_form	Similac_Expert_Care_Alimentum_infant_formula_NS_as_to_form	0	11710050.0
11710051	Similac_Expert_Care_Alimentum_infant_formula_readytofeed	Similac_Expert_Care_Alimentum_infant_formula_readytofeed	0	11710051.0
11710053	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_water_NFS	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_water_NFS	0	11710053.0
11710054	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_tap_water	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_tap_water	0	11710054.0
11710055	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	11710055.0
11710056	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_baby_water	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_baby_water	0	11710056.0
11710350	Similac_Advance_infant_formula_NS_as_to_form	Similac_Advance_infant_formula_NS_as_to_form	0	11710350.0
11710351	Similac_Advance_infant_formula_readytofeed	Similac_Advance_infant_formula_readytofeed	0	11710351.0
11710352	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS	0	11710352.0
11710353	Similac_Advance_infant_formula_prepared_from_powder_made_with_water_NFS	Similac_Advance_infant_formula_prepared_from_powder_made_with_water_NFS	0	11710353.0
11710354	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water	0	11710354.0
11710355	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water	0	11710355.0
11710356	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water	0	11710356.0
11710357	Similac_Advance_infant_formula_prepared_from_powder_made_with_tap_water	Similac_Advance_infant_formula_prepared_from_powder_made_with_tap_water	0	11710357.0
11710358	Similac_Advance_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac_Advance_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	11710358.0
11710359	Similac_Advance_infant_formula_prepared_from_powder_made_with_baby_water	Similac_Advance_infant_formula_prepared_from_powder_made_with_baby_water	0	11710359.0
11710360	Similac_Advance_Organic_infant_formula_NS_as_to_form	Similac_Advance_Organic_infant_formula_NS_as_to_form	0	11710360.0
11710361	Similac_Advance_Organic_infant_formula_readytofeed	Similac_Advance_Organic_infant_formula_readytofeed	0	11710361.0
11710363	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_water_NFS	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_water_NFS	0	11710363.0
11710367	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_tap_water	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_tap_water	0	11710367.0
11710368	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_plain_bottled_water	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	11710368.0
11710369	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_baby_water	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_baby_water	0	11710369.0
11710370	Similac_Sensitive_infant_formula_NS_as_to_form	Similac_Sensitive_infant_formula_NS_as_to_form	0	11710370.0
