FoodCode	Main.food.description	Old.Main.food.description	ModCode	FoodID
24167123	Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_oil	Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_oil	0	24167123.0
24167124	Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_cooking_spray	Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_cooking_spray	0	24167124.0
24167125	Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	0	24167125.0
24167130	Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	0	24167130.0
24167135	Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	0	24167135.0
24170200	Chicken_back	Chicken_back	0	24170200.0
24180200	Chicken_neck_or_ribs	Chicken_neck_or_ribs	0	24180200.0
24198340	Chicken_tail	Chicken_tail	0	24198340.0
24198440	Chicken_skin	Chicken_skin	0	24198440.0
24198500	Chicken_feet	Chicken_feet	0	24198500.0
24198570	Chicken_canned_meat_only	Chicken_canned_meat_only	0	24198570.0
24198670	Chicken_chicken_roll_roasted	Chicken_chicken_roll_roasted	0	24198670.0
24198690	Chicken_patty_fillet_or_tenders_breaded_cooked_from_fast_food_restaurant	Chicken_patty_fillet_or_tenders_breaded_cooked_from_fast_food__restaurant	0	24198690.0
24198695	Chicken_patty_fillet_or_tenders_breaded_cooked_from_school_lunch	Chicken_patty_fillet_or_tenders_breaded_cooked_from_school_lunch	0	24198695.0
24198700	Chicken_patty_fillet_or_tenders_breaded_cooked	Chicken_patty_fillet_or_tenders_breaded_cooked	0	24198700.0
24198710	Chicken_patty_with_cheese_breaded_cooked	Chicken_patty_with_cheese_breaded_cooked	0	24198710.0
24198720	Chicken_ground	Chicken_ground	0	24198720.0
24198730	Chicken_nuggets_from_fast_food_restaurant	Chicken_nuggets_from_fast_food__restaurant	0	24198730.0
24198735	Chicken_nuggets_from_school_lunch	Chicken_nuggets_from_school_lunch	0	24198735.0
24198740	Chicken_nuggets	Chicken_nuggets	0	24198740.0
24198840	Fried_chicken_chunks_Puerto_Rican_style_Chicharrones_de_pollo	Fried_chicken_chunks_Puerto_Rican_style_Chicharrones_de_pollo	0	24198840.0
24201000	Turkey_NFS	Turkey_NFS	0	24201000.0
24201010	Turkey_light_meat_cooked_NS_as_to_skin_eaten	Turkey_light_meat_cooked_NS_as_to_skin_eaten	0	24201010.0
24201020	Turkey_light_meat_cooked_skin_not_eaten	Turkey_light_meat_cooked_skin_not_eaten	0	24201020.0
24201030	Turkey_light_meat_cooked_skin_eaten	Turkey_light_meat_cooked_skin_eaten	0	24201030.0
24201050	Turkey_light_meat_breaded_baked_or_fried_NS_as_to_skin_eaten	Turkey_light_meat_breaded_baked_or_fried_NS_as_to_skin_eaten	0	24201050.0
24201060	Turkey_light_meat_breaded_baked_or_fried_skin_not_eaten	Turkey_light_meat_breaded_baked_or_fried_skin_not_eaten	0	24201060.0
24201070	Turkey_light_meat_breaded_baked_or_fried_skin_eaten	Turkey_light_meat_breaded_baked_or_fried_skin_eaten	0	24201070.0
24201110	Turkey_light_meat_roasted_NS_as_to_skin_eaten	Turkey_light_meat_roasted_NS_as_to_skin_eaten	0	24201110.0
24201120	Turkey_light_meat_roasted_skin_not_eaten	Turkey_light_meat_roasted_skin_not_eaten	0	24201120.0
24201130	Turkey_light_meat_roasted_skin_eaten	Turkey_light_meat_roasted_skin_eaten	0	24201130.0
24201210	Turkey_dark_meat_roasted_NS_as_to_skin_eaten	Turkey_dark_meat_roasted_NS_as_to_skin_eaten	0	24201210.0
24201220	Turkey_dark_meat_roasted_skin_not_eaten	Turkey_dark_meat_roasted_skin_not_eaten	0	24201220.0
24201230	Turkey_dark_meat_roasted_skin_eaten	Turkey_dark_meat_roasted_skin_eaten	0	24201230.0
24201310	Turkey_light_and_dark_meat_roasted_NS_as_to_skin_eaten	Turkey_light_and_dark_meat_roasted_NS_as_to_skin_eaten	0	24201310.0
24201320	Turkey_light_and_dark_meat_roasted_skin_not_eaten	Turkey_light_and_dark_meat_roasted_skin_not_eaten	0	24201320.0
24201330	Turkey_light_and_dark_meat_roasted_skin_eaten	Turkey_light_and_dark_meat_roasted_skin_eaten	0	24201330.0
24201350	Turkey_light_or_dark_meat_battered_fried_NS_as_to_skin_eaten	Turkey_light_or_dark_meat_battered_fried_NS_as_to_skin_eaten	0	24201350.0
24201360	Turkey_light_or_dark_meat_battered_fried_skin_not_eaten	Turkey_light_or_dark_meat_battered_fried_skin_not_eaten	0	24201360.0
24201370	Turkey_light_or_dark_meat_battered_fried_skin_eaten	Turkey_light_or_dark_meat_battered_fried_skin_eaten	0	24201370.0
24201400	Turkey_light_or_dark_meat_stewed_NS_as_to_skin_eaten	Turkey_light_or_dark_meat_stewed_NS_as_to_skin_eaten	0	24201400.0
24201410	Turkey_light_or_dark_meat_stewed_skin_not_eaten	Turkey_light_or_dark_meat_stewed_skin_not_eaten	0	24201410.0
24201420	Turkey_light_or_dark_meat_stewed_skin_eaten	Turkey_light_or_dark_meat_stewed_skin_eaten	0	24201420.0
24201500	Turkey_light_or_dark_meat_smoked_cooked_NS_as_to_skin_eaten	Turkey_light_or_dark_meat_smoked_cooked_NS_as_to_skin_eaten	0	24201500.0
24201510	Turkey_light_or_dark_meat_smoked_cooked_skin_eaten	Turkey_light_or_dark_meat_smoked_cooked_skin_eaten	0	24201510.0
24201520	Turkey_light_or_dark_meat_smoked_cooked_skin_not_eaten	Turkey_light_or_dark_meat_smoked_cooked_skin_not_eaten	0	24201520.0
24202000	Turkey_drumstick_cooked_NS_as_to_skin_eaten	Turkey_drumstick_cooked_NS_as_to_skin_eaten	0	24202000.0
24202010	Turkey_drumstick_cooked_skin_not_eaten	Turkey_drumstick_cooked_skin_not_eaten	0	24202010.0
24202020	Turkey_drumstick_cooked_skin_eaten	Turkey_drumstick_cooked_skin_eaten	0	24202020.0
24202050	Turkey_drumstick_roasted_NS_as_to_skin_eaten	Turkey_drumstick_roasted_NS_as_to_skin_eaten	0	24202050.0
24202060	Turkey_drumstick_roasted_skin_not_eaten	Turkey_drumstick_roasted_skin_not_eaten	0	24202060.0
24202070	Turkey_drumstick_roasted_skin_eaten	Turkey_drumstick_roasted_skin_eaten	0	24202070.0
24202120	Turkey_drumstick_smoked_cooked_skin_eaten	Turkey_drumstick_smoked_cooked_skin_eaten	0	24202120.0
24202450	Turkey_thigh_cooked_NS_as_to_skin_eaten	Turkey_thigh_cooked_NS_as_to_skin_eaten	0	24202450.0
24202460	Turkey_thigh_cooked_skin_eaten	Turkey_thigh_cooked_skin_eaten	0	24202460.0
24202500	Turkey_thigh_cooked_skin_not_eaten	Turkey_thigh_cooked_skin_not_eaten	0	24202500.0
24202600	Turkey_neck_cooked	Turkey_neck_cooked	0	24202600.0
24203000	Turkey_wing_cooked_NS_as_to_skin_eaten	Turkey_wing_cooked_NS_as_to_skin_eaten	0	24203000.0
24203010	Turkey_wing_cooked_skin_not_eaten	Turkey_wing_cooked_skin_not_eaten	0	24203010.0
24203020	Turkey_wing_cooked_skin_eaten	Turkey_wing_cooked_skin_eaten	0	24203020.0
24203120	Turkey_wing_smoked_cooked_skin_eaten	Turkey_wing_smoked_cooked_skin_eaten	0	24203120.0
24205000	Turkey_tail_cooked	Turkey_tail_cooked	0	24205000.0
24205100	Turkey_back_cooked	Turkey_back_cooked	0	24205100.0
24206000	Turkey_canned	Turkey_canned	0	24206000.0
24207000	Turkey_ground	Turkey_ground	0	24207000.0
24208000	Turkey_nuggets	Turkey_nuggets	0	24208000.0
24208500	Turkey_bacon_cooked	Turkey_bacon_cooked	0	24208500.0
24208510	Turkey_bacon_reduced_sodium_cooked	Turkey_bacon_reduced_sodium_cooked	0	24208510.0
24300100	Duck_cooked_NS_as_to_skin_eaten	Duck_cooked_NS_as_to_skin_eaten	0	24300100.0
24300110	Duck_cooked_skin_eaten	Duck_cooked_skin_eaten	0	24300110.0
24300120	Duck_cooked_skin_not_eaten	Duck_cooked_skin_not_eaten	0	24300120.0
24301000	Duck_roasted_NS_as_to_skin_eaten	Duck_roasted_NS_as_to_skin_eaten	0	24301000.0
24301010	Duck_roasted_skin_eaten	Duck_roasted_skin_eaten	0	24301010.0
24301020	Duck_roasted_skin_not_eaten	Duck_roasted_skin_not_eaten	0	24301020.0
24301210	Duck_battered_fried	Duck_battered_fried	0	24301210.0
24302010	Duck_pressed_Chinese	Duck_pressed_Chinese	0	24302010.0
24311010	Goose_wild_roasted	Goose_wild_roasted	0	24311010.0
24400000	Cornish_game_hen_cooked_NS_as_to_skin_eaten	Cornish_game_hen_cooked_NS_as_to_skin_eaten	0	24400000.0
24400010	Cornish_game_hen_cooked_skin_eaten	Cornish_game_hen_cooked_skin_eaten	0	24400010.0
24400020	Cornish_game_hen_cooked_skin_not_eaten	Cornish_game_hen_cooked_skin_not_eaten	0	24400020.0
24401000	Cornish_game_hen_roasted_NS_as_to_skin_eaten	Cornish_game_hen_roasted_NS_as_to_skin_eaten	0	24401000.0
24401010	Cornish_game_hen_roasted_skin_eaten	Cornish_game_hen_roasted_skin_eaten	0	24401010.0
24401020	Cornish_game_hen_roasted_skin_not_eaten	Cornish_game_hen_roasted_skin_not_eaten	0	24401020.0
24402100	Dove_cooked_NS_as_to_cooking_method	Dove_cooked_NS_as_to_cooking_method	0	24402100.0
24402110	Dove_fried	Dove_fried	0	24402110.0
24403100	Quail_cooked	Quail_cooked	0	24403100.0
24404100	Pheasant_cooked	Pheasant_cooked	0	24404100.0
24701000	Chicken_baby_food_NS_as_to_strained_or_junior	Chicken_baby_food_NS_as_to_strained_or_junior	0	24701000.0
24701010	Chicken_baby_food_strained	Chicken_baby_food_strained	0	24701010.0
24701020	Chicken_baby_food_junior	Chicken_baby_food_junior	0	24701020.0
24703000	Turkey_baby_food_NS_as_to_strained_or_junior	Turkey_baby_food_NS_as_to_strained_or_junior	0	24703000.0
24703010	Turkey_baby_food_strained	Turkey_baby_food_strained	0	24703010.0
24703020	Turkey_baby_food_junior	Turkey_baby_food_junior	0	24703020.0
24705010	Chicken_stick_baby_food	Chicken_stick_baby_food	0	24705010.0
24706010	Turkey_stick_baby_food	Turkey_stick_baby_food	0	24706010.0
25110120	Beef_liver_braised	Beef_liver_braised	0	25110120.0
25110140	Beef_liver_fried	Beef_liver_fried	0	25110140.0
25110420	Chicken_liver_braised	Chicken_liver_braised	0	25110420.0
25110450	Chicken_liver_fried	Chicken_liver_fried	0	25110450.0
25112200	Liver_paste_or_pate_chicken	Liver_paste_or_pate_chicken	0	25112200.0
25120000	Heart_cooked	Heart_cooked	0	25120000.0
25130000	Kidney_cooked	Kidney_cooked	0	25130000.0
25140110	Sweetbreads_cooked	Sweetbreads_cooked	0	25140110.0
25150000	Brains_cooked	Brains_cooked	0	25150000.0
25160000	Tongue_cooked	Tongue_cooked	0	25160000.0
25160110	Tongue_smoked_cured_or_pickled_cooked	Tongue_smoked_cured_or_pickled_cooked	0	25160110.0
25160130	Tongue_pot_roast_Puerto_Rican_style_Lengua_al_caldero	Tongue_pot_roast_Puerto_Rican_style_Lengua_al_caldero	0	25160130.0
25170110	Tripe_cooked	Tripe_cooked	0	25170110.0
25170210	Chitterlings_cooked	Chitterlings_cooked	0	25170210.0
25170310	Hog_maws_stomach_cooked	Hog_maws_stomach_cooked	0	25170310.0
25170420	Gizzard_cooked	Gizzard_cooked	0	25170420.0
25210110	Frankfurter_wiener_or_hot_dog_NFS	Frankfurter_wiener_or_hot_dog_NFS	0	25210110.0
25210150	Frankfurter_or_hot_dog_cheesefilled	Frankfurter_or_hot_dog_cheesefilled	0	25210150.0
25210210	Frankfurter_or_hot_dog_beef	Frankfurter_or_hot_dog_beef	0	25210210.0
25210220	Frankfurter_or_hot_dog_beef_and_pork	Frankfurter_or_hot_dog_beef_and_pork	0	25210220.0
25210240	Frankfurter_or_hot_dog_beef_and_pork_reduced_fat_or_light	Frankfurter_or_hot_dog_beef_and_pork_reduced_fat_or_light	0	25210240.0
25210250	Frankfurter_or_hot_dog_meat_and_poultry_fat_free	Frankfurter_or_hot_dog_meat_and_poultry_fat_free	0	25210250.0
25210280	Frankfurter_or_hot_dog_meat_and_poultry	Frankfurter_or_hot_dog_meat_and_poultry	0	25210280.0
25210290	Frankfurter_or_hot_dog_meat_and_poultry_reduced_fat_or_light	Frankfurter_or_hot_dog_meat_and_poultry_reduced_fat_or_light	0	25210290.0
25210310	Frankfurter_or_hot_dog_chicken	Frankfurter_or_hot_dog_chicken	0	25210310.0
25210410	Frankfurter_or_hot_dog_turkey	Frankfurter_or_hot_dog_turkey	0	25210410.0
25210620	Frankfurter_or_hot_dog_beef_reduced_fat_or_light	Frankfurter_or_hot_dog_beef_reduced_fat_or_light	0	25210620.0
25210750	Frankfurter_or_hot_dog_reduced_fat_or_light_NFS	Frankfurter_or_hot_dog_reduced_fat_or_light_NFS	0	25210750.0
25220010	Cold_cut_NFS	Cold_cut_NFS	0	25220010.0
25220105	Beef_sausage	Beef_sausage	0	25220105.0
25220106	Beef_sausage_reduced_fat	Beef_sausage_reduced_fat	0	25220106.0
25220108	Beef_sausage_reduced_sodium	Beef_sausage_reduced_sodium	0	25220108.0
25220150	Beef_sausage_with_cheese	Beef_sausage_with_cheese	0	25220150.0
25220210	Blood_sausage	Blood_sausage	0	25220210.0
25220350	Bratwurst	Bratwurst	0	25220350.0
25220360	Bratwurst_with_cheese	Bratwurst_with_cheese	0	25220360.0
25220390	Bologna_beef_lowfat	Bologna_beef_lowfat	0	25220390.0
25220400	Bologna_pork_and_beef	Bologna_pork_and_beef	0	25220400.0
25220410	Bologna_NFS	Bologna_NFS	0	25220410.0
25220420	Bologna_Lebanon	Bologna_Lebanon	0	25220420.0
25220430	Bologna_beef	Bologna_beef	0	25220430.0
25220440	Bologna_turkey	Bologna_turkey	0	25220440.0
25220450	Bologna_ring_smoked	Bologna_ring_smoked	0	25220450.0
25220460	Bologna_pork	Bologna_pork	0	25220460.0
25220470	Bologna_beef_lower_sodium	Bologna_beef_lower_sodium	0	25220470.0
25220480	Bologna_chicken_beef_and_pork	Bologna_chicken_beef_and_pork	0	25220480.0
25220490	Bologna_with_cheese	Bologna_with_cheese	0	25220490.0
25220500	Bologna_beef_and_pork_lowfat	Bologna_beef_and_pork_lowfat	0	25220500.0
25220510	Capicola	Capicola	0	25220510.0
25220650	Turkey_or_chicken_and_beef_sausage	Turkey_or_chicken_and_beef_sausage	0	25220650.0
25220710	Chorizo	Chorizo	0	25220710.0
25220910	Head_cheese	Head_cheese	0	25220910.0
25221110	Knockwurst	Knockwurst	0	25221110.0
25221210	Mortadella	Mortadella	0	25221210.0
25221250	Pepperoni	Pepperoni	0	25221250.0
25221310	Polish_sausage	Polish_sausage	0	25221310.0
25221350	Italian_sausage	Italian_sausage	0	25221350.0
25221400	Sausage_not_cold_cut_NFS	Sausage_not_cold_cut_NFS	0	25221400.0
25221405	Pork_sausage	Pork_sausage	0	25221405.0
25221406	Pork_sausage_reduced_fat	Pork_sausage_reduced_fat	0	25221406.0
25221408	Pork_sausage_reduced_sodium	Pork_sausage_reduced_sodium	0	25221408.0
25221450	Pork_sausage_rice_links	Pork_sausage_rice_links	0	25221450.0
25221460	Pork_and_beef_sausage	Pork_and_beef_sausage	0	25221460.0
25221500	Salami_NFS	Salami_NFS	0	25221500.0
25221510	Salami_soft_cooked	Salami_soft_cooked	0	25221510.0
25221520	Salami_dry_or_hard	Salami_dry_or_hard	0	25221520.0
25221530	Salami_beef	Salami_beef	0	25221530.0
25221610	Scrapple_cooked	Scrapple_cooked	0	25221610.0
25221710	Souse	Souse	0	25221710.0
25221810	Thuringer	Thuringer	0	25221810.0
25221830	Turkey_or_chicken_sausage	Turkey_or_chicken_sausage	0	25221830.0
25221855	Turkey_or_chicken_sausage_reduced_sodium	Turkey_or_chicken_sausage_reduced_sodium	0	25221855.0
25221860	Turkey_or_chicken_sausage_reduced_fat	Turkey_or_chicken_sausage_reduced_fat	0	25221860.0
25221870	Turkey_or_chicken_and_pork_sausage	Turkey_or_chicken_and_pork_sausage	0	25221870.0
25221875	Turkey_or_chicken_pork_and_beef_sausage_reduced_sodium	Turkey_or_chicken_pork_and_beef_sausage_reduced_sodium	0	25221875.0
25221910	Vienna_sausage_canned	Vienna_sausage_canned	0	25221910.0
25221950	Pickled_sausage	Pickled_sausage	0	25221950.0
25230110	Luncheon_meat_NFS	Luncheon_meat_NFS	0	25230110.0
25230210	Ham_sliced_prepackaged_or_deli_luncheon_meat	Ham_sliced_prepackaged_or_deli_luncheon_meat	0	25230210.0
25230220	Ham_sliced_low_salt_prepackaged_or_deli_luncheon_meat	Ham_sliced_low_salt_prepackaged_or_deli_luncheon_meat	0	25230220.0
25230230	Ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat	Ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat	0	25230230.0
25230235	Ham_sliced_extra_lean_lower_sodium_prepackaged_or_deli_luncheon_meat	Ham_sliced_extra_lean_lower_sodium_prepackaged_or_deli_luncheon_meat	0	25230235.0
25230310	Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat	Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat	0	25230310.0
25230410	Ham_loaf_luncheon_meat	Ham_loaf_luncheon_meat	0	25230410.0
25230430	Ham_and_cheese_loaf	Ham_and_cheese_loaf	0	25230430.0
25230450	Honey_loaf	Honey_loaf	0	25230450.0
25230510	Ham_luncheon_meat_chopped_minced_pressed_spiced_not_canned	Ham_luncheon_meat_chopped_minced_pressed_spiced_not_canned	0	25230510.0
25230520	Ham_luncheon_meat_chopped_minced_pressed_spiced_lowfat_not_canned	Ham_luncheon_meat_chopped_minced_pressed_spiced_lowfat_not_canned	0	25230520.0
25230530	Ham_and_pork_luncheon_meat_chopped_minced_pressed_spiced_canned	Ham_and_pork_luncheon_meat_chopped_minced_pressed_spiced_canned	0	25230530.0
25230540	Ham_pork_and_chicken_luncheon_meat_chopped_minced_pressed_spiced_canned	Ham_pork_and_chicken_luncheon_meat_chopped_minced_pressed_spiced_canned	0	25230540.0
25230550	Ham_pork_and_chicken_luncheon_meat_chopped_minced_pressed_spiced_canned_reduced_sodium	Ham_pork_and_chicken_luncheon_meat_chopped_minced_pressed_spiced_canned_reduced_sodium	0	25230550.0
25230560	Liverwurst	Liverwurst	0	25230560.0
25230610	Luncheon_loaf_olive_pickle_or_pimiento	Luncheon_loaf_olive_pickle_or_pimiento	0	25230610.0
25230710	Sandwich_loaf_luncheon_meat	Sandwich_loaf_luncheon_meat	0	25230710.0
25230790	Turkey_ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat	Turkey_ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat	0	25230790.0
25230800	Turkey_ham	Turkey_ham	0	25230800.0
25230820	Turkey_pastrami	Turkey_pastrami	0	25230820.0
25230840	Turkey_salami	Turkey_salami	0	25230840.0
25230900	Turkey_or_chicken_breast_prepackaged_or_deli_luncheon_meat	Turkey_or_chicken_breast_prepackaged_or_deli_luncheon_meat	0	25230900.0
25230905	Turkey_or_chicken_breast_low_salt_prepackaged_or_deli_luncheon_meat	Turkey_or_chicken_breast_low_salt_prepackaged_or_deli_luncheon_meat	0	25230905.0
25231110	Beef_sliced_prepackaged_or_deli_luncheon_meat	Beef_sliced_prepackaged_or_deli_luncheon_meat	0	25231110.0
25231150	Corned_beef_pressed	Corned_beef_pressed	0	25231150.0
25240000	Meat_spread_or_potted_meat_NFS	Meat_spread_or_potted_meat_NFS	0	25240000.0
25240110	Chicken_salad_spread	Chicken_salad_spread	0	25240110.0
25240210	Ham_deviled_or_potted	Ham_deviled_or_potted	0	25240210.0
25240220	Ham_salad_spread	Ham_salad_spread	0	25240220.0
25240310	Roast_beef_spread	Roast_beef_spread	0	25240310.0
25240320	Corned_beef_spread	Corned_beef_spread	0	25240320.0
26100100	Fish_NS_as_to_type_raw	Fish_NS_as_to_type_raw	0	26100100.0
26100110	Fish_NS_as_to_type_cooked_NS_as_to_cooking_method	Fish_NS_as_to_type_cooked_NS_as_to_cooking_method	0	26100110.0
26100120	Fish_NS_as_to_type_baked_or_broiled_made_with_oil	Fish_NS_as_to_type_baked_or_broiled_made_with_oil	0	26100120.0
26100121	Fish_NS_as_to_type_baked_or_broiled_made_with_butter	Fish_NS_as_to_type_baked_or_broiled_made_with_butter	0	26100121.0
26100122	Fish_NS_as_to_type_baked_or_broiled_made_with_margarine	Fish_NS_as_to_type_baked_or_broiled_made_with_margarine	0	26100122.0
26100123	Fish_NS_as_to_type_baked_or_broiled_made_without_fat	Fish_NS_as_to_type_baked_or_broiled_made_without_fat	0	26100123.0
26100124	Fish_NS_as_to_type_baked_or_broiled_made_with_cooking_spray	Fish_NS_as_to_type_baked_or_broiled_made_with_cooking_spray	0	26100124.0
26100130	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_oil	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_oil	0	26100130.0
26100131	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_butter	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_butter	0	26100131.0
26100132	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_margarine	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_margarine	0	26100132.0
26100133	Fish_NS_as_to_type_coated_baked_or_broiled_made_without_fat	Fish_NS_as_to_type_coated_baked_or_broiled_made_without_fat	0	26100133.0
26100134	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_cooking_spray	Fish_NS_as_to_type_coated_baked_or_broiled_made_with_cooking_spray	0	26100134.0
26100140	Fish_NS_as_to_type_coated_fried_made_with_oil	Fish_NS_as_to_type_coated_fried_made_with_oil	0	26100140.0
26100141	Fish_NS_as_to_type_coated_fried_made_with_butter	Fish_NS_as_to_type_coated_fried_made_with_butter	0	26100141.0
26100142	Fish_NS_as_to_type_coated_fried_made_with_margarine	Fish_NS_as_to_type_coated_fried_made_with_margarine	0	26100142.0
26100143	Fish_NS_as_to_type_coated_fried_made_without_fat	Fish_NS_as_to_type_coated_fried_made_without_fat	0	26100143.0
26100144	Fish_NS_as_to_type_coated_fried_made_with_cooking_spray	Fish_NS_as_to_type_coated_fried_made_with_cooking_spray	0	26100144.0
26100160	Fish_NS_as_to_type_steamed	Fish_NS_as_to_type_steamed	0	26100160.0
26100170	Fish_NS_as_to_type_dried	Fish_NS_as_to_type_dried	0	26100170.0
26100180	Fish_NS_as_to_type_canned	Fish_NS_as_to_type_canned	0	26100180.0
26100190	Fish_NS_as_to_type_smoked	Fish_NS_as_to_type_smoked	0	26100190.0
26100200	Fish_NS_as_to_type_from_fast_food	Fish_NS_as_to_type_from_fast_food	0	26100200.0
26100260	Fish_stick_patty_or_nugget_from_fast_food	Fish_stick_patty_or_nugget_from_fast_food	0	26100260.0
26100270	Fish_stick_patty_or_nugget_from_restaurant_home_or_other_place	Fish_stick_patty_or_nugget_from_restaurant_home_or_other_place	0	26100270.0
26101110	Anchovy_cooked_NS_as_to_cooking_method	Anchovy_cooked_NS_as_to_cooking_method	0	26101110.0
26101180	Anchovy_canned	Anchovy_canned	0	26101180.0
26103110	Barracuda_cooked_NS_as_to_cooking_method	Barracuda_cooked_NS_as_to_cooking_method	0	26103110.0
26103120	Barracuda_baked_or_broiled_fat_added_in_cooking	Barracuda_baked_or_broiled_fat_added_in_cooking	0	26103120.0
26103121	Barracuda_baked_or_broiled_fat_not_added_in_cooking	Barracuda_baked_or_broiled_fat_not_added_in_cooking	0	26103121.0
26103130	Barracuda_coated_baked_or_broiled_fat_added_in_cooking	Barracuda_coated_baked_or_broiled_fat_added_in_cooking	0	26103130.0
26103131	Barracuda_coated_baked_or_broiled_fat_not_added_in_cooking	Barracuda_coated_baked_or_broiled_fat_not_added_in_cooking	0	26103131.0
26103140	Barracuda_coated_fried	Barracuda_coated_fried	0	26103140.0
26103160	Barracuda_steamed_or_poached	Barracuda_steamed_or_poached	0	26103160.0
26105110	Carp_cooked_NS_as_to_cooking_method	Carp_cooked_NS_as_to_cooking_method	0	26105110.0
26105120	Carp_baked_or_broiled_fat_added_in_cooking	Carp_baked_or_broiled_fat_added_in_cooking	0	26105120.0
26105121	Carp_baked_or_broiled_fat_not_added_in_cooking	Carp_baked_or_broiled_fat_not_added_in_cooking	0	26105121.0
26105130	Carp_coated_baked_or_broiled_fat_added_in_cooking	Carp_coated_baked_or_broiled_fat_added_in_cooking	0	26105130.0
26105131	Carp_coated_baked_or_broiled_fat_not_added_in_cooking	Carp_coated_baked_or_broiled_fat_not_added_in_cooking	0	26105131.0
26105140	Carp_coated_fried	Carp_coated_fried	0	26105140.0
26105160	Carp_steamed_or_poached	Carp_steamed_or_poached	0	26105160.0
26105190	Carp_smoked	Carp_smoked	0	26105190.0
26107110	Catfish_cooked_NS_as_to_cooking_method	Catfish_cooked_NS_as_to_cooking_method	0	26107110.0
26107120	Catfish_baked_or_broiled_made_with_oil	Catfish_baked_or_broiled_made_with_oil	0	26107120.0
26107121	Catfish_baked_or_broiled_made_with_butter	Catfish_baked_or_broiled_made_with_butter	0	26107121.0
26107122	Catfish_baked_or_broiled_made_with_margarine	Catfish_baked_or_broiled_made_with_margarine	0	26107122.0
26107123	Catfish_baked_or_broiled_made_without_fat	Catfish_baked_or_broiled_made_without_fat	0	26107123.0
26107124	Catfish_baked_or_broiled_made_with_cooking_spray	Catfish_baked_or_broiled_made_with_cooking_spray	0	26107124.0
26107130	Catfish_coated_baked_or_broiled_made_with_oil	Catfish_coated_baked_or_broiled_made_with_oil	0	26107130.0
26107131	Catfish_coated_baked_or_broiled_made_with_butter	Catfish_coated_baked_or_broiled_made_with_butter	0	26107131.0
26107132	Catfish_coated_baked_or_broiled_made_with_margarine	Catfish_coated_baked_or_broiled_made_with_margarine	0	26107132.0
26107133	Catfish_coated_baked_or_broiled_made_without_fat	Catfish_coated_baked_or_broiled_made_without_fat	0	26107133.0
26107134	Catfish_coated_baked_or_broiled_made_with_cooking_spray	Catfish_coated_baked_or_broiled_made_with_cooking_spray	0	26107134.0
26107140	Catfish_coated_fried_made_with_oil	Catfish_coated_fried_made_with_oil	0	26107140.0
26107141	Catfish_coated_fried_made_with_butter	Catfish_coated_fried_made_with_butter	0	26107141.0
26107142	Catfish_coated_fried_made_with_margarine	Catfish_coated_fried_made_with_margarine	0	26107142.0
26107143	Catfish_coated_fried_made_without_fat	Catfish_coated_fried_made_without_fat	0	26107143.0
26107144	Catfish_coated_fried_made_with_cooking_spray	Catfish_coated_fried_made_with_cooking_spray	0	26107144.0
26107160	Catfish_steamed_or_poached	Catfish_steamed_or_poached	0	26107160.0
26109110	Cod_cooked_NS_as_to_cooking_method	Cod_cooked_NS_as_to_cooking_method	0	26109110.0
26109120	Cod_baked_or_broiled_made_with_oil	Cod_baked_or_broiled_made_with_oil	0	26109120.0
26109121	Cod_baked_or_broiled_made_with_butter	Cod_baked_or_broiled_made_with_butter	0	26109121.0
26109122	Cod_baked_or_broiled_made_with_margarine	Cod_baked_or_broiled_made_with_margarine	0	26109122.0
26109123	Cod_baked_or_broiled_made_without_fat	Cod_baked_or_broiled_made_without_fat	0	26109123.0
26109124	Cod_baked_or_broiled_made_with_cooking_spray	Cod_baked_or_broiled_made_with_cooking_spray	0	26109124.0
