FoodCode	Main.food.description
11512120	Starbucks
11512120	made_from_syrup_tablet_or_bar
11513300	nonfat_milk
11513310	almond_coconut_rice_or_soy_milk
11513350	less_sugar_sugar_free_or_fat_free_mix
11513355	less_sugar_sugar_free_or_fat_free_mix
11513360	less_sugar_sugar_free_or_fat_free_mix
11513365	less_sugar_sugar_free_or_fat_free_mix
11513370	less_sugar_sugar_free_or_fat_free_mix
11513370	nonfat_milk
11513375	almond_coconut_rice_or_soy_milk
11513380	regular_reduced_or_less_sugar
11513380	25_less_sugar
11513381	regular_reduced_or_less_sugar
11513381	25_less_sugar
11513382	regular_reduced_or_less_sugar
11513382	25_less_sugar
11513383	regular_reduced_or_less_sugar
11513383	25_less_sugar
11513384	nonfat_milk
11513384	regular_reduced_or_less_sugar
11513384	25_less_sugar
11513385	almond_coconut_rice_or_soy_milk
11513390	sugar_free_mix
11513391	sugar_free_mix
11513392	sugar_free_mix
11513393	sugar_free_mix
11513394	nonfat_milk
11513394	sugar_free_mix
11513395	almond_coconut_rice_or_soy_milk
11513400	Nesquik
11513400	Hersheys
11513500	Nesquik
11513500	Hersheys
11513550	Nesquik
11513550	Hersheys
11513600	Nesquik
11513600	Hersheys
11513700	nonfat_milk
11513700	Nesquik
11513700	Hersheys
11513750	almond_coconut_rice_or_soy_milk
11513800	Hersheys_Lite
11513801	Hersheys_Lite
11513802	Hersheys_Lite
11513803	Hersheys_Lite
11513804	nonfat_milk
11513804	Hersheys_Lite
11513805	almond_coconut_rice_or_soy_milk
11513850	Hersheys
11513851	Hersheys
11513852	Hersheys
11513853	Hersheys
11513854	nonfat_milk
11513854	Hersheys
11513855	almond_coconut_rice_or_soy_milk
11514100	cocoa_mix_NFS
11514100	Swiss_Miss
11514100	Hersheys
11514100	Nestles
11514100	Carnation
11514100	mint_flavored
11514110	cocoa_mix_NFS
11514110	Swiss_Miss
11514110	Hersheys
11514110	Nestles
11514110	Carnation
11514120	cocoa_mix_NFS
11514120	Swiss_Miss
11514120	Hersheys
11514120	Nestles
11514120	Carnation
11514120	NS_as_to_type_of_milk
11514130	cocoa_mix_NFS
11514130	Swiss_Miss
11514130	Hersheys
11514130	Nestles
11514130	Carnation
11514140	nonfat_milk
11514140	cocoa_mix_NFS
11514140	Swiss_Miss
11514140	Hersheys
11514140	Nestles
11514140	Carnation
11514150	almond_coconut_rice_and_soy_milk
11514150	cocoa_mix_NFS
11514150	Swiss_Miss
11514150	Hersheys
11514150	Nestles
11514150	Carnation
11514310	fat_free_light_diet_or_sugar_free_mix
11514310	Swiss_Miss
11514310	Hersheys
11514310	Nestles
11514310	Carnation
11514320	fat_free_light_diet_or_sugar_free
11514320	Swiss_Miss
11514320	Hersheys
11514320	Nestles
11514320	Carnation
11514330	fat_free_light_diet_or_sugar_free_mix
11514330	Swiss_Miss
11514330	Hersheys
11514330	Nestles
11514330	Carnation
11514330	NS_as_to_type_of_milk
11514340	fat_free_light_diet_or_sugar_free_mix
11514340	Swiss_Miss
11514340	Hersheys
11514340	Nestles
11514340	Carnation
11514350	nonfat_milk
11514350	fat_free_light_diet_or_sugar_free_mix
11514350	Swiss_Miss
11514350	Hersheys
11514350	Nestles
11514350	Carnation
11514360	almond_coconut_rice_and_soy_milk
11514360	fat_free_light_diet_or_sugar_free_mix
11514360	Swiss_Miss
11514360	Hersheys
11514360	Nestles
11514360	Carnation
11519040	NS_as_to_milk_or_drink
11519040	vanilla
11519040	flavors_other_than_chocolate
11519050	flavors_other_than_chocolate
11519050	vanilla
11519105	vanilla
11519105	flavors_other_than_chocolate
11519200	vanilla
11519200	flavors_other_than_chocolate
11519205	nonfat_milk
11519205	vanilla
11519205	flavors_other_than_chocolate
11519215	almond_coconut_rice_or_soy_milk
11525000	Ovaltine
11526000	Ovaltine
11526000	NS_as_to_flavor
11531000	eggnog_NFS
11531000	made_with_whole_milk
11531500	made_with_low_fat_or_reduced_fat_milk
11541110	regular_ice_cream_andor_whole_or_2_reduced_fat_milk
11541110	restaurant_or_ice_cream_shop
11541110	frozen_mix
11541120	regular_ice_cream_andor_whole_or_2_reduced_fat_milk
11541120	restaurant_or_ice_cream_shop
11541120	frozen_mix
11541120	NS_as_to_flavor
11541130	reduced_fat_ice_cream_andor_1_low_fat_skim_nonfat_or_fat_free_milk
11541130	restaurant_or_ice_cream_shop
11541135	reduced_fat_ice_cream_andor_1_low_fat_skim_nonfat_fat_free_milk
11541135	restaurant_or_ice_cream_shop
11541135	NS_as_to_flavor
11541400	malted_milk_with_ice_cream
11542100	Burger_King
11542100	Dairy_Queen
11542100	McDonalds
11542100	Wendys_Frosty_Shakes
11542100	Jack_in_the_Box
11542100	Arbys
11542100	Dunkin_Donuts
11542100	Sonic
11542100	from_other_place
11542200	Burger_King
11542200	Dairy_Queen
11542200	McDonalds
11542200	Wendys_Frosty_Shakes
11542200	Jack_in_the_Box
11542200	Arbys
11542200	Dunkin_Donuts
11542200	Sonic
11542200	from_other_place
11542200	NS_as_to_flavor_or_type
11543000	canned
11543000	reconstituted_dry_mix
11543000	Hersheys
11543000	Chug
11543010	canned
11543010	reconstituted_dry_mix
11543010	Hersheys
11543010	Chug
11553110	with_milk_yogurt_ice_cream_or_sherbet
11553110	home_recipe
11553110	restaurant
11553110	smoothie_shop
11553110	juice_bar
11553110	Jamba_Juice
11553110	Smoothie_King
11553120	with_milk_yogurt_ice_cream_or_sherbet
11553120	home_recipe
11553120	restaurant
11553120	smoothie_shop
11553120	juice_bar
11553120	Jamba_Juice
11553120	Smoothie_King
11553130	milk_yogurt_ice_cream_or_sherbet
11553130	fast_food_smoothie_NFS
11553130	Dairy_Queen
11553130	JackintheBox
11553130	frozen_mix
11553130	Orange_Julius
11553130	Julius_all_flavors
11553130	from_other_place
11553130	McDonalds_Smoothies_NFS
11560000	other_flavors
11710050	Similac_Alimentum
11710051	Similac_Alimentum
11710053	Similac_Alimentum
11710054	made_with_filtered_tap_water_or_well_water
11710054	Similac_Alimentum
11710055	Similac_Alimentum
11710055	made_with_bottled_spring_water_unsweetened_bottled_water
11710056	Similac_Alimentum
11710056	made_with_Nursery_water_Gerber_Pure_Water_BeechNut_Spring_Water
11710350	Similac_Advance_EarlyShield
11710351	Similac_Advance_EarlyShield
11710352	Similac_Advance_EarlyShield
11710353	Similac_Advance_EarlyShield
11710354	Similac_Advance_EarlyShield
11710354	made_with_filtered_tap_water_or_well_water
11710355	Similac_Advance_EarlyShield
11710355	made_with_bottled_spring_water_unsweetened_bottled_water
11710356	Similac_Advance_EarlyShield
11710356	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710357	Similac_Advance_EarlyShield
11710357	made_with_filtered_tap_water_or_well_water
11710358	Similac_Advance_EarlyShield
11710358	made_with_bottled_spring_water_unsweetened_bottled_water
11710359	Similac_Advance_EarlyShield
11710359	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710360	Similac_Organic
11710361	Similac_Organic
11710363	Similac_Organic
11710367	Similac_Organic
11710367	made_with_filtered_tap_water_or_well_water
11710368	Similac_Organic
11710368	made_with_bottled_spring_water_unsweetened_bottled_water
11710369	Similac_Organic
11710369	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710374	made_with_filtered_tap_water_or_well_water
11710375	made_with_bottled_spring_water_unsweetened_bottled_water
11710376	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710377	made_with_filtered_tap_water_or_well_water
11710378	made_with_bottled_spring_water_unsweetened_bottled_water
11710379	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710380	Similac_Sensitive_RS
11710381	Similac_Sensitive_RS
11710383	Similac_Sensitive_RS
11710387	Similac_Sensitive_RS
11710387	made_with_filtered_tap_water_or_well_water
11710388	Similac_Sensitive_RS
11710388	made_with_bottled_spring_water_unsweetened_bottled_water
11710389	Similac_Sensitive_RS
11710389	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710477	Similac_Neosure
11710477	made_with_filtered_tap_water_or_well_water
11710478	Similac_Neosure
11710478	made_with_bottled_spring_water_unsweetened_bottled_water
11710479	Similac_Neosure
11710479	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710480	Similac_Go_and_Grow_EarlyShield
11710481	Similac_Go_and_Grow_EarlyShield
11710482	Similac_Go_and_Grow_EarlyShield
11710482	made_with_filtered_tap_water_or_well_water
11710483	Similac_Go_and_Grow_EarlyShield
11710483	made_with_bottled_spring_water_unsweetened_bottled_water
11710484	Similac_Go_and_Grow_EarlyShield
11710484	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710627	made_with_filtered_tap_water_or_well_water
11710628	made_with_bottled_spring_water
11710628	unsweetened_bottled_water
11710629	made_with_Nursery_water
11710629	Gerber_Pure_water
11710629	BeechNut_Spring_water
11710633	made_with_filtered_tap_water_or_well_water
11710634	made_with_bottled_spring_water
11710634	unsweetened_bottled_water
11710635	made_with_Nursery_water
11710635	Gerber_Pure_water
11710635	BeechNut_Spring_water
11710637	made_with_filtered_tap_water_or_well_water
11710638	made_with_bottled_spring_water
11710638	unsweetened_bottled_water
11710639	made_with_Nursery_water
11710639	Gerber_Pure_water
11710639	BeechNut_Spring_water
11710644	made_with_filtered_tap_water_or_well_water
11710645	made_with_bottled_spring_water_unsweetened_bottled_water
11710646	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710647	made_with_filtered_tap_water_or_well_water
11710648	made_with_bottled_spring_water_unsweetened_bottled_water
11710649	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710654	made_with_filtered_tap_water_or_well_water
11710655	made_with_bottled_spring_water_unsweetened_bottled_water
11710656	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710657	made_with_filtered_tap_water_or_well_water
11710658	made_with_bottled_spring_water_unsweetened_bottled_water
11710659	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710660	Enfamil_RestFull_LIPIL
11710661	Enfamil_RestFull_LIPIL
11710663	Enfamil_RestFull_LIPIL
11710664	Enfamil_RestFull_LIPIL
11710664	made_with_filtered_tap_water_or_well_water
11710668	Enfamil_RestFull_LIPIL
11710668	made_with_bottled_spring_water_unsweetened_bottled_water
11710669	Enfamil_RestFull_LIPIL
11710669	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710674	made_with_filtered_tap_water_or_well_water
11710675	made_with_bottled_spring_water_unsweetened_bottled_water
11710676	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710677	made_with_filtered_tap_water_or_well_water
11710678	made_with_bottled_spring_water_unsweetened_bottled_water
11710679	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710687	Enfamil_Next_Step_LIPIL
11710687	made_with_filtered_tap_water_or_well_water
11710688	Enfamil_Next_Step_LIPIL
11710688	made_with_bottled_spring_water_unsweetened_bottled_water
11710689	Enfamil_Next_Step_LIPIL
11710689	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710697	made_with_filtered_tap_water_or_well_water
11710698	made_with_bottled_spring_water_unsweetened_bottled_water
11710699	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710800	all_flavors
11710801	all_flavors
11710805	all_flavors
11710806	all_flavors
11710914	made_with_filtered_tap_water_or_well_water
11710915	made_with_bottled_spring_water_unsweetened_bottled_water
11710916	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710917	made_with_filtered_tap_water_or_well_water
11710918	made_with_bottled_spring_water_unsweetened_bottled_water
11710919	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710927	made_with_filtered_tap_water_or_well_water
11710928	made_with_bottled_spring_water_unsweetened_bottled_water
11710929	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710937	made_with_filtered_tap_water_or_well_water
11710938	made_with_bottled_spring_water_unsweetened_bottled_water
11710939	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710947	made_with_filtered_tap_water_or_well_water
11710948	made_with_bottled_spring_water_unsweetened_bottled_water
11710949	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710960	Parents_Choice
11710961	Parents_Choice
11710962	Parents_Choice
11710963	Parents_Choice
11710964	Parents_Choice
11710964	made_with_filtered_tap_water_or_well_water
11710965	Parents_Choice
11710965	made_with_bottled_spring_water_unsweetened_bottled_water
11710966	Parents_Choice
11710966	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11710967	Parents_Choice
11710967	made_with_filtered_tap_water_or_well_water
11710968	Parents_Choice
11710968	made_with_bottled_spring_water_unsweetened_bottled_water
11710969	Parents_Choice
11710969	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720314	made_with_filtered_tap_water_or_well_water
11720315	made_with_bottled_spring_water_unsweetened_bottled_water
11720316	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720317	made_with_filtered_tap_water_or_well_water
11720318	made_with_bottled_spring_water_unsweetened_bottled_water
11720319	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720327	made_with_filtered_tap_water_and_well_water
11720328	made_with_bottled_spring_water_unsweetened_bottled_water
11720329	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720410	Similac_Isomil_Advance
11720411	Similac_Isomil_Advance
11720412	Similac_Isomil_Advance
11720413	Similac_Isomil_Advance
11720414	Similac_Isomil_Advance
11720414	made_with_filtered_water_or_tap_water
11720415	Similac_Isomil_Advance
11720415	made_with_bottled_spring_water_unsweetened_bottled_water
11720416	Similac_Isomil_Advance
11720416	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_waterr
11720417	Similac_Isomil_Advance
11720417	made_with_filtered_tap_water_or_well_water
11720418	Similac_Isomil_Advance
11720418	made_with_bottled_spring_water_unsweetened_bottled_water
11720419	Similac_Isomil_Advance
11720419	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720430	Similac_Isomil_DF_Soy
11720431	Similac_Isomil_DF_Soy
11720447	made_with_filtered_tap_water_or_well_water
11720448	made_with_bottled_spring_water_unsweetened_bottled_water
11720449	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720614	made_with_filtered_tap_water_or_well_water
11720615	made_with_bottled_spring_water_unsweetened_bottled_water
11720616	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720617	made_with_filtered_tap_water_or_well_water
11720618	made_with_bottled_spring_water_unsweetened_bottled_water
11720619	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720627	made_with_filtered_tap_water_or_well_water
11720628	made_with_bottled_spring_water_unsweetened_bottled_water
11720629	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720800	Parents_Choice
11720800	Ultra_Bright_Beginnings
11720801	Parents_Choice
11720801	Ultra_Bright_Beginnings
11720802	Parents_Choice
11720802	Ultra_Bright_Beginnings
11720803	Parents_Choice
11720803	Ultra_Bright_Beginnings
11720804	Parents_Choice
11720804	made_with_filtered_tap_water_or_well_water
11720805	Parents_Choice
11720805	made_with_bottled_spring_water_unsweetened_bottled_water
11720806	Parents_Choice
11720806	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11720807	Parents_Choice
11720807	made_with_filtered_tap_water_or_well_water
11720808	Parents_Choice
11720808	made_with_bottled_spring_water_unsweetened_bottled_water
11720809	Parents_Choice
11720809	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11740314	made_with_filtered_tap_water_or_well_water
11740315	made_with_bottled_spring_water_unsweetened_bottled_water
11740316	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11740317	made_with_filtered_tap_water_or_well_water
11740318	made_with_bottled_spring_water_unsweetened_bottled_water
11740319	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11740327	made_with_filtered_tap_water_or_well_water
11740328	made_with_bottled_spring_water_unsweetened_bottled_water
11740329	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11740407	made_with_filtered_tap_water_or_well_water
11740408	made_with_bottled_spring_water_unsweetened_bottled_water
11740409	made_with_Nursery_water_Gerber_Pure_water_BeechNut_Spring_water
11813000	nonfat_milk
11830100	cocoa_mix_NFS
11830100	Swiss_Miss
11830100	Hersheys
11830100	Nestles
11830100	Carnation
11830100	mint_flavored
11830115	fat_free_light_diet_or_sugar_free_mix
11830115	Swiss_Miss
11830115	Hersheys
11830115	Nestles
11830115	Carnation
11830165	Nesquik_powder
11830165	less_sugar_sugar_free_or_fat_free_powder
11830260	Ovaltine
11830260	NS_as_to_flavor
11830400	strawberry_Nesquik
11830400	flavors_other_than_chocolate
12110100	coffee_cream
12110100	table_cream
12110300	coffee_cream
12110300	table_cream
12120105	Land_O_Lakes_Low_Fat_Half_and_Half
12120110	Land_O_Lakes_Fat_Free_Half_and_Half
12130100	whipping_cream_NS_as_to_heavy_or_light
12140000	heavy_cream_whipped_NS_as_to_sweetener
12140000	whipped_cream_NS_as_to_heavy_or_light
12140100	Reddiwip
12140100	Fashion_Whip
12140100	Quip
12140100	Kraft_Dairy_Whip
12140105	Reddiwip_Light
12140110	Reddiwip_Fat_Free_Dairy_Whipped_Topping
12140110	Nonfat_Whipped_Topping
12210100	Coffee_Rich
12210100	Coffee_Tone
12210100	Freezer_Pak
12210100	Poly_Perx
12210100	Poly_Rich
12210200	Coffee_Whitener
12210200	Dairy_Rich_Mocha_Mix
12210200	mocha_mix
12210200	Coffee_Mate_Liquid
12210200	Farm_Rich_Nondairy_Breakfast_Creamer
12210210	Coffee_Mate_Liquid
12210210	International_Delight_Flavored_Creamer
12210210	flavored_nondairy_creamers
12210250	Coffee_Mate_Low_Fat_Original
12210250	Mocha_Mix_Lite
12210250	Farm_Rich_Light
12210250	low_fat
12210260	Coffeemate_Fat_Free
12210270	Coffeemate_Fat_Free
12210270	International_Delight_Flavored_Creamer
12210270	Mocha_Mix_Fat_Free
12210270	flavored_nondairy_creamers
12210310	Coffeemate_Sugar_Free
12210310	International_Delight_Flavored_Creamer
12210310	flavored_nondairy_creamers
12210400	Coffee_Mate
12210400	Coffee_Tone
12210400	Cremora
12210400	instant_coffee_creamer
12210400	instant_creamer
12210400	Please
12210400	Pream
12210410	Coffee_Mate
12210410	Cremora
12210410	low_fat
12210420	Coffee_Mate_Powder
12210420	flavored_nondairy_creamer
12210440	Coffeemate_Fat_Free
12210440	flavored_nondairy_creamers
12210505	Coffeemate_Sugar_Free
12210505	flavored_nondairy_creamer
12220100	Lucky_Whip
12220100	Reddiwip_Non_Dairy_99_Lactose_Free
12220200	Cool_Whip
12220200	Handiwhip_Whipped_Topping
12220200	Pet_Whip
12220250	Cool_Whip_Lite
12220270	Cool_Whip_Free
12220280	Cool_Whip_Sugar_Free
12220300	Dream_Whip
12220300	Lucky_Whip
12220300	Smooth_Whip
12220400	Feather_Weight_Low_Calorie_Whipped_Topping
12310100	with_chives
12310300	sour_cream_having_2549_less_fat_than_regular_sour_cream
12310350	light_sour_cream_having_at_least_50_less_fat_than_regular_sour_cream
12310350	Land_O_Lakes_Light_Sour_Cream
12310350	Lucerne_Light_Sour_Cream
12310370	Land_O_Lakes_NoFat_Sour_Cream
12310370	Lucerne_Nonfat_Sour_Cream
12310370	Real_Dairy_No_Fat_Sour_Cream
12310370	Breakstone_Fat_Free_Sour_Cream
12320100	Imo
12320100	Zero
12320200	King_Sour
12320200	Zest
12320200	Topsour
12350000	buttermilk_type
12350000	onion_dip
12350000	dip_NFS
12350100	sour_cream_and_mayonnaise_base
12350110	sour_cream_mayonnaise_and__or_cheese_base
13110000	NS_as_to_flavor
13110100	ice_cream_regular_flavors_with_partial_chocolate_base
13110120	flavors_with_partial_chocolate_base
13110120	Ben_and_Jerrys
13110120	Breyers_Viennetta
13110120	HaagenDazs
13110120	Godiva
13110130	Ben_and_Jerrys
13110130	Breyers_Viennetta
13110130	HaagenDazs
13110130	Godiva
13110140	Ben_and_Jerrys
13110140	HaagenDazs
13110140	Godiva
13110200	ice_cream_soft_serve_flavors_with_partial_chocolate_base
13110310	with_low_calorie_sweetener
13110310	low_carb_ice_cream
13110310	Breyers_Carb_Smart
13110310	Blue_Bunny_Carb_Freedom
13110310	Turkey_Hill_Carb_IQ
13110320	with_low_calorie_sweetener
13110320	low_carb_ice_cream
13110320	Breyers_Carb_Smart
13110320	Blue_Bunny_Carb_Freedom
13110320	Turkey_Hill_IQ
13110330	with_low_calorie_sweetener
13110330	low_carb_ice_cream
13110330	Breyers_Carb_Smart
13110330	Blue_Bunny_Carb_Freedom
13110330	Turkey_Hill_Carb_IQ
13120100	ice_cream_bar_NFS
13120100	ice_cream_nugget_NFS
13120100	3_Musketeer_vanilla_ice_cream_bar
13120100	Rondos
13120100	Heath_bar
13120100	Carnation_Bon_Bon
13120100	Klondike_Krispy_Ice_Cream_Bar
13120100	Mickeys_Parade_Mickey_Mouse_Bars
13120110	Heaven_Sundae_Vanilla_fudge_nuts
13120110	Heaven_Sundae_caramel
13120110	Heaven_Sundae_NFS
13120110	Snickers_ice_cream_bar
13120110	Butterfinger_Ice_Cream_Bar
13120120	DoveBar
13120120	Klondike_bar
13120121	DoveBar
13120130	HaagenDazs_chocolate_covered_ice_cream_bars_with_nuts
13120140	3_Musketeer_ice_cream_bar
13120310	Dibs_Ice_Cream_Snacks_bite_size
13120310	all_flavors
13120400	Carnation_Berry_Swirl
13120400	Col._Crunch_Sundae_on_a_Stick
13120500	Oreo_Ice_Cream_sandwich
13120550	Chipwich
13120710	Nutty_Buddy
13120710	Choco_Taco
13120790	Drumstick_all_flavors
13120800	root_beer_float
13120810	root_beer_float
13121000	with_nuts
13121100	banana_split
13121100	fruit_parfait
13121100	with_nuts
13121300	with_nuts
13121400	peanut_butter_parfait
13121400	butterscotch_topping
13121400	with_nuts
13122500	Mud_Pie
13130300	flavors_with_partial_chocolate_base
13130300	Edys_Grand_Light
13130300	Light_and_Lively
13130300	Dreyers_Grand_Light
13130300	Carnation_Smooth_N_Lite
13130300	Breyers_Light
13130300	Hood_Light
13130300	Borden_Light
13130300	Friendlys_Light
13130300	Healthy_Choice_Lowfat_Ice_Cream
13130300	HaagenDazs_Sorbet_and_Cream
13130300	Ice_cream_with_Sherbet
13130300	Sorbet_and_Ice_cream
13130310	Dreyers_Grand_Light
13130310	Breyers_Light
13130310	Hood_Light
13130310	Healthy_Choice_Low_Fat_Ice_Cream
13130320	with_low_calorie_sweetener
13130330	flavors_with_partial_chocolate_base
13130330	with_low_calorie_sweetener
13130330	Blue_Bunny_Light_No_Sugar_Added
13130330	Breyers_Light_No_Sugar_Added
13130330	Healthy_Choice_Light_No_Sugar_Added
