Diet.ID	FoodID	FoodAmt
1645	T.CS.161	51201010.0	17.5
1646	CS.007	51220030.0	36
1647	CS.181	51601020.0	26
1648	CS.270	51602010.0	52
1649	CS.385	51808000.0	30
1650	CS.085	52101100.0	60
1651	CS.099	52101100.0	60
1652	L.036.M0	52101100.0	15
1653	T.CS.093	52101100.0	30
1654	T.CS.143	52101100.0	30
1655	L.002.M2	52104010.0	101
1656	L.008.M2	52104010.0	150
1657	CS.137	52202060.0	44.5
1658	CS.145	52202060.0	22.25
1659	CS.370	52215100.0	72
1660	CS.128	52215200.0	51
1661	CS.183	52215200.0	70
1662	CS.389	52215200.0	153
1663	CS.395	52215200.0	51
1664	CS.292	52215350.0	34
1665	CS.348	52304040.0	58
1666	CS.386	52405010.0	82
1667	T.CS.022	52405010.0	61.5
1668	T.CS.035	52405010.0	61.5
1669	CS.146	52405100.0	112
1670	CS.137	53101250.0	128
1671	CS.196	53102600.0	43.5
1672	CS.264	53102600.0	186
1673	CS.212	53103550.0	53
1674	CS.187	53104100.0	58
1675	CS.187	53104500.0	128
1676	CS.062	53105200.0	218
1677	CS.091	53105200.0	66
1678	CS.303	53105200.0	66
1679	CS.364	53105200.0	109
1680	CS.386	53105200.0	54.5
1681	T.CS.138	53105200.0	163.5
1682	CS.062	53105260.0	109
1683	CS.104	53105260.0	54.5
1684	CS.318	53105260.0	109
1685	CS.007	53108200.0	40
1686	CS.391	53108200.0	45
1687	L.004.M1	53109100.0	29
1688	CS.057	53109200.0	40
1689	L.006.M1	53109200.0	20
1690	CS.391	53115200.0	109
1691	CS.134	53118201.0	72
1692	L.004.M5	53118201.0	24
1693	L.005.M6	53118201.0	24
1694	L.008.M5	53118201.0	24
1695	L.008.M6	53118201.0	48
1696	L.025.M6	53118201.0	24
1697	T.CS.025	53118201.0	24
1698	T.CS.027	53118201.0	24
1699	T.CS.031	53118201.0	24
1700	T.CS.032	53118201.0	24
1701	T.CS.033	53118201.0	24
1702	T.CS.074	53118201.0	24
1703	T.CS.078	53118201.0	24
1704	T.CS.083	53118201.0	24
1705	T.CS.092	53118201.0	24
1706	T.CS.094	53118201.0	24
1707	T.CS.098	53118201.0	24
1708	T.CS.105	53118201.0	24
1709	T.CS.120	53118201.0	24
1710	T.CS.139	53118201.0	24
1711	T.CS.177	53118201.0	24
1712	CS.039	53120200.0	66
1713	CS.066	53120200.0	163.5
1714	CS.091	53120200.0	66
1715	CS.334	53120200.0	109
1716	CS.359	53204010.0	34
1717	CS.183	53206000.0	50
1718	CS.188	53206000.0	20
1719	CS.223	53206000.0	12.2
1720	CS.256	53206000.0	50
1721	CS.321	53206000.0	12.2
1722	L.002.M1	53206000.0	24.4
1723	CS.184	53206020.0	90
1724	CS.230	53206020.0	56
1725	CS.253	53206020.0	28
1726	CS.280	53206020.0	42
1727	T.CS.116	53210000.0	6
1728	T.CS.131	53210000.0	6
1729	T.CS.132	53210000.0	6
1730	T.CS.136	53210000.0	30
1731	CS.372	53222020.0	4
1732	CS.178	53223000.0	60
1733	CS.252	53223000.0	30
1734	CS.369	53223000.0	30
1735	CS.232	53224250.0	38
1736	CS.076	53226500.0	30
1737	CS.125	53226500.0	30
1738	T.FS.CS.022	53226500.0	30
1739	CS.268	53231400.0	30
1740	CS.375	53233000.0	13
1741	CS.359	53234100.0	30
1742	CS.065	53241500.0	300
1743	CS.177	53241500.0	16
1744	CS.255	53241500.0	32
1745	CS.167	53242000.0	24
1746	CS.060	53304050.0	274
1747	CS.255	53304050.0	85
1748	CS.060	53310000.0	137
1749	CS.252	53313000.0	150
1750	T.CS.117	53420210.0	60
1751	CS.153	53450000.0	82
1752	T.CS.088	53452150.0	170.1
1753	CS.187	53520200.0	26
1754	L.035.M0	53520201.0	40
1755	T.CS.132	53520201.0	20
1756	T.CS.152	53520201.0	10
1757	CS.286	53521110.0	64
1758	CS.322	53521110.0	64
1759	CS.377	53521110.0	32
1760	CS.385	53542100.0	86
1761	CS.203	53542200.0	24
1762	CS.256	53542200.0	24
1763	CS.270	53542200.0	24
1764	CS.359	53542200.0	24
1765	CS.378	53542200.0	24
1766	CS.389	53542200.0	36
1767	CS.385	53542210.0	43
1768	CS.129	53543000.0	24
1769	CS.148	53543100.0	86
1770	CS.387	53544400.0	28
1771	CS.349	53720611.0	35
1772	CS.166	53720612.0	42
1773	CS.103	54301000.0	62
1774	CS.363	54301000.0	20
1775	CS.372	54304000.0	35
1776	T.CS.098	54308000.0	33
1777	CS.134	54319000.0	6
1778	CS.158	54319010.0	4
1779	CS.186	54325000.0	30
1780	CS.148	54328100.0	39
1781	CS.182	54338000.0	56
1782	CS.002	54401050.0	360
1783	CS.056	54401050.0	360
1784	CS.119	54401050.0	28
1785	CS.176	54401050.0	56
1786	CS.298	54401050.0	17.5
1787	CS.314	54401050.0	17.5
1788	CS.126	54401080.0	90
1789	CS.127	54401080.0	234
1790	CS.262	54401120.0	56.78
1791	CS.145	54401170.0	42.585
1792	CS.146	54401170.0	28.39
1793	CS.181	54401170.0	35.34
1794	CS.146	54403020.0	56
1795	CS.326	54403020.0	42
1796	CS.330	54403020.0	14
1797	CS.343	54403020.0	28
1798	CS.390	54403020.0	14
1799	CS.395	54403020.0	7
1800	T.CS.096	54403020.0	7
1801	T.CS.138	54406200.0	20
1802	T.CS.153	54406200.0	10
1803	CS.236	54408010.0	28
1804	CS.369	54408010.0	20
1805	CS.386	54408010.0	28
1806	CS.308	54420010.0	29
1807	CS.080	55101000.0	40
1808	CS.368	55101000.0	40
1809	CS.138	55301000.0	195
1810	T.CS.122	55702000.0	250
1811	CS.276	55703000.0	300
1812	CS.302	55703000.0	300
1813	CS.351	55703000.0	300
1814	CS.177	56101010.900000	140
1815	CS.182	56101010.900000	70
1816	CS.187	56101010.900000	35
1817	CS.214	56101010.900000	210
1818	CS.252	56101010.900000	140
1819	CS.359	56101010.900000	210
1820	CS.369	56101010.900000	210
1821	CS.233	56101030.0	105
1822	CS.164	56112000.0	55
1823	CS.001	56113010.900000	40
1824	CS.189	56113010.900000	160
1825	CS.285	56113010.900000	160
1826	T.CS.111	56116000.0	45
1827	T.CS.125	56116000.0	22.5
1828	T.CS.131	56116000.0	45
1829	T.CS.170	56116000.0	28
1830	T.CS.050	56117000.0	95
1831	T.CS.058	56117000.0	95
1832	CS.038	56117100.0	160
1833	CS.046	56117100.0	160
1834	CS.051	56117100.0	160
1835	CS.061	56117100.0	160
1836	CS.062	56117100.0	160
1837	CS.066	56117100.0	160
1838	CS.068	56117100.0	320
1839	CS.076	56117100.0	480
1840	CS.092	56117100.0	160
1841	CS.093	56117100.0	320
1842	CS.112	56117100.0	40
1843	CS.118	56117100.0	80
1844	CS.119	56117100.0	320
1845	CS.124	56117100.0	160
1846	CS.137	56117100.0	40
1847	CS.164	56117100.0	320
1848	CS.165	56117100.0	160
1849	CS.204	56117100.0	160
1850	CS.210	56117100.0	480
1851	CS.213	56117100.0	160
1852	CS.231	56117100.0	160
1853	CS.244	56117100.0	40
1854	CS.267	56117100.0	320
1855	CS.274	56117100.0	320
1856	CS.275	56117100.0	320
1857	CS.300	56117100.0	80
1858	CS.334	56117100.0	80
1859	CS.336	56117100.0	40
1860	CS.361	56117100.0	960
1861	CS.362	56117100.0	80
1862	CS.364	56117100.0	160
1863	CS.378	56117100.0	160
1864	CS.395	56117100.0	80
1865	L.001.M2	56117100.0	80
1866	L.002.M3	56117100.0	160
1867	L.005.M1	56117100.0	120
1868	L.006.M4	56117100.0	320
1869	L.007.M2	56117100.0	320
1870	L.007.M3	56117100.0	400
1871	L.007.M6	56117100.0	160
1872	L.008.M4	56117100.0	320
1873	T.CS.017	56117100.0	160
1874	T.CS.020	56117100.0	80
1875	T.CS.035	56117100.0	80
1876	T.CS.056	56117100.0	80
1877	T.CS.060	56117100.0	80
1878	T.CS.080	56117100.0	80
1879	T.CS.081	56117100.0	40
1880	T.CS.082	56117100.0	40
1881	T.CS.087	56117100.0	40
1882	T.CS.096	56117100.0	40
1883	T.CS.100	56117100.0	160
1884	T.CS.104	56117100.0	160
1885	T.CS.106	56117100.0	160
1886	T.CS.108	56117100.0	160
1887	T.CS.109	56117100.0	160
1888	T.CS.114	56117100.0	160
1889	T.CS.123	56117100.0	80
1890	T.CS.124	56117100.0	40
1891	T.CS.127	56117100.0	80
1892	T.CS.138	56117100.0	320
1893	T.CS.148	56117100.0	240
1894	T.CS.154	56117100.0	160
1895	T.CS.162	56117100.0	120
1896	T.CS.165	56117100.0	80
1897	T.FS.CS.025	56117100.0	80
1898	CS.122	56117110.0	165
1899	CS.123	56117110.0	165
1900	T.CS.083	56117112.0	150
1901	CS.115	56130010.900000	140
1902	CS.150	56130010.900000	140
1903	CS.249	56130010.900000	280
1904	CS.178	56145500.0	228
1905	CS.385	56200400.900000	162
1906	CS.177	56203010.900000	117
1907	CS.323	56203010.900000	117
1908	CS.349	56203010.900000	234
1909	CS.372	56203010.900000	117
1910	CS.385	56203010.900000	234
1911	T.CS.119	56203010.900000	58.5
1912	CS.248	56203020.900000	234
1913	CS.047	56205008.0	316
1914	CS.228	56205008.0	158
1915	T.CS.046	56205008.0	316
1916	CS.001	56205010.900000	79
1917	CS.002	56205010.900000	158
1918	CS.003	56205010.900000	474
1919	CS.004	56205010.900000	395
1920	CS.005	56205010.900000	158
1921	CS.006	56205010.900000	316
1922	CS.007	56205010.900000	395
1923	CS.008	56205010.900000	158
1924	CS.009	56205010.900000	316
1925	CS.010	56205010.900000	316
1926	CS.011	56205010.900000	316
1927	CS.012	56205010.900000	632
1928	CS.013	56205010.900000	829.5
1929	CS.014	56205010.900000	1106
1930	CS.015	56205010.900000	316
1931	CS.016	56205010.900000	316
1932	CS.017	56205010.900000	790
1933	CS.018	56205010.900000	316
1934	CS.019	56205010.900000	790
1935	CS.020	56205010.900000	948
1936	CS.021	56205010.900000	553
1937	CS.022	56205010.900000	395
1938	CS.023	56205010.900000	474
1939	CS.024	56205010.900000	474
1940	CS.025	56205010.900000	790
1941	CS.026	56205010.900000	632
1942	CS.027	56205010.900000	158
1943	CS.028	56205010.900000	158
1944	CS.029	56205010.900000	158
1945	CS.030	56205010.900000	158
1946	CS.031	56205010.900000	79
1947	CS.032	56205010.900000	158
1948	CS.033	56205010.900000	434.5
1949	CS.034	56205010.900000	79
1950	CS.035	56205010.900000	948
1951	CS.036	56205010.900000	197.5
1952	CS.037	56205010.900000	316
1953	CS.038	56205010.900000	474
1954	CS.039	56205010.900000	158
1955	CS.040	56205010.900000	158
1956	CS.041	56205010.900000	553
1957	CS.043	56205010.900000	395
1958	CS.044	56205010.900000	158
1959	CS.046	56205010.900000	316
1960	CS.047	56205010.900000	316
1961	CS.049	56205010.900000	158
1962	CS.050	56205010.900000	79
1963	CS.051	56205010.900000	79
1964	CS.052	56205010.900000	790
1965	CS.053	56205010.900000	316
1966	CS.056	56205010.900000	316
1967	CS.057	56205010.900000	790
1968	CS.058	56205010.900000	632
1969	CS.059	56205010.900000	158
1970	CS.060	56205010.900000	158
1971	CS.063	56205010.900000	237
1972	CS.065	56205010.900000	237
1973	CS.066	56205010.900000	237
1974	CS.067	56205010.900000	474
1975	CS.070	56205010.900000	316
1976	CS.071	56205010.900000	158
1977	CS.072	56205010.900000	316
1978	CS.073	56205010.900000	474
1979	CS.074	56205010.900000	395
1980	CS.075	56205010.900000	948
1981	CS.076	56205010.900000	474
1982	CS.078	56205010.900000	316
1983	CS.079	56205010.900000	316
1984	CS.080	56205010.900000	158
1985	CS.081	56205010.900000	395
1986	CS.082	56205010.900000	316
1987	CS.083	56205010.900000	158
1988	CS.084	56205010.900000	395
1989	CS.085	56205010.900000	632
1990	CS.086	56205010.900000	237
1991	CS.087	56205010.900000	316
1992	CS.088	56205010.900000	316
1993	CS.089	56205010.900000	474
1994	CS.090	56205010.900000	237
1995	CS.091	56205010.900000	316
1996	CS.092	56205010.900000	158
1997	CS.093	56205010.900000	395
1998	CS.094	56205010.900000	632
1999	CS.095	56205010.900000	316
2000	CS.096	56205010.900000	474
2001	CS.097	56205010.900000	316
2002	CS.098	56205010.900000	316
2003	CS.099	56205010.900000	158
2004	CS.101	56205010.900000	316
2005	CS.102	56205010.900000	553
2006	CS.103	56205010.900000	632
2007	CS.104	56205010.900000	316
2008	CS.105	56205010.900000	316
2009	CS.106	56205010.900000	632
2010	CS.109	56205010.900000	237
2011	CS.110	56205010.900000	1106
2012	CS.111	56205010.900000	158
2013	CS.112	56205010.900000	79
2014	CS.113	56205010.900000	276.5
2015	CS.114	56205010.900000	316
2016	CS.116	56205010.900000	158
2017	CS.118	56205010.900000	158
2018	CS.119	56205010.900000	316
2019	CS.120	56205010.900000	158
2020	CS.122	56205010.900000	316
2021	CS.123	56205010.900000	158
2022	CS.124	56205010.900000	237
2023	CS.125	56205010.900000	237
2024	CS.127	56205010.900000	316
2025	CS.130	56205010.900000	395
2026	CS.131	56205010.900000	158
2027	CS.133	56205010.900000	158
2028	CS.134	56205010.900000	553
2029	CS.135	56205010.900000	158
2030	CS.136	56205010.900000	237
2031	CS.137	56205010.900000	237
2032	CS.138	56205010.900000	158
2033	CS.139	56205010.900000	316
2034	CS.140	56205010.900000	276.5
2035	CS.141	56205010.900000	474
2036	CS.142	56205010.900000	316
2037	CS.143	56205010.900000	474
2038	CS.148	56205010.900000	158
2039	CS.150	56205010.900000	79
2040	CS.151	56205010.900000	158
2041	CS.152	56205010.900000	39.5
2042	CS.153	56205010.900000	158
2043	CS.155	56205010.900000	276.5
2044	CS.156	56205010.900000	474
2045	CS.157	56205010.900000	316
2046	CS.159	56205010.900000	474
2047	CS.160	56205010.900000	316
2048	CS.161	56205010.900000	237
2049	CS.163	56205010.900000	316
2050	CS.164	56205010.900000	79
2051	CS.165	56205010.900000	237
2052	CS.167	56205010.900000	474
2053	CS.168	56205010.900000	316
2054	CS.169	56205010.900000	474
2055	CS.170	56205010.900000	474
2056	CS.171	56205010.900000	474
2057	CS.175	56205010.900000	474
2058	CS.176	56205010.900000	474
2059	CS.178	56205010.900000	79
2060	CS.187	56205010.900000	39.5
2061	CS.188	56205010.900000	158
2062	CS.189	56205010.900000	158
2063	CS.191	56205010.900000	316
2064	CS.193	56205010.900000	316
2065	CS.194	56205010.900000	158
2066	CS.196	56205010.900000	316
2067	CS.197	56205010.900000	158
2068	CS.198	56205010.900000	158
2069	CS.199	56205010.900000	237
2070	CS.200	56205010.900000	474
2071	CS.201	56205010.900000	395
2072	CS.204	56205010.900000	79
2073	CS.207	56205010.900000	316
2074	CS.208	56205010.900000	39.5
2075	CS.210	56205010.900000	79
2076	CS.212	56205010.900000	316
2077	CS.213	56205010.900000	158
2078	CS.215	56205010.900000	79
2079	CS.217	56205010.900000	316
2080	CS.218	56205010.900000	474
2081	CS.219	56205010.900000	474
2082	CS.220	56205010.900000	790
2083	CS.221	56205010.900000	948
2084	CS.222	56205010.900000	79
2085	CS.224	56205010.900000	79
2086	CS.227	56205010.900000	395
2087	CS.229	56205010.900000	316
2088	CS.231	56205010.900000	158
2089	CS.234	56205010.900000	158
2090	CS.235	56205010.900000	158
2091	CS.236	56205010.900000	316
2092	CS.237	56205010.900000	316
2093	CS.238	56205010.900000	1896
2094	CS.239	56205010.900000	632
2095	CS.240	56205010.900000	948
2096	CS.241	56205010.900000	632
2097	CS.242	56205010.900000	474
2098	CS.243	56205010.900000	158
2099	CS.244	56205010.900000	474
2100	CS.245	56205010.900000	158
2101	CS.246	56205010.900000	632
2102	CS.248	56205010.900000	158
2103	CS.249	56205010.900000	316
2104	CS.251	56205010.900000	158
2105	CS.255	56205010.900000	158
2106	CS.257	56205010.900000	237
2107	CS.258	56205010.900000	316
2108	CS.259	56205010.900000	158
2109	CS.260	56205010.900000	316
2110	CS.261	56205010.900000	316
2111	CS.263	56205010.900000	158
2112	CS.265	56205010.900000	158
2113	CS.269	56205010.900000	395
2114	CS.270	56205010.900000	158
2115	CS.272	56205010.900000	316
2116	CS.274	56205010.900000	237
2117	CS.275	56205010.900000	79
2118	CS.276	56205010.900000	395
2119	CS.277	56205010.900000	158
2120	CS.278	56205010.900000	158
2121	CS.281	56205010.900000	316
2122	CS.282	56205010.900000	158
2123	CS.284	56205010.900000	237
2124	CS.286	56205010.900000	316
2125	CS.287	56205010.900000	39.5
2126	CS.288	56205010.900000	237
2127	CS.292	56205010.900000	158
2128	CS.293	56205010.900000	790
2129	CS.294	56205010.900000	158
2130	CS.295	56205010.900000	632
2131	CS.296	56205010.900000	948
2132	CS.297	56205010.900000	316
2133	CS.300	56205010.900000	79
2134	CS.301	56205010.900000	158
2135	CS.302	56205010.900000	474
2136	CS.303	56205010.900000	316
2137	CS.304	56205010.900000	395
2138	CS.305	56205010.900000	316
2139	CS.306	56205010.900000	237
2140	CS.307	56205010.900000	790
2141	CS.308	56205010.900000	118.5
2142	CS.309	56205010.900000	395
2143	CS.311	56205010.900000	316
2144	CS.312	56205010.900000	158
2145	CS.313	56205010.900000	316
2146	CS.314	56205010.900000	395
2147	CS.316	56205010.900000	316
2148	CS.317	56205010.900000	474
2149	CS.319	56205010.900000	474
2150	CS.320	56205010.900000	158
2151	CS.321	56205010.900000	316
2152	CS.322	56205010.900000	79
2153	CS.325	56205010.900000	158
2154	CS.327	56205010.900000	790
2155	CS.328	56205010.900000	474
2156	CS.329	56205010.900000	39.5
2157	CS.330	56205010.900000	632
2158	CS.331	56205010.900000	316
2159	CS.332	56205010.900000	316
2160	CS.333	56205010.900000	118.5
2161	CS.334	56205010.900000	158
2162	CS.335	56205010.900000	158
2163	CS.336	56205010.900000	158
2164	CS.338	56205010.900000	158
2165	CS.341	56205010.900000	158
2166	CS.342	56205010.900000	316
2167	CS.343	56205010.900000	237
2168	CS.344	56205010.900000	158
2169	CS.345	56205010.900000	316
2170	CS.346	56205010.900000	79
2171	CS.347	56205010.900000	316
2172	CS.350	56205010.900000	1106
2173	CS.351	56205010.900000	158
2174	CS.354	56205010.900000	316
2175	CS.356	56205010.900000	237
2176	CS.357	56205010.900000	316
2177	CS.358	56205010.900000	79
2178	CS.360	56205010.900000	237
2179	CS.362	56205010.900000	158
2180	CS.364	56205010.900000	316
2181	CS.365	56205010.900000	474
2182	CS.366	56205010.900000	158
2183	CS.367	56205010.900000	316
2184	CS.371	56205010.900000	2133
2185	CS.373	56205010.900000	158
2186	CS.375	56205010.900000	316
2187	CS.378	56205010.900000	39.5
2188	CS.379	56205010.900000	79
2189	CS.381	56205010.900000	474
2190	CS.382	56205010.900000	158
2191	CS.384	56205010.900000	790
2192	CS.387	56205010.900000	316
2193	CS.388	56205010.900000	158
2194	L.001.M1	56205010.900000	632
2195	L.001.M2	56205010.900000	474
2196	L.001.M3	56205010.900000	237
2197	L.001.M4	56205010.900000	316
2198	L.001.M5	56205010.900000	158
2199	L.001.M6	56205010.900000	316
2200	L.001.M7	56205010.900000	632
2201	L.002.M1	56205010.900000	474
2202	L.002.M2	56205010.900000	632
2203	L.002.M3	56205010.900000	632
2204	L.002.M4	56205010.900000	632
2205	L.002.M5	56205010.900000	632
2206	L.002.M6	56205010.900000	632
2207	L.003.M1	56205010.900000	790
2208	L.003.M2	56205010.900000	632
2209	L.003.M3	56205010.900000	948
2210	L.003.M4	56205010.900000	948
2211	L.003.M5	56205010.900000	632
2212	L.003.M6	56205010.900000	632
2213	L.004.M1	56205010.900000	316
2214	L.004.M3	56205010.900000	395
2215	L.004.M4	56205010.900000	158
2216	L.004.M5	56205010.900000	79
2217	L.005.M1	56205010.900000	869
2218	L.005.M2	56205010.900000	790
2219	L.005.M3	56205010.900000	790
2220	L.005.M4	56205010.900000	790
2221	L.005.M5	56205010.900000	474
2222	L.005.M6	56205010.900000	711
2223	L.006.M1	56205010.900000	474
2224	L.006.M2	56205010.900000	395
2225	L.006.M3	56205010.900000	316
2226	L.006.M4	56205010.900000	158
2227	L.006.M5	56205010.900000	316
2228	L.006.M6	56205010.900000	158
2229	L.007.M1	56205010.900000	474
2230	L.007.M2	56205010.900000	158
2231	L.007.M3	56205010.900000	158
2232	L.007.M4	56205010.900000	553
2233	L.007.M5	56205010.900000	395
2234	L.007.M6	56205010.900000	316
2235	L.008.M1	56205010.900000	355.5
2236	L.008.M2	56205010.900000	316
2237	L.008.M3	56205010.900000	316
2238	L.008.M4	56205010.900000	316
2239	L.008.M5	56205010.900000	316
2240	L.008.M6	56205010.900000	316
2241	L.011.M1	56205010.900000	395
2242	L.012.M1	56205010.900000	553
2243	L.012.M2	56205010.900000	158
2244	L.012.M3	56205010.900000	395
2245	L.012.M4	56205010.900000	316
2246	L.012.M5	56205010.900000	316
2247	L.012.M6	56205010.900000	632
2248	L.022.M1	56205010.900000	711
2249	L.022.M2	56205010.900000	197.5
2250	L.022.M3	56205010.900000	711
2251	L.022.M4	56205010.900000	632
2252	L.022.M5	56205010.900000	474
2253	L.022.M6	56205010.900000	790
2254	L.024.M1	56205010.900000	395
2255	L.024.M2	56205010.900000	316
2256	L.024.M3	56205010.900000	790
2257	L.024.M4	56205010.900000	711
2258	L.024.M5	56205010.900000	632
2259	L.024.M6	56205010.900000	316
2260	L.025.M1	56205010.900000	474
2261	L.025.M2	56205010.900000	316
2262	L.025.M3	56205010.900000	316
2263	L.025.M4	56205010.900000	316
2264	L.025.M5	56205010.900000	316
2265	L.025.M6	56205010.900000	474
2266	L.031.M0	56205010.900000	316
2267	L.031.M1	56205010.900000	237
2268	L.031.M2	56205010.900000	316
2269	L.031.M3	56205010.900000	474
2270	L.031.M4	56205010.900000	158
2271	L.031.M5	56205010.900000	316
2272	L.031.M6	56205010.900000	474
2273	L.032.M0	56205010.900000	553
2274	L.032.M1	56205010.900000	316
2275	L.032.M2	56205010.900000	316
2276	L.032.M3	56205010.900000	632
2277	L.032.M5	56205010.900000	553
2278	L.033.M0	56205010.900000	316
2279	L.033.M1	56205010.900000	632
2280	L.033.M2	56205010.900000	158
2281	L.033.M3	56205010.900000	632
2282	L.033.M4	56205010.900000	553
2283	L.033.M5	56205010.900000	632
2284	L.033.M6	56205010.900000	316
2285	L.034.M0	56205010.900000	276.5
2286	L.034.M1	56205010.900000	395
2287	L.034.M3	56205010.900000	474
2288	L.034.M4	56205010.900000	79
2289	L.034.M5	56205010.900000	316
2290	L.034.M6	56205010.900000	474
2291	L.035.M0	56205010.900000	632
2292	L.035.M1	56205010.900000	632
2293	L.035.M3	56205010.900000	158
2294	L.035.M4	56205010.900000	158
2295	L.035.M5	56205010.900000	158
2296	L.036.M0	56205010.900000	474
2297	L.036.M1	56205010.900000	316
2298	L.036.M2	56205010.900000	711
2299	L.036.M3	56205010.900000	316
2300	L.036.M4	56205010.900000	632
2301	L.036.M5	56205010.900000	711
2302	L.036.M6	56205010.900000	632
2303	T.CS.001	56205010.900000	474
2304	T.CS.002	56205010.900000	158
2305	T.CS.003	56205010.900000	474
2306	T.CS.004	56205010.900000	316
2307	T.CS.005	56205010.900000	237
2308	T.CS.007	56205010.900000	948
2309	T.CS.008	56205010.900000	948
2310	T.CS.009	56205010.900000	118.5
2311	T.CS.011	56205010.900000	395
2312	T.CS.012	56205010.900000	237
2313	T.CS.013	56205010.900000	474
2314	T.CS.014	56205010.900000	474
2315	T.CS.016	56205010.900000	474
2316	T.CS.017	56205010.900000	474
2317	T.CS.018	56205010.900000	474
2318	T.CS.019	56205010.900000	474
2319	T.CS.020	56205010.900000	474
2320	T.CS.021	56205010.900000	948
2321	T.CS.022	56205010.900000	158
2322	T.CS.023	56205010.900000	474
2323	T.CS.024	56205010.900000	474
2324	T.CS.025	56205010.900000	474
2325	T.CS.026	56205010.900000	316
2326	T.CS.027	56205010.900000	474
2327	T.CS.028	56205010.900000	316
2328	T.CS.029	56205010.900000	316
2329	T.CS.030	56205010.900000	197.5
2330	T.CS.031	56205010.900000	948
2331	T.CS.032	56205010.900000	948
2332	T.CS.033	56205010.900000	474
2333	T.CS.034	56205010.900000	553
2334	T.CS.035	56205010.900000	632
2335	T.CS.036	56205010.900000	553
2336	T.CS.037	56205010.900000	948
2337	T.CS.038	56205010.900000	316
2338	T.CS.039	56205010.900000	237
2339	T.CS.040	56205010.900000	237
2340	T.CS.041	56205010.900000	474
2341	T.CS.042	56205010.900000	474
2342	T.CS.043	56205010.900000	158
2343	T.CS.044	56205010.900000	474
2344	T.CS.045	56205010.900000	316
2345	T.CS.047	56205010.900000	474
2346	T.CS.048	56205010.900000	948
2347	T.CS.049	56205010.900000	632
2348	T.CS.050	56205010.900000	237
2349	T.CS.051	56205010.900000	79
2350	T.CS.052	56205010.900000	395
2351	T.CS.053	56205010.900000	948
2352	T.CS.054	56205010.900000	158
2353	T.CS.055	56205010.900000	711
2354	T.CS.056	56205010.900000	316
2355	T.CS.057	56205010.900000	237
2356	T.CS.058	56205010.900000	1896
2357	T.CS.059	56205010.900000	474
2358	T.CS.060	56205010.900000	316
2359	T.CS.061	56205010.900000	276.5
2360	T.CS.062	56205010.900000	158
2361	T.CS.063	56205010.900000	632
2362	T.CS.064	56205010.900000	316
2363	T.CS.065	56205010.900000	474
2364	T.CS.066	56205010.900000	79
2365	T.CS.067	56205010.900000	316
2366	T.CS.068	56205010.900000	474
2367	T.CS.069	56205010.900000	316
2368	T.CS.070	56205010.900000	237
2369	T.CS.071	56205010.900000	395
2370	T.CS.072	56205010.900000	474
2371	T.CS.073	56205010.900000	474
2372	T.CS.074	56205010.900000	869
2373	T.CS.075	56205010.900000	158
2374	T.CS.076	56205010.900000	316
2375	T.CS.077	56205010.900000	79
2376	T.CS.078	56205010.900000	948
2377	T.CS.079	56205010.900000	948
2378	T.CS.080	56205010.900000	118.5
2379	T.CS.081	56205010.900000	395
2380	T.CS.082	56205010.900000	474
2381	T.CS.083	56205010.900000	158
2382	T.CS.084	56205010.900000	158
2383	T.CS.085	56205010.900000	474
2384	T.CS.086	56205010.900000	158
2385	T.CS.087	56205010.900000	395
2386	T.CS.088	56205010.900000	474
2387	T.CS.089	56205010.900000	237
2388	T.CS.090	56205010.900000	632
2389	T.CS.091	56205010.900000	434.5
2390	T.CS.092	56205010.900000	158
2391	T.CS.093	56205010.900000	316
2392	T.CS.094	56205010.900000	316
2393	T.CS.095	56205010.900000	790
2394	T.CS.096	56205010.900000	474
2395	T.CS.097	56205010.900000	474
2396	T.CS.098	56205010.900000	632
2397	T.CS.099	56205010.900000	474
2398	T.CS.100	56205010.900000	474
2399	T.CS.102	56205010.900000	632
2400	T.CS.103	56205010.900000	474
2401	T.CS.104	56205010.900000	948
2402	T.CS.105	56205010.900000	632
2403	T.CS.106	56205010.900000	553
2404	T.CS.107	56205010.900000	948
2405	T.CS.108	56205010.900000	790
2406	T.CS.109	56205010.900000	316
2407	T.CS.110	56205010.900000	632
2408	T.CS.111	56205010.900000	632
2409	T.CS.112	56205010.900000	1422
2410	T.CS.114	56205010.900000	632
2411	T.CS.115	56205010.900000	474
2412	T.CS.116	56205010.900000	1580
2413	T.CS.117	56205010.900000	632
2414	T.CS.118	56205010.900000	316
2415	T.CS.119	56205010.900000	276.5
2416	T.CS.120	56205010.900000	316
2417	T.CS.121	56205010.900000	474
2418	T.CS.122	56205010.900000	632
2419	T.CS.123	56205010.900000	474
2420	T.CS.124	56205010.900000	790
2421	T.CS.125	56205010.900000	948
2422	T.CS.126	56205010.900000	553
2423	T.CS.127	56205010.900000	316
2424	T.CS.128	56205010.900000	316
2425	T.CS.129	56205010.900000	1106
2426	T.CS.130	56205010.900000	790
2427	T.CS.131	56205010.900000	790
2428	T.CS.132	56205010.900000	790
2429	T.CS.133	56205010.900000	316
2430	T.CS.134	56205010.900000	671.5
2431	T.CS.135	56205010.900000	158
2432	T.CS.136	56205010.900000	790
2433	T.CS.138	56205010.900000	948
2434	T.CS.139	56205010.900000	632
2435	T.CS.140	56205010.900000	395
