Food_Item_ID	FoodCode	ModCode	Food Name	portioncode	portioncode addendum	portion_code	portionwgt	Portion_Factor	portiondesc	increment	default portion	Use as default
2758	56207030	000000	Cream of wheat, instant, cooked (no fat added)	61576	00	6157600	142.00	1.4	packet (1 oz), prepared	0.50	1	0
2759	56207030	200871	Cream of wheat, instant, cooked (with milk, no fat added)	10205	00	1020500	241.00	2.4	cup	0.25	1	1
2759	56207030	200871	Cream of wheat, instant, cooked (with milk, no fat added)	61576	00	6157600	142.00	1.4	packet (1 oz), prepared	0.50	1	0
5423	56207039	000000	Cream of wheat, instant, dry	10205	00	1020500	178.00	1.8	cup	0.25	1	1
5423	56207039	000000	Cream of wheat, instant, dry	21000	00	2100000	11.50	0.1	tablespoon	0.50	1	0
2760	56207060	000000	Cream of wheat, instant, cooked (with margarine)	10010	00	1001000	246.00	2.5	cup	0.25	1	0
2760	56207060	000000	Cream of wheat, instant, cooked (with margarine)	61576	00	6157600	145.00	1.4	packet (1 oz), prepared	0.50	1	1
2761	56207060	101328	Cream of wheat, instant, cooked (with milk and margarine)	10010	00	1001000	246.00	2.5	cup	0.25	1	0
2761	56207060	101328	Cream of wheat, instant, cooked (with milk and margarine)	61576	00	6157600	145.00	1.4	packet (1 oz), prepared	0.50	1	1
2762	56207110	000000	Bulgur (wheat pilaf), cooked (with salt, no fat added)	10043	00	1004300	135.00	1.4	cup	0.25	1	1
5154	56207110	900000	Bulgur (wheat pilaf), cooked (no salt or fat added)	10043	00	1004300	135.00	1.4	cup	0.25	1	1
5424	56207119	000000	Bulgur (wheat pilaf), dry	10205	00	1020500	140.00	1.4	cup	0.25	1	1
2763	56207120	000000	Bulgur (wheat pilaf), cooked (with salt and margarine)	10043	00	1004300	136.00	1.4	cup	0.25	1	1
2764	56207150	000000	Couscous, plain, cooked (with salt, no fat added)	10043	00	1004300	157.00	1.6	cup	0.25	1	1
5155	56207150	900000	Couscous, plain, cooked (no salt or fat added)	10043	00	1004300	157.00	1.6	cup	0.25	1	1
5425	56207159	000000	Couscous, dry	10205	00	1020500	173.00	1.7	cup	0.25	1	1
2765	56207180	000000	Couscous, plain, cooked (with salt and margarine)	10043	00	1004300	162.00	1.6	cup	0.25	1	1
2766	56207180	100633	Couscous, plain, cooked (with salt and butter)	10043	00	1004300	162.00	1.6	cup	0.25	1	1
2767	56207180	203973	Couscous, plain, cooked (with salt and vegetable oil) 	10043	00	1004300	162.00	1.6	cup	0.25	1	1
2768	56207200	000000	Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (with salt, no fat added)	10043	00	1004300	246.00	2.5	cup	0.25	1	1
2769	56207200	101329	Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (with salt and milk, no fat added)	10043	00	1004300	246.00	2.5	cup	0.25	1	1
5156	56207200	900000	Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (no salt or fat added)	10043	00	1004300	246.00	2.5	cup	0.25	1	1
2770	56207210	000000	Whole wheat cereal (Roman Meal, Branola, Wheatena), cooked (with salt and margarine)	10043	00	1004300	251.00	2.5	cup	0.25	1	1
2771	56207220	000000	Cream of wheat,  regular, cooked (with salt and margarine)	10043	00	1004300	251.00	2.5	cup	0.25	1	1
2772	56207220	206453	Cream of wheat,  regular, cooked (with salt, milk, and margarine)	10043	00	1004300	251.00	2.5	cup	0.25	1	1
2773	56207230	000000	Cream of wheat,  quick, cooked (with salt and margarine)	10043	00	1004300	244.00	2.4	cup	0.25	1	1
2774	56207230	101330	Cream of wheat,  quick, cooked (with salt, milk, and margarine)	10043	00	1004300	244.00	2.4	cup	0.25	1	1
2775	56207300	000000	Maltex or Malt-O-Meal, cooked (with salt, no fat added)	10043	00	1004300	249.00	2.5	cup	0.25	1	1
2776	56207300	101335	Maltex or Malt-O-Meal, cooked (with salt and milk, no fat added)	10043	00	1004300	249.00	2.5	cup	0.25	1	1
5157	56207300	900000	Maltex or Malt-O-Meal, cooked (no salt or fat added)	10043	00	1004300	249.00	2.5	cup	0.25	1	1
2777	56207330	000000	Maltex or Malt-O-Meal, cooked (with salt and margarine)	10043	00	1004300	254.00	2.5	cup	0.25	1	1
2778	56207330	206406	Maltex or Malt-O-Meal, cooked (with salt, milk, and margarine)	10043	00	1004300	254.00	2.5	cup	0.25	1	1
5426	56207399	000000	Maltex, dry	10205	00	1020500	186.66	1.9	cup	0.25	1	0
5426	56207399	000000	Maltex, dry	21000	00	2100000	11.67	0.1	tablespoon	0.50	1	1
2780	56208510	000000	Oat bran cereal, cooked (with salt and margarine)	10043	00	1004300	247.00	2.5	cup	0.25	1	1
2781	56208530	000000	Oat bran cereal, cooked (with salt and milk, no fat added)	10043	00	1004300	242.00	2.4	cup	0.25	1	1
2782	56208540	000000	Oat bran cereal, cooked, cooked (with salt, milk, and margarine)	10043	00	1004300	247.00	2.5	cup	0.25	1	1
5427	56208599	000000	Oat bran cereal, dry	10205	00	1020500	80.00	0.8	cup	0.25	1	1
2783	56210000	000000	Nestum cereal	10043	01	1004301	245.00	2.5	cup, cooked	0.25	1	1
5247	56299901	000000	Oatmeal, instant, plain, cooked (no fat added)	10043	00	1004300	234.00	2.3	cup	0.25	1	0
5247	56299901	000000	Oatmeal, instant, plain, cooked (no fat added)	61593	00	6159300	148.00	1.5	packet, prepared	0.50	1	1
5248	56299902	000000	Oatmeal, instant, cinnamon and spice, cooked (no fat added)	10043	00	1004300	260.87	2.6	cup	0.25	1	0
5248	56299902	000000	Oatmeal, instant, cinnamon and spice, cooked (no fat added)	61593	00	6159300	165.00	1.6	packet, prepared	0.50	1	1
5249	56299903	000000	Oatmeal, instant, raisins and spice, cooked (no fat added)	10043	00	1004300	259.29	2.6	cup	0.25	1	0
5249	56299903	000000	Oatmeal, instant, raisins and spice, cooked (no fat added)	61593	00	6159300	164.00	1.6	packet, prepared	0.50	1	1
5250	56299904	000000	Oatmeal, instant, plain, cooked (with milk, no fat added)	10043	00	1004300	237.16	2.4	cup	0.25	1	0
5250	56299904	000000	Oatmeal, instant, plain, cooked (with milk, no fat added)	61593	00	6159300	150.00	1.5	packet, prepared	0.50	1	1
5251	56299905	000000	Oatmeal, instant, cinnamon and spice, cooked (with milk, no fat added)	10043	00	1004300	264.04	2.6	cup	0.25	1	0
5251	56299905	000000	Oatmeal, instant, cinnamon and spice, cooked (with milk, no fat added)	61593	00	6159300	167.00	1.7	packet, prepared	0.50	1	1
5252	56299906	000000	Oatmeal, instant, raisins and spice, cooked (with milk, no fat added)	10043	00	1004300	262.44	2.6	cup	0.25	1	0
5252	56299906	000000	Oatmeal, instant, raisins and spice, cooked (with milk, no fat added)	61593	00	6159300	166.00	1.7	packet, prepared	0.50	1	1
5253	56299907	000000	Oatmeal, instant, plain, cooked (with soymilk, no fat added)	10043	00	1004300	237.16	2.4	cup	0.25	1	0
5253	56299907	000000	Oatmeal, instant, plain, cooked (with soymilk, no fat added)	61593	00	6159300	150.00	1.5	packet, prepared	0.50	1	1
5254	56299908	000000	Oatmeal, instant, cinnamon and spice, cooked (with soymilk, no fat added)	10043	00	1004300	264.04	2.6	cup	0.25	1	0
5254	56299908	000000	Oatmeal, instant, cinnamon and spice, cooked (with soymilk, no fat added)	61593	00	6159300	167.00	1.7	packet, prepared	0.50	1	1
5255	56299909	000000	Oatmeal, instant, raisins and spice, cooked (with soymilk, no fat added)	10043	00	1004300	262.44	2.6	cup	0.25	1	0
5255	56299909	000000	Oatmeal, instant, raisins and spice, cooked (with soymilk, no fat added)	61593	00	6159300	166.00	1.7	packet, prepared	0.50	1	1
2784	57101000	000000	All-Bran Cereal	10205	00	1020500	62.00	0.6	cup	0.25	1	1
2784	57101000	000000	All-Bran Cereal	61928	00	6192800	35.00	0.4	single serving box (1.25 oz)	0.50	1	0
2785	57101020	000000	All-Bran with Extra Fiber Cereal	10205	00	1020500	60.00	0.6	cup	0.25	1	1
2786	57102000	000000	Alpen Cereal 	10205	00	1020500	113.00	1.1	cup	0.25	1	1
2787	57103000	000000	Alpha-Bits Cereal 	10205	00	1020500	32.00	0.3	cup	0.25	1	1
2788	57103020	000000	Alpha-bits with marshmallows cereal	10205	00	1020500	29.00	0.3	cup	0.25	1	1
2789	57103050	000000	Amaranth Flakes Cereal 	10205	00	1020500	38.00	0.4	cup	0.25	1	1
2790	57103100	000000	Apple Cinnamon Cheerios Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2791	57103500	000000	Apple Cinnamon Squares Mini-Wheats Cereal	10205	00	1020500	73.00	0.7	cup	0.25	1	1
2792	57104000	000000	Apple Jacks Cereal	10205	00	1020500	28.00	0.3	cup	0.25	1	1
2792	57104000	000000	Apple Jacks Cereal	61922	05	6192205	27.00	0.3	single serving box (1 oz)	0.50	1	0
2792	57104000	000000	Apple Jacks Cereal	64178	00	6417800	18.00	0.2	prepackaged bowl (0.6 oz)	0.50	1	0
2793	57106050	000000	Banana Nut Crunch Cereal 	10205	00	1020500	59.00	0.6	cup	0.25	1	1
6257	57106060	000000	Banana Nut Cheerios	10205	00	1020500	37.00	0.4	cup	0.25	1	1
2794	57106100	000000	Basic 4 Cereal 	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2795	57106250	000000	Berry Berry Kix Cereal 	10205	00	1020500	33.00	0.4	cup	0.25	1	1
2796	57106260	000000	Berry Burst Cheerios Cereal 	10205	00	1020500	36.00	0.3	cup	0.25	1	1
2797	57106530	000000	Blueberry Morning Cereal 	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2798	57107000	000000	Booberry Cereal 	10205	00	1020500	33.00	0.3	cup	0.25	1	1
2799	57110000	000000	All-Bran Bran Buds Cereal 	10205	00	1020500	90.00	0.9	cup	0.25	1	1
2800	57111000	000000	Bran Chex Cereal 	10205	00	1020500	49.00	0.5	cup	0.25	1	1
2801	57117000	000000	Cap'n Crunch Cereal 	10205	00	1020500	36.00	0.4	cup	0.25	1	1
2802	57117500	000000	Cap'n Crunch's Christmas Crunch Cereal 	10205	00	1020500	38.00	0.4	cup	0.25	1	1
2803	57119000	000000	Cap'n Crunch's Crunch Berries Cereal 	10205	00	1020500	35.00	0.4	cup	0.25	1	1
2804	57120000	000000	Cap'n Crunch's Peanut Butter Crunch Cereal 	10205	00	1020500	36.00	0.4	cup	0.25	1	1
2805	57123000	000000	Cheerios Cereal 	10205	00	1020500	28.00	0.3	cup	0.25	1	1
2805	57123000	000000	Cheerios Cereal 	61924	00	6192400	21.00	0.2	single serving box (0.75 oz)	0.50	1	0
6258	57124050	000000	Chex Cinnamon	10205	00	1020500	39.00	0.4	cup	0.25	1	1
6259	57124100	000000	Chocolate Cheerios	10205	00	1020500	36.00	0.4	cup	0.25	1	1
2806	57124200	000000	Chocolate flavored frosted puffed corn cereal	10205	00	1020500	30.00	0.4	cup	0.25	1	1
6260	57124300	000000	Chocolate Lucky Charms	10205	00	1020500	37.00	0.4	cup	0.25	1	1
2807	57124500	000000	Cinnamon Grahams Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2808	57125000	000000	Cinnamon Toast Crunch Cereal 	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2808	57125000	000000	Cinnamon Toast Crunch Cereal 	61922	00	6192200	28.00	0.3	single serving box	0.50	1	0
2809	57125010	000000	Cinnamon Toast Crunch Reduced Sugar Cereal 	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2809	57125010	000000	Cinnamon Toast Crunch Reduced Sugar Cereal 	64235	02	6423502	28.35	0.3	prepackaged bowl (1 oz)	0.50	1	0
2810	57125900	000000	Honey Nut Clusters Cereal 	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2810	57125900	000000	Honey Nut Clusters Cereal 	61922	00	6192200	36.00	0.4	single serving box	0.50	1	0
2811	57126000	000000	Cocoa Krispies Cereal 	10205	00	1020500	41.00	0.4	cup	0.25	1	1
2811	57126000	000000	Cocoa Krispies Cereal 	61922	08	6192208	39.00	0.4	single serving box (1.4 oz)	0.50	1	0
2811	57126000	000000	Cocoa Krispies Cereal 	64179	00	6417900	21.00	0.2	prepackaged bowl (0.75 oz)	0.50	1	0
2812	57126500	000000	Cocoa Blasts Cereal	10205	00	1020500	33.00	0.3	cup	0.25	1	1
2813	57127000	000000	Cocoa Pebbles Cereal 	10205	00	1020500	39.00	0.4	cup	0.25	1	1
2814	57128000	000000	Cocoa Puffs Cereal 	10205	00	1020500	36.00	0.3	cup	0.25	1	1
6261	57128005	000000	Cocoa Puffs, reduced sugar	10205	00	1020500	32.00	0.3	cup	0.25	1	1
6261	57128005	000000	Cocoa Puffs, reduced sugar	64235	00	6423500	24.00	0.2	prepackaged bowl	0.50	1	0
2815	57128880	000000	Complete Oat Bran Flakes Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2816	57130000	000000	Cookie-Crisp Cereal 	10205	00	1020500	35.00	0.3	cup	0.25	1	1
2817	57131000	000000	Crunchy Corn Bran Cereal	10205	00	1020500	36.00	0.4	cup	0.25	1	1
2818	57132000	000000	Corn Chex Cereal 	10205	00	1020500	31.00	0.3	cup	0.25	1	1
2819	57134090	000000	Corn flakes cereal, low sodium 	10205	00	1020500	25.00	0.3	cup	0.25	1	1
2820	57135000	000000	Corn flakes cereal	10205	00	1020500	28.00	0.3	cup	0.25	1	1
2820	57135000	000000	Corn flakes cereal	61924	00	6192400	21.00	0.2	single serving box (0.75 oz)	0.50	1	0
2820	57135000	000000	Corn flakes cereal	64182	00	6418200	32.00	0.3	prepackaged bowl (1.125 oz)	0.50	1	0
2821	57137000	000000	Corn Puffs Cereal 	10205	00	1020500	19.00	0.2	cup	0.25	1	1
2822	57138000	000000	Total Corn Flakes Cereal 	10205	00	1020500	22.00	0.2	cup	0.25	1	1
2823	57139000	000000	Count Chocula Cereal	10205	00	1020500	36.00	0.3	cup	0.25	1	1
2824	57143000	000000	Cracklin' Oat Bran Cereal	10205	00	1020500	73.00	0.7	cup	0.25	1	1
2825	57143500	000000	Cranberry Almond Crunch Cereal	10205	00	1020500	57.00	0.6	cup	0.25	1	1
2826	57144000	000000	Crisp Crunch Cereal	10205	00	1020500	30.00	0.3	cup	0.25	1	1
2827	57148000	000000	Crispix Cereal	10205	00	1020500	29.00	0.3	cup	0.25	1	1
2827	57148000	000000	Crispix Cereal	61922	02	6192202	21.00	0.2	single serving box (0.75 oz)	0.50	1	0
2827	57148000	000000	Crispix Cereal	64179	00	6417900	21.00	0.2	prepackaged bowl (0.75 oz)	0.50	1	0
2828	57148500	000000	Crispy Brown Rice Cereal 	10205	00	1020500	32.00	0.3	cup	0.25	1	1
2829	57148600	000000	Harmony Cereal	10205	00	1020500	44.00	0.4	cup	0.25	1	1
6262	57151000	000000	Crispy Rice	10205	00	1020500	26.00	0.3	cup	0.25	1	1
2830	57160000	000000	Curves Fruit and Nut Crunch Cereal	10205	00	1020500	49.00	0.5	cup	0.25	1	1
2831	57201800	000000	Disney Cereal	10205	00	1020500	29.00	0.3	cup	0.25	1	1
2832	57201900	000000	Dora the Explorer Cereal	10205	00	1020500	36.00	0.4	cup	0.25	1	1
2833	57206000	000000	Familia Cereal	10205	00	1020500	122.00	1.2	cup	0.25	1	1
2834	57206700	000000	Fiber One Cereal	10205	00	1020500	60.00	0.6	cup	0.25	1	1
6263	57206705	000000	Fiber One Caramel Delight	10205	00	1020500	50.00	0.5	cup	0.25	1	1
6264	57206710	000000	Fiber One Honey Clusters	10205	00	1020500	52.00	0.5	cup	0.25	1	1
6265	57206715	000000	Fiber One Raisin Bran Clusters	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2835	57206800	000000	Fiber 7 Flakes Cereal	10205	00	1020500	37.00	0.4	cup	0.25	1	1
2836	57208000	000000	Complete Wheat Bran Flakes Cereal	10205	00	1020500	39.00	0.4	cup	0.25	1	1
2836	57208000	000000	Complete Wheat Bran Flakes Cereal	61926	00	6192600	28.35	0.3	single serving box (1 oz)	0.50	1	0
2837	57209000	000000	Natural Bran Flakes Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2838	57211000	000000	Frankenberry Cereal	10205	00	1020500	33.00	0.3	cup	0.25	1	1
2839	57212100	000000	French Toast Crunch Cereal	10205	00	1020500	43.00	0.4	cup	0.25	1	1
2840	57213000	000000	Froot Loops Cereal	10205	00	1020500	29.00	0.3	cup	0.25	1	1
2840	57213000	000000	Froot Loops Cereal	61922	05	6192205	27.00	0.3	single serving box (1 oz)	0.50	1	0
2840	57213000	000000	Froot Loops Cereal	64179	00	6417900	21.00	0.2	prepackaged bowl (0.75 oz)	0.50	1	0
2841	57213005	000000	Froot Loops Cereal Straws	64292	00	6429200	10.00	0.1	straw	1.00	1	1
2842	57213850	000000	Frosted Cheerios Cereal	10205	00	1020500	37.00	0.4	cup	0.25	1	1
2842	57213850	000000	Frosted Cheerios Cereal	61922	00	6192200	29.00	0.3	single serving box	1.00	1	0
2843	57214000	000000	Frosted Mini-Wheats Cereal	10205	00	1020500	53.00	0.5	cup	0.25	1	1
2843	57214000	000000	Frosted Mini-Wheats Cereal	61922	07	6192207	37.00	0.4	single serving box (1.25 oz)	0.50	1	0
2843	57214000	000000	Frosted Mini-Wheats Cereal	64181	00	6418100	28.00	0.3	prepackaged bowl (1 oz)	0.50	1	0
2844	57214100	000000	Frosted Wheat Bites Cereal	10205	00	1020500	57.00	0.6	cup	0.25	1	1
2845	57215000	000000	Frosty O's Cereal	10205	00	1020500	34.00	0.3	cup	0.25	1	1
2846	57218000	000000	Frosted Rice Krispies Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2846	57218000	000000	Frosted Rice Krispies Cereal	61925	00	6192500	25.00	0.3	single serving box (0.875 oz)	0.50	1	0
2847	57221000	000000	Fruit & Fibre (fiber) Cereal with dates, raisins, and walnuts	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2848	57221650	000000	Fruit Harvest Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2849	57221800	000000	Fruit Whirls Cereal 	10205	00	1020500	28.00	0.3	cup	0.25	1	1
2850	57221810	000000	Fruity Cheerios Cereal	10205	00	1020500	36.00	0.4	cup	0.25	1	1
2850	57221810	000000	Fruity Cheerios Cereal	64235	00	6423500	25.00	0.3	prepackaged bowl	0.50	1	0
2851	57223000	000000	Fruity Pebbles Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2852	57224000	000000	Golden Grahams Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2853	57228000	000000	Granola, homemade	10205	00	1020500	122.00	1.2	cup	0.25	1	1
2853	57228000	000000	Granola, homemade	21000	00	2100000	7.58	0.1	tablespoon	0.50	1	0
2854	57229000	000000	Granola, lowfat	10205	00	1020500	98.00	1.1	cup	0.25	1	1
2854	57229000	000000	Granola, lowfat	21000	00	2100000	6.08	0.1	tablespoon	0.50	1	0
2855	57229500	000000	Granola with Raisins, lowfat	10205	00	1020500	90.00	0.8	cup	0.25	1	1
2855	57229500	000000	Granola with Raisins, lowfat	21000	00	2100000	5.58	0.1	tablespoon	0.50	1	0
2856	57230000	000000	Grape-Nuts Cereal	10205	00	1020500	116.00	1.1	cup	0.25	1	1
2857	57231000	000000	Grape-Nut Flakes Cereal	10205	00	1020500	39.00	0.4	cup	0.25	1	1
2858	57231200	000000	Great Grains, Raisin, Date, and Pecan Whole Grain Cereal	10205	00	1020500	72.00	0.8	cup	0.25	1	1
2859	57231250	000000	Great Grains Double Pecan Whole Grain Cereal	10205	00	1020500	104.00	0.9	cup	0.25	1	1
2860	57237100	000000	Honey Bunches of Oats Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
5550	57237200	000000	Honey Bunches of Oats with Vanilla Clusters	10205	00	1020500	56.00	0.6	cup	0.25	1	1
2861	57237300	000000	Honey Bunches of Oats with Almonds Cereal	10205	00	1020500	43.00	0.4	cup	0.25	1	1
6266	57237310	000000	Honey Bunches of Oats with Pecan Bunches	10205	00	1020500	52.00	0.5	cup	0.25	1	1
2862	57238000	000000	Honeycomb Cereal, plain	10205	00	1020500	22.00	0.2	cup	0.25	1	1
2863	57239000	000000	Honeycomb Cereal, strawberry	10205	00	1020500	22.00	0.2	cup	0.25	1	1
2864	57239100	000000	Honey Crunch Corn Flakes Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2864	57239100	000000	Honey Crunch Corn Flakes Cereal	61922	07	6192207	35.00	0.4	single serving box (1.25 oz)	0.50	1	0
2865	57240100	000000	Honey Nut Chex Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2866	57241000	000000	Honey Nut Cheerios Cereal	10205	00	1020500	37.00	0.4	cup	0.25	1	1
2866	57241000	000000	Honey Nut Cheerios Cereal	61922	05	6192205	23.00	0.3	single serving box (1 oz)	0.50	1	0
2867	57241200	000000	Honey Nut Shredded Wheat Cereal	10205	00	1020500	52.00	0.5	cup	0.25	1	1
2868	57243000	000000	Honey Smacks Cereal	10205	00	1020500	36.00	0.4	cup	0.25	1	1
2868	57243000	000000	Honey Smacks Cereal	61922	06	6192206	32.00	0.3	single serving box (1.1 oz)	0.50	1	0
2868	57243000	000000	Honey Smacks Cereal	64180	00	6418000	25.00	0.3	prepackaged bowl (0.9 oz)	0.50	1	0
2869	57243870	000000	Jenny O's Cereal	10205	00	1020500	28.00	0.3	cup	0.25	1	1
2870	57244000	000000	Just Right Cereal	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2871	57245000	000000	Just Right Fruit and Nut Cereal	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2872	57301100	000000	Kaboom Cereal	10205	00	1020500	24.00	0.2	cup	0.25	1	1
2873	57301500	000000	Kashi Cereal, Puffed	10205	00	1020500	19.00	0.2	cup	0.25	1	1
2874	57301505	000000	Kashi Autumn Wheat Cereal	10205	00	1020500	54.00	0.5	cup	0.25	1	1
2875	57301510	000000	Kashi GOLEAN Cereal	10205	00	1020500	52.00	0.5	cup	0.25	1	1
2876	57301511	000000	Kashi GOLEAN Crunch	10205	00	1020500	53.00	0.5	cup	0.25	1	1
2877	57301512	000000	Kashi GOLEAN Crunch Honey Almond Flax Cereal	10205	00	1020500	53.00	0.5	cup	0.25	1	1
2878	57301520	000000	Kashi Good Friends Cereal	10205	00	1020500	53.00	0.5	cup	0.25	1	1
2879	57301530	000000	Kashi Heart to Heart Cereal	10205	00	1020500	44.00	0.4	cup	0.25	1	1
6267	57301535	000000	Kashi Heart to Heart Oat Flakes and Blueberry Clusters	10205	00	1020500	55.00	0.6	cup	0.25	1	1
6268	57301540	000000	Kashi Honey Sunshine	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2880	57302100	000000	King Vitaman Cereal	10205	00	1020500	21.00	0.2	cup	0.25	1	1
2881	57303100	000000	Kix Cereal	10205	00	1020500	24.00	0.2	cup	0.25	1	1
2881	57303100	000000	Kix Cereal	61922	01	6192201	18.00	0.2	single serving box (0.6 oz)	0.50	1	0
6269	57303105	000000	Honey Kix	10205	00	1020500	26.00	0.3	cup	0.25	1	1
2882	57304100	000000	Life Cereal (plain or cinnamon)	10205	00	1020500	43.00	0.4	cup	0.25	1	1
2883	57305100	000000	Lucky Charms Cereal	10205	00	1020500	36.00	0.3	cup	0.25	1	1
2883	57305100	000000	Lucky Charms Cereal	61922	05	6192205	23.00	0.3	single serving box (1 oz)	0.50	1	0
2884	57305150	000000	Frosted oat cereal with marshmallows	10205	00	1020500	28.00	0.3	cup	0.25	1	1
6270	57305160	000000	Malt-O-Meal Blueberry Muffin Tops	10205	00	1020500	40.00	0.4	cup	0.25	1	1
6271	57305165	000000	Malt-O-Meal Cinnamon Toasters	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2885	57305170	000000	Malt-O-Meal Coco-Roos Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
6272	57305174	000000	Malt-O-Meal Colossal Crunch	10205	00	1020500	40.00	0.4	cup	0.25	1	1
6273	57305175	000000	Malt-O-Meal Cocoa Dyno-Bites	10205	00	1020500	39.00	0.4	cup	0.25	1	1
2886	57305180	000000	Malt-O-Meal Corn Bursts Cereal	10205	00	1020500	31.00	0.3	cup	0.25	1	1
2887	57305200	000000	Malt-O-Meal Crispy Rice Cereal	10205	00	1020500	28.00	0.3	cup	0.25	1	1
2888	57305210	000000	Malt-O-Meal Frosted Flakes Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
6274	57305215	000000	Malt-O-Meal Frosted Mini Spooners	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2889	57305300	000000	Malt-O-Meal Fruity Dyno-Bites Cereal	10205	00	1020500	36.00	0.4	cup	0.25	1	1
6275	57305400	000000	Malt-O-Meal Honey Graham Squares	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2890	57305500	000000	Malt-O-Meal Honey and Nut Toasty O's Cereal	10205	00	1020500	38.00	0.4	cup	0.25	1	1
2891	57305600	000000	Malt-O-Meal Marshmallow Mateys Cereal	10205	00	1020500	30.00	0.3	cup	0.25	1	1
2892	57306100	000000	Malt-O-Meal Puffed Rice Cereal	10205	00	1020500	14.00	0.1	cup	0.25	1	1
2893	57306120	000000	Malt-O-Meal Puffed Wheat Cereal	10205	00	1020500	12.00	0.1	cup	0.25	1	1
6276	57306130	000000	Malt-O-Meal Raisin Bran	10205	00	1020500	59.00	0.6	cup	0.25	1	1
2894	57306500	000000	Malt-O-Meal Golden Puffs (formerly Sugar Puffs) Cereal	10205	00	1020500	32.00	0.3	cup	0.25	1	1
2895	57306700	000000	Malt-O-Meal Toasted Oat Cereal	10205	00	1020500	22.00	0.2	cup	0.25	1	1
2896	57306800	000000	Malt-O-meal Tootie Fruities Cereal	10205	00	1020500	28.00	0.3	cup	0.25	1	1
2897	57307010	000000	Maple Pecan Crunch Cereal	10205	00	1020500	52.00	0.5	cup	0.25	1	1
2898	57307150	000000	Marshmallow Safari Cereal	10205	00	1020500	40.00	0.4	cup	0.25	1	1
2899	57307500	000000	Millet, puffed	10205	00	1020500	21.00	0.2	cup	0.25	1	1
2900	57307600	000000	Mini-Swirlz Cinnamon Bun Cereal	10205	00	1020500	30.00	0.3	cup	0.25	1	1
2900	57307600	000000	Mini-Swirlz Cinnamon Bun Cereal	64235	01	6423501	21.00	0.2	prepackaged bowl (.7 oz)	0.50	1	0
2901	57308190	000000	Muesli, dried fruit and nuts	10205	00	1020500	85.00	0.9	cup	0.25	1	1
2902	57308300	000000	Multi Bran Chex Cereal	10205	00	1020500	63.00	0.6	cup	0.25	1	1
2903	57308400	000000	MultiGrain Cheerios Cereal	10205	00	1020500	30.00	0.3	cup	0.25	1	1
2904	57308900	000000	Natural Muesli, Jenny's Cuisine	10205	00	1020500	76.00	0.8	cup	0.25	1	0
2904	57308900	000000	Natural Muesli, Jenny's Cuisine	60739	00	6073900	35.00	0.4	envelope (1.25 oz)	0.50	1	1
2905	57309100	000000	Nature Valley Granola, with fruit and nuts	10205	00	1020500	82.00	0.8	cup	0.25	1	1
2906	57311700	000000	Nu System Cuisine Toasted Grain Circles Cereal	10205	00	1020500	44.00	0.4	cup	0.25	1	1
2906	57311700	000000	Nu System Cuisine Toasted Grain Circles Cereal	61927	00	6192700	32.00	0.3	single serving box (1.1 oz)	0.50	1	0
2907	57316200	000000	Nutty Nuggets Cereal	10205	00	1020500	113.00	1.1	cup	0.25	1	1
2908	57316300	000000	Oat Bran Flakes Cereal	10205	00	1020500	47.00	0.5	cup	0.25	1	1
2909	57316410	000000	Oatmeal Crisp Cereal, Apple Cinnamon	10205	00	1020500	55.00	0.6	cup	0.25	1	1
2910	57316450	000000	Oatmeal Crisp with Almonds Cereal	10205	00	1020500	60.00	0.6	cup	0.25	1	1
2911	57316500	000000	Oatmeal Crisp Cereal, Raisin	10205	00	1020500	62.00	0.6	cup	0.25	1	1
