Food_Item_ID	FoodCode	ModCode	Food Name	Protein (g)	Total Fat (g)	Carbohydrate (g)	Energy (kcal)	Alcohol (g)	Water (g)	Caffeine (mg)	Theobromine (mg)	Total Sugars (g)	Total Dietary Fiber (g)
219	13120730	0	Ice cream cone, vanilla ice cream or other flavors 	3.7599	10.77	26.77	219	0	57.82	0	0	20.35	0.8
220	13120750	0	Ice cream cone, chocolate ice cream, with nuts	6.2999	15.63	29.3298	274	0	47.53	1	46	22.68	2.2
221	13120760	0	Ice cream cone, chocolate ice cream, chocolate covered 	4.08	11.25	34.56	247	0	49.1599	7	89	27.64	1.3998
222	13120770	0	Ice cream cone, chocolate ice cream	4.07	9.5198	31.85	226	0	53.63	2	53	25.16	1
223	13120780	0	Ice cream cone, chocolate ice cream, chocolate covered, with nuts	6.1398	16.71	31.93	289	0	44.0099	6	79	25.07	2.5
224	13120790	0	Drumstick ice cream sundae cone	5.6699	15.2898	29.75	271	0	48.24	5	38	21.57	1.8998
225	13120800	0	Ice cream soda, vanilla or other flavors	0.92	2.8999	14.02	85	0	81.8499	0	0	13.4	0.2
226	13120810	0	Ice cream soda, chocolate	1	2.8999	15.23	87	0	80.4599	1	16	14.48	0.3
227	13121100	0	Ice cream sundae, fruit topping, with whipped cream	2.2799	10.88	33.34	235	0	52.84	0	0	20.16	0.6
228	13121200	0	Ice cream sundae, prepackaged, vanilla or other flavors	4.2999	6	29.3998	185	0	59.2999	0	2	20.7398	0.3
229	13121300	0	Ice cream sundae, chocolate or fudge topping, with whipped cream	3.62	13.57	32.2999	264	0	49.4099	2	76	22.44	1.2
230	13121400	0	Ice cream sundae, caramel or butterscotch topping, with whipped cream	2.27	11.4	35.3299	244	0	50.3699	0	0	34.06	0.4
231	13121500	0	Ice cream sundae, fudge topping, with cake and whipped cream	3.7799	13.6	35.89	279	0	45.5499	2	64	24.25	1.1
232	13122100	0	Ice cream pie, no crust	3.31	14.38	20.8998	225	0	60.57	0	0	18.82	0.6
233	13122500	0	Ice cream pie, with cookie crust, fudge topping, and whipped cream	3.96	13.84	40.85	303	0	40.1499	2	67	24.01	1.3998
234	13126000	0	Fried ice cream	3.98	15.06	32.6099	280	0	47.31	0	0	22.09	1.1
235	13130300	0	Ice cream, light, vanilla or other flavors 	4.78	4.83	29.46	180	0	59.85	0	0	22.12	0.3
236	13130310	0	Ice cream, light, chocolate	5	7.19	25.6999	187	0	61.43	2	69	24.71	0.8
237	13130330	0	Ice cream, light, no sugar added, vanilla or other flavors	3.97	7.45	21.42	169	0	65.5199	0	0	6.4599	0
238	13130340	0	Ice cream, light, no sugar added, chocolate	3.54	5.74	26.7898	173	0	62.99	0	5	5.65	0.9
239	13130600	0	Ice cream, light, soft serve, vanilla or other flavors	4.9	2.6	21.8	126	0	69.5999	0	0	18.69	0
240	13130610	0	Ice cream, light, soft serve, chocolate	3.3599	3.69	23.1498	141	0	68.92	0	0	19.46	0
241	13130620	0	Ice cream, light, soft serve cone, vanilla or other flavors	4.24	4.86	26.3599	163	0	63.64	0	0	19.4898	0.1
242	13130630	0	Ice cream, light, soft serve cone, chocolate	5.08	5.36	28.3	166	0	59.93	5	160	18.41	1.8998
243	13130700	0	Ice cream, light, soft serve, blended with candy or cookies (Blizzard, McFlurry)	4	6.0598	26.18	176	0	62.82	1	28	22.78	0.2
244	13135000	0	Ice cream sandwich, light vanilla ice cream	4.29	3.04	39.64	186	0	52.63	1	43	17.8599	0
245	13135010	0	Ice cream sandwich, light chocolate ice cream	5.58	6.5998	38.5399	236	0	48.59	3	92	25.98	1.5
246	13136000	0	Ice cream sandwich, light, no-sugar- added ice cream	5.71	2.8599	42.8599	200	0	48.13	1	43	6.58	7.0998
247	13140100	0	Ice cream bar, light ice cream, chocolate-coated	3.98	17.46	30.3098	289	0	47.32	1	29	23.8798	0.6
248	13140110	0	Ice cream bar, light ice cream, chocolate covered, with nuts	7.11	22.03	28.35	329	0	41.34	1	25	21.3098	1.7
249	13140500	0	Ice cream cone, light ice cream, chocolate	5.15	2.93	26.1999	148	0	64.65	0	0	17.71	0.2
250	13140550	0	Ice cream cone, light ice cream, vanilla or other flavors 	4.5598	3.5	30.0398	168	0	60.8699	1	30	23.8	0.6
251	13140600	0	Ice cream sundae, light, soft serve, chocolate or fudge topping, with whipped cream 	4.2698	10.64	35.7999	255	0	48.0799	2	80	22.9698	1.1
252	13140630	0	Ice cream sundae, light, soft serve, fruit topping, with whipped cream	2.8399	7.7698	36.9099	223	0	51.7299	0	0	20.5398	0.4
253	13140650	0	Ice cream sundae, light, soft serve, caramel or butterscotch topping, with whipped cream	2.8999	6.21	42.4099	228	0	47.75	0	0	38.38	0.2
254	13140660	0	Ice cream sundae, light, soft serve, chocolate or fudge topping, no whipped cream	4.82	4.16	32.0099	182	0	57.7199	2	61	22.6999	0.7
255	13140670	0	Ice cream sundae, light, soft serve, fruit topping, no whipped cream	3.73	1.98	32.8599	158	0	60.5	0	0	20.85	0.2
256	13140680	0	Ice cream sundae, light, soft serve, caramel or butterscotch topping, no whipped cream	3.73	2.3999	34.4799	165	0	58.5	0	0	32.14	0
257	13140700	0	Creamsicle or dreamsicle	2.85	3.3399	29.9499	161	0	63.13	0	0	23.28	0.8
258	13140900	0	Fudgesicle	5.3098	5.16	30.6099	182	0	57.56	3	105	21.3098	1.5
259	13142000	0	Milk dessert bar or stick, frozen, with coconut	5.37	5.94	21.26	157	0	66.06	0	0	18.8	1.6
260	13150000	0	Sherbet, all flavors	1.1	2	30.3998	144	0	66.0999	0	0	24.32	1.3
261	13160150	0	Fat free ice cream, no sugar added, chocolate	3.54	5.74	26.7898	173	0	62.99	0	5	5.65	0.9
262	13160160	0	Fat free ice cream, no sugar added, vanilla or other flavors	4.41	0	27.94	129	0	65.5199	0	0	8.82	7.4
263	13160400	0	Fat free ice cream, vanilla or other flavors	4.48	0	30.0598	138	0	64.3499	0	0	6.2999	1
264	13160410	0	Fat free ice cream, chocolate	4.2999	1	37.7	167	0	56	3	62	37.7	0
265	13161000	0	Milk dessert bar, frozen, made from low fat milk	4.41	1.47	33.09	147	0	61.43	2	69	22.0598	6.5998
266	13161500	0	Milk dessert sandwich bar, frozen, made from low fat milk	5.5	3.1	35.57	189	0	54.81	1	39	21.39	0.9
267	13161520	0	Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from low fat milk	5.95	9.7898	53.3599	316	0	29.2398	6	219	30.3098	2.1
268	13161600	0	Milk dessert bar, frozen, made from low fat milk and low calorie sweetener	3.6	0.97	22.28	105	0	71.8499	0	5	3.93	1.6
269	13161630	0	Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated 	6.4	10.1	26.1099	221	0	56.2	3	32	8.5198	0.8
270	13170000	0	Baked Alaska	4.83	9.7798	35.5799	248	0	48.93	0	0	28.18	0.5
6154	13210110	0	Bread pudding, with raisins	5.5198	4.6299	23.4698	154	0	64.98	0	0	14.67	1
271	13210110	202025	Bread pudding, with low fat (1%) milk	5.58	4.0198	23.5598	149	0	65.42	0	0	14.74	1
272	13210110	202027	Bread pudding, with reduced fat (2%) milk	5.54	4.6799	23.43	154	0	64.95	0	0	14.65	1
273	13210110	206233	Bread pudding, with whole  milk	5.44	5.5099	23.43	162	0	64.25	0	0	14.65	1
274	13210110	206478	Bread pudding, with fat free (skim) milk	5.58	3.43	23.4898	144	0	66.0798	0	0	14.65	1
275	13210150	0	Bread pudding, Puerto Rican, with evaporated milk and rum 	8.1898	9.1198	38.6499	271	0.2	41.43	0	0	22.94	1
276	13210160	0	Diplomat pudding, Puerto Rican 	6.6799	8.3598	43.6	276	0.2	39.42	1	0	37.2899	0.5
277	13210180	0	Bread pudding, Mexican 	5.0598	11.5	40.9799	280	0	41.25	0	0	26.57	1.3
278	13210180	205744	Bread pudding, Mexican, with milk 	5.8399	11.89	41.9099	291	0	39	0	0	27.6498	1.3
279	13210190	0	Bread pudding, Mexican, lower fat	7.4699	5.8898	50.34	278	0	34.7199	0	0	23.94	1.8998
280	13210300	201627	Custard, with whole milk	4.95	4.5	10.92	104	0	78.7998	0	0	11.06	0
281	13210300	201916	Custard, with reduced fat (2%) milk	5.08	3.3999	10.92	94	0	79.73	0	0	11.07	0
282	13210300	202337	Custard, with heavy cream	4.03	33.53	9.3	349	0	52.49	0	0	9.23	0
283	13210300	202532	Custard, with fat free (skim) milk	5.1398	1.75	11.0398	80	0	81.17	0	0	11.08	0
284	13210300	206348	Custard, with low fat (1%) milk	5.1398	2.52	11.08	87	0	80.3499	0	0	11.1899	0
285	13210300	207007	Custard, with soymilk	4.5	2.96	11.06	89	0	80.65	0	0	9.8498	0.2
286	13210350	0	Custard, Puerto Rican style, with evaporated milk	5.2199	4.7	29.0398	177	0	60.0099	0	0	28.8998	0
287	13210350	202228	Custard, Puerto Rican style, with reduced fat (2%) milk	4.1398	2.97	27.6	151	0	64.53	0	0	27.55	0
288	13210350	202769	Custard, Puerto Rican style, with whole milk	4.0899	3.3599	27.6	155	0	64.2	0	0	27.55	0
289	13210350	206307	Custard, Puerto Rican style, with heavy cream	3.7599	13.44	27.16	240	0	54.96	0	0	27.02	0
6155	13210350	207601	Flan, made with skim milk	4.16	2.39	27.6298	146	0	65.0498	0	0	27.53	0
290	13210410	101318	Pudding, rice, with rice beverage	1.23	0.882	29.7669	129.999	0	67.596	0	0	16.413	0.649
291	13210410	200118	Pudding, rice, with reduced fat (2%) milk	3.636	1.673	26.6909	133.848	0	67.146	0	0	16.443	0.418
292	13210410	201036	Pudding, rice, with whole milk	3.5169	2.677	26.6909	142.5449	0	66.292	0	0	16.6009	0.418
293	13210410	202246	Pudding, rice, with low fat (1%) milk	3.6909	0.875	26.8419	127.524	0	67.7069	0	0	16.5539	0.418
294	13210410	202515	Pudding, rice, with half and half	3.365	9.173	26.405	197.275	0	60.2349	0	0	12.6329	0.42
295	13210410	202676	Pudding, rice, with fat free (skim) milk	3.692	0.171	26.765	120.995	0	68.4869	0	0	16.44	0.417
296	13210410	206391	Pudding, rice, with soy milk (soy beverage)	3.1099	1.2829	26.7869	128.5569	0	68.015	0	0	15.314	0.591
297	13210500	201871	Pudding, tapioca,  home recipe, with reduced fat (2%) milk	4.7199	3.16	17.01	114	0	74.12	0	0	15.14	0
298	13210500	202999	Pudding, tapioca,  home recipe, with whole milk	4.5998	4.1798	17.01	123	0	73.26	0	0	15.13	0
299	13210500	203651	Pudding, tapioca,  home recipe, with fat free (skim)  milk 	4.7698	1.62	17.1	101	0	75.4698	0	0	15.14	0
6156	13210500	207373	Tapioca pudding, home recipe, with low fat (1%) milk	4.78	2.3399	17.16	108	0	74.6898	0	0	15.25	0
300	13210520	100720	Pudding, tapioca,  dry mix, with whole milk 	2.97	3.06	19.8298	117	0	73.2099	0	0	17.69	0
301	13210520	200727	Pudding, tapioca,  dry mix, with fat free (skim)  milk	3.18	0.08	19.93	91	0	75.8199	0	0	17.68	0
302	13210520	201398	Pudding, tapioca,  dry mix, with reduced fat (2%) milk	3.12	1.87	19.8298	107	0	74.23	0	0	17.6999	0
303	13210520	201921	Pudding, tapioca,  dry mix, with low fat (1%) milk 	3.18	0.92	20	99	0	74.9	0	0	17.8298	0
304	13210520	204518	Pudding, tapioca,  dry mix, with light cream	2.54	18.16	18.96	244	0	59.5	0	0	16.55	0
305	13210520	205449	Pudding, tapioca,  dry mix, with half and half	2.79	10.83	19.46	182	0	66	0	0	17.07	0
306	13210520	206259	Pudding, tapioca,  dry mix, with soy milk (soy beverage)	2.49	1.3998	19.9499	100	0	75.25	0	0	16.34	0.2
307	13210530	0	Pudding, tapioca, chocolate, with milk	3.6	2.16	21.3298	111	0	71.7998	7	62	17.41	1
308	13210610	100379	Coconut pudding, with reduced fat (2%) milk 	2.97	3.4199	17.59	112	0	74.9599	0	0	16.03	0.5
309	13210610	200583	Coconut pudding, with whole milk 	2.8399	4.5099	17.59	121	0	74.04	0	0	16.02	0.5
310	13210710	0	Indian pudding, (with milk, molasses and cornmeal)	4.0998	3.5699	21.18	133	0	69.7699	0	0	14.88	0.3
311	13210750	0	Pudding, pumpkin	1.21	3.0699	16.85	99	0	78.3199	0	0	12.14	0.3
312	13210810	0	Pudding, pumpkin, Puerto Rican style	3.6	4.44	16.28	116	0	74.12	0	0	9.91	0.6
313	13210820	0	Custard, fresh corn, Puerto Rican style 	3.89	24.96	46.25	398	0	22.28	0	0	38.09	3.2999
314	13220110	100034	Pudding, vanilla, dry mix, with reduced fat (2%) milk	2.8399	1.77	19.3	104	0	75.01	0	0	18.43	0
315	13220110	200385	Pudding, vanilla, dry mix, with whole milk	2.71	2.85	19.3	114	0	74.09	0	0	18.43	0
316	13220110	200665	Pudding, vanilla, dry mix, with fat free (skim) milk	2.8999	0.15	19.39	90	0	76.4398	0	0	18.41	0
317	13220110	202106	Pudding, vanilla, dry mix, with low fat (1%) milk	2.89	0.91	19.46	97	0	75.6098	0	0	18.55	0
318	13220120	200243	Chocolate pudding, dry mix, with fat free (skim) milk	3.2599	0.41	19.3098	92	0	75.81	2	52	13.75	0.7
319	13220120	200504	Chocolate pudding, dry mix, with reduced fat (2%) milk	3.2	2.0099	19.2198	106	0	74.39	2	52	13.75	0.7
320	13220120	201111	Chocolate pudding, dry mix, with whole milk	3.08	3.08	19.2198	115	0	73.48	2	52	13.74	0.7
321	13220120	201777	Chocolate pudding, dry mix, with low fat (1%) milk	3.2599	1.1598	19.3798	99	0	74.9899	2	52	13.8698	0.7
322	13220120	203537	Chocolate pudding, dry mix, with half and half	2.9199	10.0398	18.8998	173	0	67	2	52	13.17	0.7
323	13220120	205865	Chocolate pudding, dry mix, with soymilk	2.64	1.6	19.3298	100	0	75.31	2	52	12.5398	0.9
324	13220210	100147	Pudding, vanilla, low-calorie dry mix, with reduced fat (2%) milk	3.1699	1.8998	9.55	68	0	84.4398	0	0	4.87	0
325	13220210	200395	Pudding, vanilla, low-calorie dry mix, with fat free (skim) milk	3.24	0.11	9.6799	53	0	85.9899	0	0	4.8898	0
326	13220210	205586	Pudding, vanilla, low-calorie dry mix, with low fat (1%) milk	3.24	0.94	9.73	60	0	85.1098	0	0	5	0
327	13220210	206251	Pudding, vanilla, low-calorie dry mix, whole milk	3.0299	3.0899	9.55	78	0	83.42	0	0	4.86	0
328	13220220	200605	Chocolate pudding, low-calorie dry mix, with reduced fat (2%) milk	3.6	2.0299	10.27	74	0	82.8199	1	40	4.73	0.6
329	13220220	201118	Chocolate pudding, low-calorie dry mix, with fat free (skim) milk	3.6699	0.28	10.39	59	0	84.3499	1	40	4.7599	0.6
330	13220220	206196	Chocolate pudding, low-calorie dry mix, with low fat (1%) milk	3.6699	1.1	10.44	66	0	83.48	1	40	4.86	0.6
331	13220220	206763	Chocolate pudding, low-calorie dry mix, with whole milk	3.47	3.2	10.27	84	0	81.8199	1	40	4.7199	0.6
332	13220230	0	Chocolate pudding, ready-to-eat (snack pack or cup), reduced fat	1.9299	0.3	20.87	93	0	76.23	2	53	15.75	0.3
333	13220235	0	Chocolate pudding, ready-to-eat (snack pack or cup), fat free	1.9299	0.3	20.87	93	0	76.23	2	53	15.75	0.3
334	13220240	0	Pudding, vanilla, ready-to-eat (snack pack or cup), reduced fat	2.02	0	20.16	89	0	76.93	0	0	15.1198	0
335	13220245	0	Pudding, vanilla, ready-to-eat (snack pack or cup), fat free	2.02	0	20.16	89	0	76.93	0	0	15.1198	0
336	13230110	0	Pudding, vanilla, ready-to-eat (snack pack or cup)	1.4498	3.7799	22.6	130	0	71.6598	0	0	16.9698	0
337	13230120	0	Pudding, vanilla, ready-to-eat (snack pack or cup), low calorie	2.02	0	20.16	89	0	76.93	0	0	15.1198	0
338	13230130	0	Chocolate pudding, ready-to-eat (snack pack or cup)	2.0899	4.5998	23.01	142	0	69.4599	2	70	17.17	0
339	13230140	0	Chocolate pudding, ready-to-eat (snack pack or cup), low calorie	1.9299	0.3	20.87	93	0	76.23	2	53	15.75	0.3
340	13230200	0	Chocolate swirl pudding, ready-to-eat (snack pack or cup)	1.77	4.19	22.8	136	0	70.56	1	35	17.07	0
341	13230500	0	Pudding, tapioca, ready-to-eat (snack pack or cup)	1.95	3.8799	21.69	130	0	71.84	0	0	14.91	0
342	13230510	0	Pudding, tapioca, ready-to-eat (snack pack or cup), fat free	1.4398	0.35	21.3098	94	0	76.25	0	0	14.18	0
343	13241000	0	Banana pudding, with vanilla wafers, made with reduced fat (2%) milk	3.25	3.83	26.3798	149	0	65.68	0	0	18.8599	0.9
6157	13241000	206113	Banana pudding, with vanilla wafers, made with whole milk	3.24	3.94	26.37	150	0	65.59	0	0	18.8599	0.9
344	13250000	0	Chocolate mousse	4.15	15.05	16.28	209	0	63.7599	7	45	15.22	0.6
6158	13250000	207333	Mousse, chocolate, with whole milk	4.07	15.85	16.2398	216	0	63.0799	7	45	15.1999	0.6
6159	13250000	207827	Mousse, chocolate, with low fat (1%) milk	4.2	14.49	16.3599	205	0	64.1598	7	45	15.2898	0.6
345	13250100	0	Fruit-flavored mousse	1.4599	15.73	16.9499	208	0	65.3799	0	0	14.72	0.8
347	13251000	0	Chantilly Cream	2.8199	29.27	12.23	317	0	55.2599	0	0	9.91	0
348	13252100	0	Coconut custard, Puerto Rican style	8.1998	10.49	40.0399	282	0	39.74	0	0	39.6	0.3
349	13252200	0	Dulce de leche	6.8399	7.3498	55.35	315	0	28.71	0	0	49.74	0
350	13252500	0	Barfi or Burfi, Indian dessert	6.82	12.1198	38.82	285	0	41.42	0	0	36.95	0.3
351	13252600	0	Tiramisu	4.44	18.1099	25.02	283	1.2	49.8999	38	58	17.9898	0.9
5269	13299996	0	Pudding, vanilla, instant, low-calorie dry mix	0.81	0.9	84.6598	350	0	6.8399	0	0	0.9	0.8
5270	13299997	0	Pudding, vanilla, instant, dry mix	0	0.6	92.9	377	0	2.6	0	0	92.9	0
5271	13299998	0	Pudding, chocolate, low-calorie, instant, dry mix	5.2999	2.3999	78.2	356	0	4.2	0	0	0.7	6.0998
5272	13299999	0	Pudding, chocolate, instant, dry mix	2.2999	1.8997	87.9	378	0	3.2	0	0	67.8598	3.6
352	13411000	0	Cream sauce, made with margarine	3.7	10.64	9.1998	146	0	74.9899	0	0	4.78	0.2
353	13411000	205622	Cream sauce, made with butter	3.7799	10.68	9.13	146	0	74.92	0	0	4.78	0.2
354	13412000	0	Milk gravy, with meat drippings	3.89	9.46	8.5398	135	0	76.78	0	0	4.9699	0.1
355	13412000	206701	Milk gravy, without fat	4	2.06	9.22	72	0	83.43	0	0	5.36	0.1
356	13412000	207008	Milk gravy, with vegetable oil	3.69	10.57	8.5	143	0	76.06	0	0	4.94	0.1
357	13412000	207010	Milk gravy, with margarine	3.72	7.28	8.48	114	0	79.2	0	0	4.9199	0.1
358	14101010	0	Blue cheese	21.3998	28.7398	2.3399	353	0	42.4099	0	0	0.5	0
359	14102010	0	Bondost cheese	23.2398	29.68	2.79	371	0	41.1099	0	0	0.51	0
360	14102110	0	Brick cheese, with salami	23.1	29.3	2.75	368	0	41.52	0	0	0.56	0
361	14103010	0	Camembert cheese	19.8	24.26	0.46	300	0	51.7999	0	0	0.46	0
362	14103020	0	Brie cheese	20.75	27.68	0.45	334	0	48.42	0	0	0.45	0
363	14104010	0	Cheddar cheese	24.8999	33.14	1.28	403	0	36.75	0	0	0.52	0
364	14104015	0	Cheddar cheese, reduced fat	27.1999	18.3	2	282	0	48.2	0	0	0.58	0
365	14104020	0	Cheddar cheese, dry, grated	32.68	43.49	1.6799	529	0	17	0	0	0.68	0
6160	14104115	0	Cheese, Cheddar, fat free	32.14	0	7.1398	157	0	57	0	0	0	0
366	14104200	0	Cheese, Colby	23.76	32.1099	2.5699	394	0	38.2	0	0	0.52	0
367	14104250	0	Cheese, Colby Jack	24.12	31.1999	1.62	384	0	39.6	0	0	0.51	0
368	14104400	0	Cheese, Feta	14.21	21.28	4.0899	264	0	55.2199	0	0	4.0899	0
369	14104600	0	Cheese, Fontina	25.6	31.14	1.55	389	0	37.92	0	0	1.55	0
370	14104700	0	Cheese, goat	23.52	28.85	0.76	361	0	45.1	0	0	1.05	0
371	14105010	0	Cheese, Gouda or Edam	24.98	27.69	1.6698	357	0	41.53	0	0	1.6698	0
372	14105200	0	Cheese, Gruyere	29.8098	32.34	0.36	413	0	33.1899	0	0	0.36	0
373	14106010	0	Cheese, Limburger	20.05	27.25	0.49	327	0	48.42	0	0	0.49	0
374	14106200	0	Cheese, Monterey	24.48	30.28	0.68	373	0	41.0099	0	0	0.5	0
375	14106500	0	Cheese, Monterey, low fat	28.1999	21.6	0.7	313	0	46	0	0	0.56	0
5690	14106600	0	Pepper jack cheese	24.48	30.28	0.68	373	0	41.0099	0	0	0.5	0
376	14107020	0	Cheese, Mozzarella, whole milk	22.17	22.35	2.1899	300	0	50.0099	0	0	1.03	0
377	14107030	0	Cheese, Mozzarella, part skim	25.96	20.03	3.83	302	0	46.46	0	0	0.6	0
378	14107040	0	Cheese, Mozzarella, low sodium	27.5	17.1	3.1	280	0	49.8999	0	0	1.23	0
379	14107060	0	Cheese, Mozzarella, nonfat or fat free	31.6999	0	3.5	141	0	60.2	0	0	1.48	1.8
380	14107200	0	Cheese, Muenster	23.41	30.0398	1.12	368	0	41.77	0	0	1.12	0
381	14107250	0	Cheese, Muenster, low fat	24.6999	17.6	3.5	271	0	50.5	0	0	3.5	0
382	14108010	0	Cheese, Parmesan, dry grated	38.46	28.6099	4.0598	431	0	20.84	0	0	0.9	0
383	14108015	0	Cheese, Parmesan, dry grated, reduced fat	20	20	1.37	265	0	50.6	0	0	0	0
384	14108020	0	Cheese, Parmesan, hard	35.75	25.8298	3.22	392	0	29.16	0	0	0.8	0
385	14108050	0	Cheese, Parmesan, low sodium	41.6	29.9899	3.7	451	0	22.1999	0	0	0.85	0
386	14108060	0	Parmesan cheese topping, fat free	40	5	40	370	0	8.5998	0	0	1.5	0
387	14108200	0	Cheese, Port Salut	23.78	28.1999	0.57	352	0	45.45	0	0	0.57	0
388	14108400	0	Cheese, Provolone	25.5798	26.62	2.14	351	0	40.95	0	0	0.56	0
389	14108420	0	Cheese, Provolone, reduced fat	24.6999	17.6	3.5	274	0	50.6	0	0	0.55	0
390	14109010	0	Cheese, Swiss	26.93	27.8	5.3799	380	0	37.1199	0	0	1.32	0
391	14109020	0	Cheese, Swiss, low sodium	28.3998	27.3998	3.3999	374	0	37.7999	0	0	1.31	0
392	14109030	0	Cheese, Swiss, low fat	28.3998	5.0998	3.3999	179	0	59.6	0	0	1.33	0
393	14110010	0	Cheddar cheese, low sodium	24.35	32.6199	1.9098	398	0	38.9799	0	0	0.49	0
394	14110030	0	Cheddar cheese, low fat	24.35	7	1.9099	173	0	63.1	0	0	0.52	0
395	14120010	0	Cheese, Mexican blend	23.5398	28.51	1.75	358	0	42.4799	0	0	1.23	0
396	14120020	0	Cheese, Mexican blend, reduced fat	24.69	19.3998	3.41	282	0	48.2	0	0	0.56	0
397	14131000	0	Queso Anejo (aged Mexican cheese)	21.44	29.98	4.6299	373	0	38.06	0	0	4.6299	0
398	14131500	0	Queso Asadero	22.6	28.26	2.87	356	0	42.1599	0	0	2.87	0
399	14132000	0	Queso Chihuahua	21.5598	29.68	5.5598	374	0	39.13	0	0	5.5598	0
400	14133000	0	Queso Fresco	18.09	23.82	2.98	299	0	51.42	0	0	2.3199	0
6161	14134000	0	Cheese, cotija	20	30	3.97	366	0	38	0	0	0	0
401	14201010	0	Cheese, cottage, creamed, large or small curd	11.1198	4.2999	3.3799	98	0	79.79	0	0	2.6699	0
6162	14201200	0	Cottage cheese, farmer's	10.49	9.8	3.18	143	0	75.1898	0	0	2.52	0
5231	14201501	0	Cheese, Ricotta, whole milk	11.26	12.98	3.04	174	0	71.7	0	0	0.27	0
5232	14201502	0	Cheese, Ricotta, part skim	11.39	7.91	5.1398	138	0	74.4098	0	0	0.31	0
403	14202010	0	Cheese, cottage, with fruit	10.69	3.85	4.61	97	0	79.64	0	0	2.3799	0.2
404	14202020	0	Cheese, cottage, with vegetables	10.9	4.2	3	95	0	80.2998	0	0	0.37	0.1
405	14203010	0	Cheese, cottage, fat free, dry curd	10.34	0.29	6.66	72	0	81.01	0	0	1.85	0
6163	14203020	0	Cheese, cottage, salted, dry curd	10.24	0.29	6.5899	71	0	80.2	0	0	1.83	0
406	14203510	0	Cheese, white, Puerto Rican 	11.26	12.98	3.04	174	0	71.7	0	0	0.27	0
407	14204010	0	Cheese, cottage, low fat (1-2% fat)	11.83	2.45	3.66	86	0	80.6898	0	0	3.6699	0
408	14204020	0	Cheese, cottage, with fruit, low fat	7.7698	1.59	7.5499	75	0	82.1299	0	0	7.0899	0.5
409	14204030	0	Cheese, cottage, with vegetables, low fat	10.9	1	3	67	0	83.5	0	0	3	0
410	14206010	0	Cheese, cottage, low fat, low sodium	12.4	1	2.7	72	0	83.5	0	0	2.7	0
411	14207010	0	Cheese, cottage, low fat, lactose reduced	12.4	1	3.2	74	0	82.5	0	0	2.6	0.6
412	14301010	0	Cheese, cream	5.9299	34.24	4.07	342	0	54.4399	0	0	3.21	0
413	14303010	0	Cheese, cream, light 	7.8498	15.2799	8.13	201	0	66.7198	0	0	5.82	0
414	14410100	0	American and Swiss blend processed cheese	18.1298	30.71	4.78	366	0	39.6099	0	0	2.2599	0
6164	14410120	0	Cheese, American, reduced fat	17.6	14.1	10.6	240	0	51.7999	0	0	8.0198	0
415	14410200	0	American cheese, pasteurized processed	17.96	26.1999	7.4699	336	0	43.03	0	0	6.5499	0
416	14410210	0	American cheese, pasteurized processed, low-sodium	22.1999	31.19	1.6	376	0	42.7999	0	0	0.45	0
417	14410300	0	American cheese, pasteurized processed, low fat	24.6	7	3.5	180	0	58.8999	0	0	0.59	0
418	14410330	0	American cheese spread, reduced fat	13.41	8.88	10.71	176	0	61.82	0	0	7.0598	0
419	14410350	0	Cheese, processed, American, fat free	22.5	0.8	13.4	148	0	56.8999	0	0	9.9499	0
420	14410380	0	Cream cheese product, fat free	15.69	1	7.66	105	0	71.87	0	0	5.48	0
421	14410400	0	Cheese, processed, Swiss	24.73	25.01	2.1	334	0	42.31	0	0	1.23	0
422	14410420	0	Cheese, processed, Swiss, low fat	25.5	5.0999	4.2999	165	0	59.1	0	0	1.35	0
423	14410500	0	Cheese, processed cheese food	16.8599	25.6298	8.56	330	0	44	0	0	5.5899	0
424	14410600	0	Cheese, processed, with vegetables	22.1298	31.1999	1.73	375	0	39.0799	0	0	0.62	0.1
