FoodID	Diet.ID	FoodAmt	Main.food.description	FoodCode	ModCode	Protein (g)	Total Fat (g)	Carbohydrate (g)	Energy (kcal)	Total Sugars (g)	Total Dietary Fiber (g)
24122120.0	L.022.M2	84	Chicken_breast_baked_skin_not_eaten	24122120	0	25.3008	3.1668	0	134.4	0	0
24122120.0	L.036.M2	202.5	Chicken_breast_baked_skin_not_eaten	24122120	0	60.993	7.63425	0	324	0	0
24122120.0	T.CS.016	405	Chicken_breast_baked_skin_not_eaten	24122120	0	121.986	15.2685	0	648	0	0
24122120.0	T.CS.041	56	Chicken_breast_baked_skin_not_eaten	24122120	0	16.8672	2.1112	0	89.6	0	0
24122120.0	T.CS.061	56	Chicken_breast_baked_skin_not_eaten	24122120	0	16.8672	2.1112	0	89.6	0	0
24122120.0	T.CS.065	168	Chicken_breast_baked_skin_not_eaten	24122120	0	50.6016	6.3336	0	268.8	0	0
24122120.0	T.CS.082	112	Chicken_breast_baked_skin_not_eaten	24122120	0	33.7344	4.2224	0	179.2	0	0
24122120.0	T.CS.086	33.75	Chicken_breast_baked_skin_not_eaten	24122120	0	10.1655	1.272375	0	54	0	0
24122120.0	T.CS.092	120	Chicken_breast_baked_skin_not_eaten	24122120	0	36.144	4.524	0	192	0	0
24122120.0	T.CS.127	84	Chicken_breast_baked_skin_not_eaten	24122120	0	25.3008	3.1668	0	134.4	0	0
24122120.0	T.CS.140	95.5	Chicken_breast_baked_skin_not_eaten	24122120	0	28.7646	3.60035	0	152.8	0	0
24122120.0	T.CS.162	28	Chicken_breast_baked_skin_not_eaten	24122120	0	8.4336	1.0556	0	44.8	0	0
24122129.0	CS.134	136	Chicken_raw_breast_boneless_skinless	24122129	0	30.796656	3.544024	0	163.812	0	0
24122129.0	T.CS.017	113.28	Chicken_raw_breast_boneless_skinless	24122129	0	25.65180288	2.95196352	0	136.44576	0	0
24122129.0	T.CS.044	56.64	Chicken_raw_breast_boneless_skinless	24122129	0	12.82590144	1.47598176	0	68.22288	0	0
24122129.0	T.CS.110	396.48	Chicken_raw_breast_boneless_skinless	24122129	0	89.78131008	10.33187232	0	477.56016	0	0
24123120.0	CS.155	84	Chicken_breast_stewed_skin_not_eaten	24123120	0	23.6544	2.9568	0	126	0	0
24123120.0	L.024.M3	168.75	Chicken_breast_stewed_skin_not_eaten	24123120	0	47.52	5.94	0	253.125	0	0
24123120.0	L.025.M3	202.5	Chicken_breast_stewed_skin_not_eaten	24123120	0	57.024	7.128	0	303.75	0	0
24124110.205388	L.032.M2	255.15	Chicken_breast_fried_in_oil_skin_eaten	24124110	205388	80.67843	23.16762	0	551.124	0	0
24124120.205407	T.CS.151	56	Chicken_breast_fried_in_oil_skin_not_eaten	24124120	205407	17.64	3.8248	0	108.08	0	0
24127110.205433	CS.005	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	CS.023	170.1	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	41.4700398	22.4530299	16.0741098	442.26	0.35721	0.5103
24127110.205433	CS.098	56.7	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	13.8233466	7.4843433	5.3580366	147.42	0.11907	0.1701
24127110.205433	CS.113	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	CS.188	226.8	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	55.2933864	29.9373732	21.4321464	589.68	0.47628	0.6804
24127110.205433	CS.193	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	CS.336	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	CS.356	56.7	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	13.8233466	7.4843433	5.3580366	147.42	0.11907	0.1701
24127110.205433	L.007.M3	170.1	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	41.4700398	22.4530299	16.0741098	442.26	0.35721	0.5103
24127110.205433	L.031.M2	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	L.033.M2	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	T.CS.052	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	T.CS.066	85.05	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	20.7350199	11.22651495	8.0370549	221.13	0.178605	0.25515
24127110.205433	T.CS.133	113.4	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	27.6466932	14.9686866	10.7160732	294.84	0.23814	0.3402
24127110.205433	T.CS.163	113.4	Chicken_breast_fried_in_oil_breaded_skin_breading_eaten	24127110	205433	27.6466932	14.9686866	10.7160732	294.84	0.23814	0.3402
24127110.205695	CS.233	170.1	Chicken_breast_baked_breaded_skin_breading_eaten	24127110	205695	43.81776	9.74673	16.97598	343.602	0.37422	0.5103
24127110.205695	CS.252	56.7	Chicken_breast_baked_breaded_skin_breading_eaten	24127110	205695	14.60592	3.24891	5.65866	114.534	0.12474	0.1701
24127110.205695	T.CS.005	113.4	Chicken_breast_baked_breaded_skin_breading_eaten	24127110	205695	29.21184	6.49782	11.31732	229.068	0.24948	0.3402
24127110.205695	T.CS.063	113.4	Chicken_breast_baked_breaded_skin_breading_eaten	24127110	205695	29.21184	6.49782	11.31732	229.068	0.24948	0.3402
24127110.205695	T.CS.109	28.35	Chicken_breast_baked_breaded_skin_breading_eaten	24127110	205695	7.30296	1.624455	2.82933	57.267	0.06237	0.08505
24127120.205996	L.006.M3	596.19	Chicken_breast_fried_in_oil_breaded_skin_breading_not_eaten	24127120	205996	187.79985	40.719777	0	1150.6467	0	0
24127120.205996	T.CS.099	85.17	Chicken_breast_fried_in_oil_breaded_skin_breading_not_eaten	24127120	205996	26.82855	5.817111	0	164.3781	0	0
24127150.205374	CS.056	85.05	Chicken_breast_boneless_skinless_fried_in_oil_breaded_breading_eaten	24127150	205374	20.12283	9.653175	8.21583	204.12	0.15309	0.25515
24127150.205374	CS.195	113.4	Chicken_breast_boneless_skinless_fried_in_oil_breaded_breading_eaten	24127150	205374	26.83044	12.8709	10.95444	272.16	0.20412	0.3402
24127160.205835	CS.114	85.17	Chicken_breast_boneless_skinless_baked_breaded_breading_not_eaten	24127160	205835	27.35651883	3.42366366	0	145.6407	0	0
24132210.0	CS.002	140	Chicken_leg_quarter_drumstick_and_thigh_baked_skin_eaten	24132210	0	32.69	16.72986	0.028	287	0	0
24132210.0	CS.032	480	Chicken_leg_quarter_drumstick_and_thigh_baked_skin_eaten	24132210	0	112.08	57.35952	0.096	984	0	0
24142210.0	CS.028	58	Chicken_drumstick_baked_skin_eaten	24142210	0	13.664684	5.6376	0.0116	107.88	0	0
24142210.0	CS.090	56.7	Chicken_drumstick_baked_skin_eaten	24142210	0	13.3584066	5.51124	0.01134	105.462	0	0
24142210.0	CS.127	116	Chicken_drumstick_baked_skin_eaten	24142210	0	27.329368	11.2752	0.0232	215.76	0	0
24142210.0	T.CS.107	116	Chicken_drumstick_baked_skin_eaten	24142210	0	27.329368	11.2752	0.0232	215.76	0	0
24142210.0	T.CS.170	45	Chicken_drumstick_baked_skin_eaten	24142210	0	10.60191	4.374	0.009	83.7	0	0
24142220.0	L.035.M0	19	Chicken_drumstick_baked_skin_not_eaten	24142220	0	4.628381	1.0336	0	28.69	0	0
24142220.0	T.CS.103	100	Chicken_drumstick_baked_skin_not_eaten	24142220	0	24.3599	5.44	0	151	0	0
24142220.0	T.CS.148	38	Chicken_drumstick_baked_skin_not_eaten	24142220	0	9.256762	2.0672	0	57.38	0	0
24142220.0	T.CS.168	76	Chicken_drumstick_baked_skin_not_eaten	24142220	0	18.513524	4.1344	0	114.76	0	0
24143210.0	CS.154	56.7	Chicken_drumstick_stewed_skin_eaten	24143210	0	13.6022166	5.99319	0.02268	111.132	0	0
24144210.205539	CS.065	72	Chicken_drumstick_fried_in_oil_skin_eaten	24144210	205539	18.439128	11.1024	0.0792	177.12	0	0
24144210.205539	CS.195	72	Chicken_drumstick_fried_in_oil_skin_eaten	24144210	205539	18.439128	11.1024	0.0792	177.12	0	0
24144210.205539	CS.321	72	Chicken_drumstick_fried_in_oil_skin_eaten	24144210	205539	18.439128	11.1024	0.0792	177.12	0	0
24147210.205362	T.CS.053	170.1	Chicken_drumstick_fried_in_oil_breaded_skin_breading_eaten	24147210	205362	37.6427898	25.24284	11.54979	430.353	0.25515	0.3402
24147220.206578	T.CS.148	38	Chicken_drumstick_baked_breaded_skin_breading_not_eaten	24147220	206578	10.575324	1.953124	0	61.94	0	0
24152210.0	CS.014	113.4	Chicken_thigh_baked_skin_eaten	24152210	0	26.2291932	16.08012	0.03402	255.15	0	0
24152210.0	CS.319	164	Chicken_thigh_baked_skin_eaten	24152210	0	37.932872	23.2552	0.0492	369	0	0
24152220.0	CS.056	84	Chicken_thigh_baked_skin_not_eaten	24152220	0	20.495832	6.627432	0	145.32	0	0
24152220.0	CS.327	168	Chicken_thigh_baked_skin_not_eaten	24152220	0	40.991664	13.254864	0	290.64	0	0
24154210.205389	CS.137	168	Chicken_thigh_fried_in_oil_skin_eaten	24154210	205389	43.5288	27.9216	0.4536	435.12	0	0
24162110.0	CS.032	36	Chicken_wing_baked_skin_eaten	24162110	0	8.4924	6.0228	0	90.72	0	0
24162110.0	CS.202	108	Chicken_wing_baked_skin_eaten	24162110	0	25.4772	18.0684	0	272.16	0	0
24162110.0	CS.212	72	Chicken_wing_baked_skin_eaten	24162110	0	16.9848	12.0456	0	181.44	0	0
24162110.0	CS.213	72	Chicken_wing_baked_skin_eaten	24162110	0	16.9848	12.0456	0	181.44	0	0
24162110.0	CS.292	180	Chicken_wing_baked_skin_eaten	24162110	0	42.462	30.114	0	453.6	0	0
24162110.0	CS.301	36	Chicken_wing_baked_skin_eaten	24162110	0	8.4924	6.0228	0	90.72	0	0
24162119.0	CS.134	107	Chicken_raw_wing_with_skin	24162119	0	9.771668	7.079441	0	105.501893	0	0
24162120.0	CS.030	44	Chicken_wing_baked_skin_not_eaten	24162120	0	13.2924	3.5464	0	88.44	0	0
24162120.0	CS.222	22	Chicken_wing_baked_skin_not_eaten	24162120	0	6.6462	1.7732	0	44.22	0	0
24163110.0	CS.383	44	Chicken_wing_stewed_skin_eaten	24163110	0	9.9396	7.3392	0	108.68	0	0
24164110.0	CS.195	90	Chicken_wing_fried_in_shortening_skin_eaten	24164110	0	23.202	16.19082	0	244.8	0	0
24164110.0	CS.282	60	Chicken_wing_fried_in_shortening_skin_eaten	24164110	0	15.468	10.79388	0	163.2	0	0
24164110.0	CS.321	90	Chicken_wing_fried_in_shortening_skin_eaten	24164110	0	23.202	16.19082	0	244.8	0	0
24164110.0	CS.347	60	Chicken_wing_fried_in_shortening_skin_eaten	24164110	0	15.468	10.79388	0	163.2	0	0
24167110.205393	T.CS.123	108	Chicken_wing_fried_in_oil_breaded_skin_breading_eaten	24167110	205393	20.832984	20.1636	11.922984	318.6	0.2592	0.432
24198500.0	CS.165	80	Chicken_feet	24198500	0	15.51984	11.68	0.16	172	0	0
24198691.0	CS.270	300	Raising_Canes_3_box_combo_no_drink_	24198691	0	29	54	108	970	6	1
24198700.0	CS.376	258	Chicken_patty_chicken_fillet_or_chicken_tenders_breaded_cooked_Banquet_Burger_King_Weaver_KFC_Tyson_McDonald_s_	24198700	0	33.617142	35.6298	47.652084	645	3.1992	6.45
24198700.0	L.035.M3	76	Chicken_patty_chicken_fillet_or_chicken_tenders_breaded_cooked_Banquet_Burger_King_Weaver_KFC_Tyson_McDonald_s_	24198700	0	9.902724	10.4956	14.037048	190	0.9424	1.9
24198720.0	L.035.M6	85.05	Chicken_ground_cooked	24198720	0	23.023035	11.473245	0	201.5685	0	0
24198740.0	CS.063	32	Chicken_nuggets_McDonald_s_Weaver_Mini_Drums_Tyson_Chicken_Sticks_Carl_s_Jr_Chicken_Stars_	24198740	0	4.4448	5.7632	5.961536	93.44	0.2912	0.447936
24198740.0	CS.065	64	Chicken_nuggets_McDonald_s_Weaver_Mini_Drums_Tyson_Chicken_Sticks_Carl_s_Jr_Chicken_Stars_	24198740	0	8.8896	11.5264	11.923072	186.88	0.5824	0.895872
24198740.0	CS.117	64	Chicken_nuggets_McDonald_s_Weaver_Mini_Drums_Tyson_Chicken_Sticks_Carl_s_Jr_Chicken_Stars_	24198740	0	8.8896	11.5264	11.923072	186.88	0.5824	0.895872
24198740.0	CS.287	96	Chicken_nuggets_McDonald_s_Weaver_Mini_Drums_Tyson_Chicken_Sticks_Carl_s_Jr_Chicken_Stars_	24198740	0	13.3344	17.2896	17.884608	280.32	0.8736	1.343808
24198740.0	CS.320	160	Chicken_nuggets_McDonald_s_Weaver_Mini_Drums_Tyson_Chicken_Sticks_Carl_s_Jr_Chicken_Stars_	24198740	0	22.224	28.816	29.80768	467.2	1.456	2.23968
24201130.0	CS.043	170.1	Turkey_white_meat_roasted_skin_eaten	24201130	0	48.10428	9.4403799	0.05103	287.469	0	0
24201130.0	CS.161	56.7	Turkey_white_meat_roasted_skin_eaten	24201130	0	16.03476	3.1467933	0.01701	95.823	0	0
24201130.0	CS.247	113.4	Turkey_white_meat_roasted_skin_eaten	24201130	0	32.06952	6.2935866	0.03402	191.646	0	0
24201130.0	CS.323	85.05	Turkey_white_meat_roasted_skin_eaten	24201130	0	24.05214	4.72018995	0.025515	143.7345	0	0
24201130.0	CS.332	226.8	Turkey_white_meat_roasted_skin_eaten	24201130	0	64.13904	12.5871732	0.06804	383.292	0	0
24201130.0	CS.377	112	Turkey_white_meat_roasted_skin_eaten	24201130	0	31.6736	6.215888	0.0336	189.28	0	0
24201130.0	CS.383	112	Turkey_white_meat_roasted_skin_eaten	24201130	0	31.6736	6.215888	0.0336	189.28	0	0
24201239.0	CS.309	816	Turkey_raw_leg_bone_in_with_skin	24201239	0	120.532176	42.469536	0.562224	899.557584	0	0
24207099.0	CS.165	226.8	Ground_turkey_raw_breast	24207099	0	50.311044	4.3021692	0	239.7273732	0	0
24207099.0	CS.262	56.7	Ground_turkey_raw_breast	24207099	0	12.577761	1.0755423	0	59.9318433	0	0
24300110.0	CS.331	85.17	Duck_cooked_skin_eaten	24300110	0	16.105647	24.043491	0	286.1712	0	0
24300110.0	CS.378	56.78	Duck_cooked_skin_eaten	24300110	0	10.737098	16.028994	0	190.7808	0	0
24300120.0	CS.168	85.17	Duck_cooked_skin_not_eaten	24300120	0	19.91257566	9.496455	0	170.34	0	0
24300120.0	CS.232	70	Duck_cooked_skin_not_eaten	24300120	0	16.36586	7.805	0	140	0	0
25110140.0	T.CS.128	63	Liver_beef_fried	25110140	0	16.569	2.923074	3.2256	109.62	0	0
25110420.0	CS.006	70	Liver_chicken_braised	25110420	0	16.982	4.52193	0.602	116.2	0	0
25110420.0	CS.286	35	Liver_chicken_braised	25110420	0	8.491	2.260965	0.301	58.1	0	0
25110420.0	T.CS.122	56.7	Liver_chicken_braised	25110420	0	13.75542	3.6627633	0.48762	94.122	0	0
25110450.207088	T.CS.152	28.35	Liver_chicken_fried_in_meat_drippings	25110450	207088	5.684175	2.38704165	1.817235	53.298	0.00567	0.0567
25112200.0	T.FS.CS.025	226.8	Liver_chicken_pate	25112200	0	30.5043732	29.7108	14.8551732	455.868	0	0
25160000.0	CS.212	85.05	Tongue_cooked	25160000	0	16.2698949	18.80446995	0	239.841	0	0
25160000.0	CS.290	85.05	Tongue_cooked	25160000	0	16.2698949	18.80446995	0	239.841	0	0
25170420.0	L.036.M2	36.25	Gizzard_cooked	25170420	0	10.92575	0.96425	0	55.4625	0	0
25170420.0	T.CS.162	72.5	Gizzard_cooked	25170420	0	21.8515	1.9285	0	110.925	0	0
25170429.0	T.CS.122	18	Chicken_raw_gizzards	25170429	0	3.172716	0.279792	0	16.077582	0	0
25170429.0	T.CS.152	9	Chicken_raw_gizzards	25170429	0	1.586358	0.139896	0	8.038791	0	0
25170429.0	T.CS.180	9	Chicken_raw_gizzards	25170429	0	1.586358	0.139896	0	8.038791	0	0
25210210.0	CS.007	171	Hot_dog_frankfurter_beef	25210210	0	20.297358	49.658058	6.104529	559.17	2.376558	0
25210210.0	CS.030	57	Hot_dog_frankfurter_beef	25210210	0	6.765786	16.552686	2.034843	186.39	0.792186	0
25210210.0	CS.335	57	Hot_dog_frankfurter_beef	25210210	0	6.765786	16.552686	2.034843	186.39	0.792186	0
25210210.0	CS.341	114	Hot_dog_frankfurter_beef	25210210	0	13.531572	33.105372	4.069686	372.78	1.584372	0
25220140.0	CS.002	39	Sausage_beef_cooked	25220140	0	7.1019	10.9122	0.1365	129.48	0	0
25220140.0	CS.076	66.5	Sausage_beef_cooked	25220140	0	12.10965	18.6067	0.23275	220.78	0	0
25220350.0	CS.177	85	Sausage_bratwurst_pork_cooked	25220350	0	11.662	24.803	2.4225	283.05	0	0
25220350.0	CS.182	85	Sausage_bratwurst_pork_cooked	25220350	0	11.662	24.803	2.4225	283.05	0	0
25220350.0	CS.319	170	Sausage_bratwurst_pork_cooked	25220350	0	23.324	49.606	4.845	566.1	0	0
25220370.0	CS.223	228	Bratwurst_beef_cooked	25220370	0	31.2816	66.5304	6.498	759.24	0	0
25220461.0	CS.077	1134	Vietnamese_Sausage	25220461	0	144	264	48	3120	48	0
25221350.0	CS.080	34	Sausage_pork_Italian_cooked	25221350	0	6.5008	9.285332	1.451732	116.96	0.2924	0.034
25221350.0	CS.228	85.05	Sausage_pork_Italian_cooked	25221350	0	16.26156	23.2269849	3.6314649	292.572	0.73143	0.08505
25221350.0	CS.362	113.4	Sausage_pork_Italian_cooked	25221350	0	21.68208	30.9693132	4.8419532	390.096	0.97524	0.1134
25221350.0	CS.366	136	Sausage_pork_Italian_cooked	25221350	0	26.0032	37.141328	5.806928	467.84	1.1696	0.136
25221350.0	CS.381	141.75	Sausage_pork_Italian_cooked	25221350	0	27.1026	38.7116415	6.0524415	487.62	1.21905	0.14175
25221410.0	CS.050	56	Sausage_pork_cooked	25221410	0	10.8808	15.881544	0	189.84	0	0
25221410.0	CS.290	27	Sausage_pork_cooked	25221410	0	5.2461	7.657173	0	91.53	0	0
25221410.0	CS.306	56	Sausage_pork_cooked	25221410	0	10.8808	15.881544	0	189.84	0	0
25221410.0	CS.323	33.25	Sausage_pork_cooked	25221410	0	6.460475	9.42966675	0	112.7175	0	0
25221410.0	CS.365	168	Sausage_pork_cooked	25221410	0	32.6424	47.644632	0	569.52	0	0
25221410.0	CS.368	39	Sausage_pork_cooked	25221410	0	7.5777	11.060361	0	132.21	0	0
25221410.0	T.CS.083	56	Sausage_pork_cooked	25221410	0	10.8808	15.881544	0	189.84	0	0
25221411.0	CS.137	1360.8	Hmong_Sausage	25221411	0	258	18	78	1530	6	12
25221411.0	T.CS.029	226.8	Hmong_Sausage	25221411	0	43	3	13	255	1	2
25221411.0	T.CS.039	680.4	Hmong_Sausage	25221411	0	129	9	39	765	3	6
25221411.0	T.CS.048	226.8	Hmong_Sausage	25221411	0	43	3	13	255	1	2
25221411.0	T.CS.049	453.6	Hmong_Sausage	25221411	0	86	6	26	510	2	4
25221411.0	T.CS.169	42.525	Hmong_Sausage	25221411	0	8.0625	0.5625	2.4375	47.8125	0.1875	0.375
25221660.0	CS.073	34.5	Sausage_smoked_pork_and_beef	25221660	0	4.14	9.91185	0.8348655	110.4	0	0
25230210.0	CS.125	36.75	Ham_luncheon_meat_prepackaged_or_deli	25230210	0	6.221775	1.28625	0.356475	48.1425	0	0
25230210.0	CS.195	28	Ham_luncheon_meat_prepackaged_or_deli	25230210	0	4.7404	0.98	0.2716	36.68	0	0
25230210.0	CS.247	73.5	Ham_luncheon_meat_prepackaged_or_deli	25230210	0	12.44355	2.5725	0.71295	96.285	0	0
25230210.0	CS.374	84	Ham_luncheon_meat_prepackaged_or_deli	25230210	0	14.2212	2.94	0.8148	110.04	0	0
25230220.0	CS.309	42	Ham_luncheon_meat_prepackaged_or_deli_low_salt	25230220	0	9.24	3.234	0.21	69.3	0	0
25230230.0	CS.060	28	Ham_luncheon_meat_prepackaged_or_deli_extra_lean	25230230	0	4.7404	0.98	0.2716	36.68	0	0
25230560.0	L.034.M2	266.25	Liverwurst_Braunschweiger_	25230560	0	38.60625	75.88125	8.25375	870.6375	0	0
25230560.0	L.035.M6	53.25	Liverwurst_Braunschweiger_	25230560	0	7.72125	15.17625	1.65075	174.1275	0	0
25230560.0	T.CS.126	213	Liverwurst_Braunschweiger_	25230560	0	30.885	60.705	6.603	696.51	0	0
26100135.0	CS.012	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.020	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	CS.022	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.024	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	CS.083	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	CS.085	140	Fish_Paste	26100135	0	10	5	0	200	0	0
26100135.0	CS.086	84	Fish_Paste	26100135	0	6	3	0	120	0	0
26100135.0	CS.089	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	CS.090	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	CS.094	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	CS.097	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.105	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	CS.106	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	CS.110	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.139	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.141	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	CS.142	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.175	196	Fish_Paste	26100135	0	14	7	0	280	0	0
26100135.0	CS.176	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.198	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.220	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.238	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.242	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.245	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.246	140	Fish_Paste	26100135	0	10	5	0	200	0	0
26100135.0	CS.265	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.281	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.293	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	CS.314	84	Fish_Paste	26100135	0	6	3	0	120	0	0
26100135.0	CS.316	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.317	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.350	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.356	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	CS.357	84	Fish_Paste	26100135	0	6	3	0	120	0	0
26100135.0	L.002.M1	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.002.M2	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.003.M1	84	Fish_Paste	26100135	0	6	3	0	120	0	0
26100135.0	L.003.M3	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.003.M4	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	L.003.M5	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.003.M6	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.005.M1	84	Fish_Paste	26100135	0	6	3	0	120	0	0
26100135.0	L.005.M2	84	Fish_Paste	26100135	0	6	3	0	120	0	0
26100135.0	L.005.M3	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.005.M4	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	L.005.M5	168	Fish_Paste	26100135	0	12	6	0	240	0	0
26100135.0	L.005.M6	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.007.M1	168	Fish_Paste	26100135	0	12	6	0	240	0	0
26100135.0	L.008.M1	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.011.M1	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.012.M1	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	L.012.M3	140	Fish_Paste	26100135	0	10	5	0	200	0	0
26100135.0	L.012.M4	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.022.M4	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.024.M5	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.024.M6	112	Fish_Paste	26100135	0	8	4	0	160	0	0
26100135.0	L.025.M6	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.031.M3	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.031.M6	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.032.M0	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.032.M1	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.032.M2	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.033.M1	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.033.M6	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.034.M1	84	Fish_Paste	26100135	0	6	3	0	120	0	0
26100135.0	L.034.M3	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.035.M0	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	L.035.M1	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.035.M3	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.036.M3	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	L.036.M4	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	T.CS.053	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	T.CS.094	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	T.CS.098	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	T.CS.099	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	T.CS.101	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	T.CS.102	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	T.CS.104	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	T.CS.108	56	Fish_Paste	26100135	0	4	2	0	80	0	0
26100135.0	T.CS.111	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	T.CS.114	16	Fish_Paste	26100135	0	1.14285714285714	0.571428571428571	0	22.8571428571429	0	0
26100135.0	T.CS.115	28	Fish_Paste	26100135	0	2	1	0	40	0	0
26100135.0	T.CS.116	168	Fish_Paste	26100135	0	12	6	0	240	0	0
