FoodID	taxonomy	Main.food.description
1011.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_cured_back_bacon_cornmeal_peameal_uncooked	Pork cured back bacon cornmeal peameal uncooked
1012.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_cured_ham_boneless_mini_ham_half_extra_lean_approximately_5_fat_cooked_reduced_sodium	Pork cured ham boneless mini ham half extra lean approximately 5 fat cooked reduced sodium
1013.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_cured_ham_rump_bone_in_separable_lean_and_fat_heated_roasted	Pork cured ham rump bone in separable lean and fat heated roasted
1014.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_cured_ham_shoulder_arm_picnic_lean_and_fat_roasted	Pork cured ham shoulder arm picnic lean and fat roasted
1015.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_leg_butt_portion_lean_and_fat_raw	Pork leg butt portion lean and fat raw
1016.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_leg_shank_portion_lean_and_fat_raw	Pork leg shank portion lean and fat raw
1021.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_centre_cut_centre_chop_bone_in_lean_and_fat_braised	Pork loin centre cut centre chop bone in lean and fat braised
1022.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_centre_cut_centre_steak_boneless_lean_and_fat_broiled	Pork loin centre cut centre steak boneless lean and fat broiled
1023.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_rib_chop_rib_end_bone_in_lean_and_fat_braised	Pork loin rib chop rib end bone in lean and fat braised
1024.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_rib_half_country_style_ribs_lean_and_fat_braised	Pork loin rib half country style ribs lean and fat braised
1025.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_rib_roast_boneless_lean_and_fat_raw	Pork loin rib roast boneless lean and fat raw
1026.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_rib_steak_rib_end_boneless_lean_and_fat_braised	Pork loin rib steak rib end boneless lean and fat braised
1027.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_sirloin_chop_bone_in_lean_and_fat_braised	Pork loin sirloin chop bone in lean and fat braised
1028.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_sirloin_roast_boneless_lean_and_fat_raw	Pork loin sirloin roast boneless lean and fat raw
1029.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_loin_sirloin_roast_boneless_lean_roasted	Pork loin sirloin roast boneless lean roasted
1031.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_shoulder_blade_portion_bone_in_lean_and_fat_raw	Pork shoulder blade portion bone in lean and fat raw
1032.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_shoulder_butt_blade_boneless_lean_roasted	Pork shoulder butt blade boneless lean roasted
1033.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_shoulder_picnic_arm_lean_and_fat_braised	Pork shoulder picnic arm lean and fat braised
1034.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_shoulder_whole_lean_and_fat_raw	Pork shoulder whole lean and fat raw
1041.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_ears_frozen_raw	Pork ears frozen raw
1042.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_ears_frozen_simmered	Pork ears frozen simmered
1051.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_feet_raw	Pork feet raw
1052.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_feet_simmered	Pork feet simmered
1061.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_ground_lean_pan_fried	Pork ground lean pan fried
1062.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_ground_medium_pan_fried	Pork ground medium pan fried
1071.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_heart_braised	Pork heart braised
1072.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_heart_raw	Pork heart raw
1081.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_intestine_chitterlings_raw	Pork intestine chitterlings raw
1082.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_intestine_chitterlings_simmered	Pork intestine chitterlings simmered
1091.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_composite_cuts_leg_loin_and_shoulder_lean_and_fat_cooked	Pork composite cuts leg loin and shoulder lean and fat cooked
1092.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_liver_braised	Pork liver braised
1093.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_lungs_braised	Pork lungs braised
1094.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_separable_fat_cooked	Pork separable fat cooked
1095.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_side_ribs_centre_cut_spareribs_lean_and_fat_raw	Pork side ribs centre cut spareribs lean and fat raw
1096.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_tongue_braised	Pork tongue braised
1097.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_wholesale_cuts_backfat_raw	Pork wholesale cuts backfat raw
1098.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_kidney_braised	Pork kidney braised
1099.0	L1_Milk_and_Milk_Products;L2_;L3_;L4_;Pork_back_ribs_lean_and_fat_raw	Pork back ribs lean and fat raw
1101.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;Milk_condensed_sweetened_canned	Milk condensed sweetened canned
1102.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;Milk_dry_whole	Milk dry whole
1103.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;Milk_evaporated_partly_skimmed_canned_undiluted_2_M_F_	Milk evaporated partly skimmed canned undiluted 2 M F 
1104.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;Milk_fluid_buttermilk_cultured_1_M_F_	Milk fluid buttermilk cultured 1 M F 
1105.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;Milk_fluid_chocolate_partly_skimmed_1_M_F_	Milk fluid chocolate partly skimmed 1 M F 
1106.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;Milk_fluid_goat_enriched_whole	Milk fluid goat enriched whole
1107.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_human;L4_;Milk_fluid_human_breast_milk_mature	Milk fluid human breast milk mature
1111.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;Artichoke_Globe_French_boiled_drained	Artichoke Globe French boiled drained
1112.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;Artichoke_canned	Artichoke canned
1113.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;Artichoke_marinated	Artichoke marinated
1121.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;Asparagus_boiled_drained	Asparagus boiled drained
1122.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;Asparagus_canned_drained_solids	Asparagus canned drained solids
1123.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;Asparagus_frozen_boiled_drained	Asparagus frozen boiled drained
1124.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;Asparagus_raw	Asparagus raw
1131.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;Beans_hyacinth_boiled_drained	Beans hyacinth boiled drained
1132.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;Beans_kidney_sprouted_boiled_drained	Beans kidney sprouted boiled drained
1133.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;Beans_lima_fordhook_frozen_boiled_drained	Beans lima fordhook frozen boiled drained
