Food.code	taxonomy	Description
91731000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanuts_chocolate_covered	Peanuts chocolate covered
91731010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;M&Ms_Peanut_Chocolate_Candies	M&Ms Peanut Chocolate Candies
91731060	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;M&Ms_Peanut_Butter_Chocolate_Candies	M&Ms Peanut Butter Chocolate Candies
91731100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanuts_sugarcoated	Peanuts sugarcoated
91731150	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanuts_yogurt_covered	Peanuts yogurt covered
91732000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanut_bar	Peanut bar
91732100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Planters_Peanut_Bar	Planters Peanut Bar
91733000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanut_brittle	Peanut brittle
91733200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanut_Bar_chocolate_covered_candy	Peanut Bar chocolate covered candy
91734000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanut_butter_chocolate_covered	Peanut butter chocolate covered
91734100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Reeses_Peanut_Butter_Cup	Reeses Peanut Butter Cup
91734200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Reeses_Pieces	Reeses Pieces
91734300	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Reeses_Sticks	Reeses Sticks
91734400	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Reeses_Fast_Break	Reeses Fast Break
91734450	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Reeses_Crispy_Crunchy_Bar	Reeses Crispy Crunchy Bar
91734500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Peanut_butter_morsels	Peanut butter morsels
91735000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Pralines	Pralines
91736000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Pineapple_candy_Puerto_Rican_style	Pineapple candy Puerto Rican style
91739010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Raisins_chocolate_covered	Raisins chocolate covered
91739600	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Raisins_yogurt_covered	Raisins yogurt covered
91742010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Sesame_Crunch_Sahadi	Sesame Crunch Sahadi
91745010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Gumdrops	Gumdrops
91745020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Hard_candy	Hard candy
91745040	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Butterscotch_hard_candy	Butterscotch hard candy
91745100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Skittles	Skittles
91746010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Sugarcoated_chocolate_discs	Sugarcoated chocolate discs
91746100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;M&Ms_Milk_Chocolate_Candies_formerly_M&Ms_Plain_Chocolate_Candies	M&Ms Milk Chocolate Candies formerly M&Ms Plain Chocolate Candies
91746120	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Sixlets	Sixlets
91746150	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Easter_egg_candy_coated_chocolate	Easter egg candy coated chocolate
91746200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;M&Ms_Pretzel_Chocolate_Candies	M&Ms Pretzel Chocolate Candies
91750000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Taffy	Taffy
91760000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Toffee_plain	Toffee plain
91760100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Toffee_chocolate_covered	Toffee chocolate covered
91760200	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Toffee_chocolatecoated_with_nuts	Toffee chocolatecoated with nuts
91760500	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Truffles	Truffles
91760700	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Wax_candy_liquid_filled	Wax candy liquid filled
91770000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Dietetic_or_low_calorie_candy_NFS	Dietetic or low calorie candy NFS
91770010	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Dietetic_or_low_calorie_gumdrops	Dietetic or low calorie gumdrops
91770020	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Dietetic_or_low_calorie_hard_candy	Dietetic or low calorie hard candy
91770030	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Dietetic_or_low_calorie_candy_chocolate_covered	Dietetic or low calorie candy chocolate covered
91770050	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_;L5_;Dietetic_or_low_calorie_mints	Dietetic or low calorie mints
91800100	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Chewing_gums;L4_;L5_;Chewing_gum_NFS	Chewing gum NFS
91801000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Chewing_gums;L4_;L5_;Chewing_gum_regular	Chewing gum regular
91802000	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Chewing_gums;L4_;L5_;Chewing_gum_sugar_free	Chewing gum sugar free
92100000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_NS_as_to_type	Coffee NS as to type
92100500	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_NS_as_to_brewed_or_instant	Coffee NS as to brewed or instant
92101000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_brewed	Coffee brewed
92101500	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_brewed_blend_of_regular_and_decaffeinated	Coffee brewed blend of regular and decaffeinated
92101600	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Turkish	Coffee Turkish
92101610	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_espresso	Coffee espresso
92101630	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_espresso_decaffeinated	Coffee espresso decaffeinated
92101700	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_brewed_flavored	Coffee brewed flavored
92101800	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Cuban	Coffee Cuban
92101810	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_macchiato	Coffee macchiato
92101820	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_macchiato_sweetened	Coffee macchiato sweetened
92101850	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_cafe_con_leche	Coffee cafe con leche
92101851	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_cafe_con_leche_decaffeinated	Coffee cafe con leche decaffeinated
92101900	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte	Coffee Latte
92101901	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_nonfat	Coffee Latte nonfat
92101903	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_with_nondairy_milk	Coffee Latte with nondairy milk
92101904	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_flavored	Coffee Latte flavored
92101905	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_nonfat_flavored	Coffee Latte nonfat flavored
92101906	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_with_nondairy_milk_flavored	Coffee Latte with nondairy milk flavored
92101910	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_decaffeinated	Coffee Latte decaffeinated
92101911	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_decaffeinated_nonfat	Coffee Latte decaffeinated nonfat
92101913	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_decaffeinated_with_nondairy_milk	Coffee Latte decaffeinated with nondairy milk
92101917	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_decaffeinated_flavored	Coffee Latte decaffeinated flavored
92101918	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_decaffeinated_nonfat_flavored	Coffee Latte decaffeinated nonfat flavored
92101919	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Latte_decaffeinated_with_nondairy_milk_flavored	Coffee Latte decaffeinated with nondairy milk flavored
92101920	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink	Frozen coffee drink
92101921	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_nonfat	Frozen coffee drink nonfat
92101923	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_with_nondairy_milk	Frozen coffee drink with nondairy milk
92101925	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_with_whipped_cream	Frozen coffee drink with whipped cream
92101926	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_nonfat_with_whipped_cream	Frozen coffee drink nonfat with whipped cream
92101928	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_with_nondairy_milk_and_whipped_cream	Frozen coffee drink with nondairy milk and whipped cream
92101930	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_decaffeinated	Frozen coffee drink decaffeinated
92101931	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_decaffeinated_nonfat	Frozen coffee drink decaffeinated nonfat
92101933	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_decaffeinated_with_nondairy_milk	Frozen coffee drink decaffeinated with nondairy milk
92101935	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_decaffeinated_with_whipped_cream	Frozen coffee drink decaffeinated with whipped cream
92101936	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_decaffeinated_nonfat_with_whipped_cream	Frozen coffee drink decaffeinated nonfat with whipped cream
92101938	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_coffee_drink_decaffeinated_with_nondairy_milk_and_whipped_cream	Frozen coffee drink decaffeinated with nondairy milk and whipped cream
92101950	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Cafe_Mocha	Coffee Cafe Mocha
92101955	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Cafe_Mocha_nonfat	Coffee Cafe Mocha nonfat
92101960	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Cafe_Mocha_with_nondairy_milk	Coffee Cafe Mocha with nondairy milk
92101965	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Cafe_Mocha_decaffeinated	Coffee Cafe Mocha decaffeinated
92101970	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Cafe_Mocha_decaffeinated_nonfat	Coffee Cafe Mocha decaffeinated nonfat
92101975	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Cafe_Mocha_decaffeinated_with_nondairy_milk	Coffee Cafe Mocha decaffeinated with nondairy milk
92102000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink	Frozen mocha coffee drink
92102010	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_nonfat	Frozen mocha coffee drink nonfat
92102020	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_with_nondairy_milk	Frozen mocha coffee drink with nondairy milk
92102030	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_with_whipped_cream	Frozen mocha coffee drink with whipped cream
92102040	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_nonfat_with_whipped_cream	Frozen mocha coffee drink nonfat with whipped cream
92102050	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_with_nondairy_milk_and_whipped_cream	Frozen mocha coffee drink with nondairy milk and whipped cream
92102060	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_decaffeinated	Frozen mocha coffee drink decaffeinated
92102070	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_decaffeinated_nonfat	Frozen mocha coffee drink decaffeinated nonfat
92102080	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_decaffeinated_with_nondairy_milk	Frozen mocha coffee drink decaffeinated with nondairy milk
92102090	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_decaffeinated_with_whipped_cream	Frozen mocha coffee drink decaffeinated with whipped cream
92102100	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_decaffeinated_nonfat_with_whipped_cream	Frozen mocha coffee drink decaffeinated nonfat with whipped cream
92102110	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Frozen_mocha_coffee_drink_decaffeinated_with_nondairy_milk_and_whipped_cream	Frozen mocha coffee drink decaffeinated with nondairy milk and whipped cream
92102400	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Iced_Coffee_brewed	Iced Coffee brewed
92102401	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Iced_Coffee_brewed_decaffeinated	Iced Coffee brewed decaffeinated
92102450	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Iced_Coffee_prelightened_and_presweetened	Iced Coffee prelightened and presweetened
92102500	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte	Coffee Iced Latte
92102501	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_nonfat	Coffee Iced Latte nonfat
92102502	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_with_nondairy_milk	Coffee Iced Latte with nondairy milk
92102503	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_flavored	Coffee Iced Latte flavored
92102504	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_nonfat_flavored	Coffee Iced Latte nonfat flavored
92102505	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_with_nondairy_milk_flavored	Coffee Iced Latte with nondairy milk flavored
92102510	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_decaffeinated	Coffee Iced Latte decaffeinated
92102511	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_decaffeinated_nonfat	Coffee Iced Latte decaffeinated nonfat
92102512	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_decaffeinated_with_nondairy_milk	Coffee Iced Latte decaffeinated with nondairy milk
92102513	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_decaffeinated_flavored	Coffee Iced Latte decaffeinated flavored
92102514	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_decaffeinated_nonfat_flavored	Coffee Iced Latte decaffeinated nonfat flavored
92102515	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Latte_decaffeinated_with_nondairy_milk_flavored	Coffee Iced Latte decaffeinated with nondairy milk flavored
92102600	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Cafe_Mocha	Coffee Iced Cafe Mocha
92102601	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Cafe_Mocha_nonfat	Coffee Iced Cafe Mocha nonfat
92102602	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Café_Mocha_with_nondairy_milk	Coffee Iced Café Mocha with nondairy milk
92102610	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Cafe_Mocha_decaffeinated	Coffee Iced Cafe Mocha decaffeinated
92102611	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Cafe_Mocha_decaffeinated_nonfat	Coffee Iced Cafe Mocha decaffeinated nonfat
92102612	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_Iced_Café_Mocha_decaffeinated_with_nondairy_milk	Coffee Iced Café Mocha decaffeinated with nondairy milk
92103000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_reconstituted	Coffee instant reconstituted
92104000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_50_less_caffeine_reconstituted	Coffee instant 50 less caffeine reconstituted
92105010	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_made_from_liquid_concentrate	Coffee made from liquid concentrate
92111000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_NS_as_to_brewed_or_instant_decaffeinated	Coffee NS as to brewed or instant decaffeinated
92111010	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_brewed_decaffeinated	Coffee brewed decaffeinated
92114000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_decaffeinated_reconstituted	Coffee instant decaffeinated reconstituted
92121000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_prelightened_and_presweetened_with_sugar_reconstituted	Coffee instant prelightened and presweetened with sugar reconstituted
92121001	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_decaffeinated_prelightened_and_presweetened_with_sugar_reconsitituted	Coffee instant decaffeinated prelightened and presweetened with sugar reconsitituted
92121010	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_presweetened_with_sugar_reconstituted	Coffee instant presweetened with sugar reconstituted
92121020	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_mocha_instant_prelightened_and_presweetened_with_sugar_reconstituted	Coffee mocha instant prelightened and presweetened with sugar reconstituted
92121030	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_mocha_instant_prelightened_and_presweetened_with_low_calorie_sweetener_reconstituted	Coffee mocha instant prelightened and presweetened with low calorie sweetener reconstituted
92121040	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_prelightened_and_presweetened_with_low_calorie_sweetener_reconstituted	Coffee instant prelightened and presweetened with low calorie sweetener reconstituted
92121041	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_instant_decaffeinated_prelightened_and_presweetened_with_low_calorie_sweetener_reconstituted	Coffee instant decaffeinated prelightened and presweetened with low calorie sweetener reconstituted
92121050	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_mocha_instant_decaffeinated_prelightened_and_presweetened_with_low_calorie_sweetener_reconstituted	Coffee mocha instant decaffeinated prelightened and presweetened with low calorie sweetener reconstituted
92130000	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_prelightened_and_presweetened_with_sugar	Coffee prelightened and presweetened with sugar
92130001	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_decaffeinated_prelightened_and_presweetened_with_sugar	Coffee decaffeinated prelightened and presweetened with sugar
92130005	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_prelightened_and_presweetened_with_low_calorie_sweetener	Coffee prelightened and presweetened with low calorie sweetener
92130006	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_;L5_;Coffee_decaffeinated_prelightened_and_presweetened_with_low_calorie_sweetener	Coffee decaffeinated prelightened and presweetened with low calorie sweetener
