FoodID	taxonomy	Main.food.description
11111000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;Milk_whole	Milk whole
11112110.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;Milk_reduced_fat_2_	Milk reduced fat 2 
11112210.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;1_milk	1 milk
11113000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;Milk_fat_free_skim_	Milk fat free skim 
11115400.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;Yakult	Yakult
11220000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_evaporated_and_condensed;L4_;Sweetened_condensed_milk	Sweetened condensed milk
11320000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;Soymilk_soy_beverage_	Soymilk soy beverage 
11321000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;Milk_soy_soy_beverage_chocolate	Milk soy soy beverage chocolate
11350000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;Almond_milk	Almond milk
11411100.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Yogurt_plain_whole_milk	Yogurt plain whole milk
11411200.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Yogurt_plain_low_fat	Yogurt plain low fat
11411300.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Yogurt_plain_fat_free	Yogurt plain fat free
11422000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Yogurt_coffee_lowfat	Yogurt coffee lowfat
11431000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Yogurt_blueberry_whole_milk	Yogurt blueberry whole milk
11432000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Yogurt_raspberry_lowfat	Yogurt raspberry lowfat
11433000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Yogurt_raspberry_fat_free	Yogurt raspberry fat free
11447772.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Greek_yogurt_fruit_fat_free	Greek yogurt fruit fat free
11460170.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Frozen_yogurt_other_flavors_low_fat	Frozen yogurt other flavors low fat
11460300.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_;Frozen_yogurt_vanilla_nonfat	Frozen yogurt vanilla nonfat
11512000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;Hot_chocolate_homemade_with_whole_milk	Hot chocolate homemade with whole milk
11513300.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;Hot_chocolate_Hershey_s_Nestle_s_Quick_made_from_mix_with_fat_free_skim_milk	Hot chocolate Hershey s Nestle s Quick made from mix with fat free skim milk
11514100.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;Hot_chocolate_Swiss_Miss_Carnation_made_from_dry_mix_with_milk_sugar_with_water	Hot chocolate Swiss Miss Carnation made from dry mix with milk sugar with water
11514350.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;Hot_chocolate_Hersheys_Nestles_Quick_made_from_mix_with_fat_free_skim_milk	Hot chocolate Hersheys Nestles Quick made from mix with fat free skim milk
11519200.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;Milk_low_fat_1_with_strawberry_or_vanilla_flavor	Milk low fat 1 with strawberry or vanilla flavor
11526000.202663	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;Malted_milk_fortified_chocolate_with_1_milk	Malted milk fortified chocolate with 1 milk
11541110.1	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;Milk_shake_fountain_type_chocolate_with_low_fat_milk	Milk shake fountain type chocolate with low fat milk
11623000.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_;L4_;Ensure_Nutrition_Shake	Ensure Nutrition Shake
11641020.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_;L4_;Meal_supplement_ready_to_drink_Boost_	Meal supplement ready to drink Boost 
11710800.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Infant_formulas_fluid_reconstituted;L4_;Pediasure	Pediasure
11830941.0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_dry_and_powdered_mixtures_with;L4_;Lean_25_Smoothie	Lean 25 Smoothie
12120100.0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;Half_and_half	Half and half
12130100.0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;Cream_heavy_whipping_cream_	Cream heavy whipping cream 
12140110.0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;Cream_whipped_pressurized_container_fat_free	Cream whipped pressurized container fat free
12210200.0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;Cream_substitute_liquid	Cream substitute liquid
12210210.0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;Coffee_Mate_flavored_liquid	Coffee Mate flavored liquid
13110100.0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;Ice_cream_regular_vanilla_or_other_flavors	Ice cream regular vanilla or other flavors
13110110.0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;Ice_cream_regular_chocolate	Ice cream regular chocolate
13110120.0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;Ice_cream_premium_rich_vanilla_or_other_flavors	Ice cream premium rich vanilla or other flavors
13120050.0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;Ice_cream_bar_no_coating	Ice cream bar no coating
13120730.0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;Ice_cream_cone_vanilla_ice_cream_or_other_flavors	Ice cream cone vanilla ice cream or other flavors
13210410.200118	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;Pudding_rice_with_reduced_fat_2_milk	Pudding rice with reduced fat 2 milk
13210500.0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;Tapioca	Tapioca
13210501.0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;Thai_Tapioca_Dessert_w_Coconut_	Thai Tapioca Dessert w Coconut 
13411000.205622	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_White_sauces_and_milk_gravies;L4_;Cream_sauce_made_with_butter	Cream sauce made with butter
14101010.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;Roquefort_cheese	Roquefort cheese
14104010.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;Cheese_Cheddar	Cheese Cheddar
14107030.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;Mozzarella_cheese_part_skim	Mozzarella cheese part skim
14107040.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;Cheese_Mozzarella_low_sodium	Cheese Mozzarella low sodium
14107060.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;Mozzarella_cheese_nonfat_or_fat_free	Mozzarella cheese nonfat or fat free
14108400.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;Cheese_Provolone	Cheese Provolone
14120010.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;Cheese_Mexican_blend	Cheese Mexican blend
14204010.0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cottage_cheeses;L4_;Cheese_cottage_low_fat_1_2_fat_	Cheese cottage low fat 1 2 fat 
